Hour,Region,PricePeriod,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,AvailableRenewable_MW,NonAI_IT_Load_MW,AbsoluteHour,AI_IT_Load_MW,IT_Load_MW,PUE,Total_Load_MW,Q2Method
6,RegionE,Valley,243.2000000000,189.7000000000,0.2204000000,950.0000000000,382.4746670000,2334,79.8253333333,462.3000003333,1.2500000000,577.8750004167,FIFO_latency_feasible_local_first
7,RegionE,Flat,374.3600000000,292.0000000000,0.2161000000,1012.1300000000,404.1476670000,2335,54.7123333333,458.8600003333,1.2500000000,573.5750004167,FIFO_latency_feasible_local_first
8,RegionE,Flat,374.5700000000,292.1600000000,0.2117000000,1059.8100000000,395.2890000000,2336,49.0910000000,444.3800000000,1.2500000000,555.4750000000,FIFO_latency_feasible_local_first
9,RegionE,Flat,374.7800000000,292.3300000000,0.2077000000,1089.7800000000,381.2266670000,2337,59.6133333333,440.8400003333,1.2500000000,551.0500004167,FIFO_latency_feasible_local_first
10,RegionE,Flat,375.0000000000,292.5000000000,0.2043000000,1100.0000000000,360.2710000000,2338,39.4190000000,399.6900000000,1.2500000000,499.6125000000,FIFO_latency_feasible_local_first
11,RegionE,Flat,375.2200000000,292.6700000000,0.2017000000,1089.7800000000,338.2000000000,2339,29.2200000000,367.4200000000,1.2500000000,459.2750000000,FIFO_latency_feasible_local_first
12,RegionE,Flat,375.4500000000,292.8500000000,0.2001000000,1059.8100000000,260.3600000000,2340,73.5400000000,333.9000000000,1.2500000000,417.3750000000,FIFO_latency_feasible_local_first
13,RegionE,Flat,375.6700000000,293.0200000000,0.1998000000,1012.1300000000,267.3293330000,2341,64.7736666667,332.1029996667,1.2500000000,415.1287495833,FIFO_latency_feasible_local_first
14,RegionE,Flat,375.9100000000,293.2100000000,0.2006000000,950.0000000000,263.4170000000,2342,40.3200000000,303.7370000000,1.2500000000,379.6712500000,FIFO_latency_feasible_local_first
15,RegionE,Flat,376.1400000000,293.3900000000,0.2026000000,877.6500000000,258.5603330000,2343,31.7246666667,290.2849996667,1.2500000000,362.8562495833,FIFO_latency_feasible_local_first
16,RegionE,Flat,376.3800000000,293.5800000000,0.2056000000,800.0000000000,228.4080000000,2344,38.9720000000,267.3800000000,1.2500000000,334.2250000000,FIFO_latency_feasible_local_first
17,RegionE,Peak,546.0900000000,425.9500000000,0.2095000000,722.3500000000,241.1920000000,2345,14.4480000000,255.6400000000,1.2500000000,319.5500000000,FIFO_latency_feasible_local_first
18,RegionE,Peak,546.4400000000,426.2200000000,0.2140000000,650.0000000000,223.3766670000,2346,23.9733333333,247.3500003333,1.2500000000,309.1875004167,FIFO_latency_feasible_local_first
19,RegionE,Peak,546.8000000000,426.5000000000,0.2188000000,587.8700000000,170.3986670000,2347,62.9013333333,233.3000003333,1.2500000000,291.6250004167,FIFO_latency_feasible_local_first
20,RegionE,Peak,547.1500000000,426.7800000000,0.2236000000,540.1900000000,160.0550000000,2348,86.9550000000,247.0100000000,1.2500000000,308.7625000000,FIFO_latency_feasible_local_first
21,RegionE,Peak,547.5100000000,427.0600000000,0.2281000000,510.2200000000,155.8446670000,2349,97.2953333333,253.1400003333,1.2500000000,316.4250004167,FIFO_latency_feasible_local_first
22,RegionE,Flat,340.0500000000,265.2400000000,0.2320000000,500.0000000000,144.6020000000,2350,132.8880000000,277.4900000000,1.2500000000,346.8625000000,FIFO_latency_feasible_local_first
23,RegionE,Flat,340.2800000000,265.4200000000,0.2350000000,510.2200000000,156.5973330000,2351,147.0426666667,303.6399996667,1.2500000000,379.5499995833,FIFO_latency_feasible_local_first
24,RegionE,Valley,245.9200000000,191.8200000000,0.2370000000,540.1900000000,190.3180000000,2352,118.5386666667,308.8566666667,1.2500000000,386.0708333333,FIFO_latency_feasible_local_first
25,RegionE,Valley,246.0800000000,191.9400000000,0.2378000000,587.8700000000,291.1993330000,2353,100.7106666667,391.9099996667,1.2500000000,489.8874995833,FIFO_latency_feasible_local_first
26,RegionE,Valley,246.2400000000,192.0700000000,0.2375000000,650.0000000000,346.0050000000,2354,97.0683333333,443.0733333333,1.2500000000,553.8416666667,FIFO_latency_feasible_local_first
27,RegionE,Valley,246.4000000000,192.1900000000,0.2360000000,722.3500000000,336.9700000000,2355,89.0600000000,426.0300000000,1.2500000000,532.5375000000,FIFO_latency_feasible_local_first
28,RegionE,Valley,246.5600000000,192.3200000000,0.2334000000,800.0000000000,374.4906670000,2356,70.7773333333,445.2680003333,1.2500000000,556.5850004167,FIFO_latency_feasible_local_first
29,RegionE,Valley,246.7200000000,192.4400000000,0.2300000000,877.6500000000,389.1096670000,2357,58.9723333333,448.0820003333,1.2500000000,560.1025004167,FIFO_latency_feasible_local_first
30,RegionE,Valley,246.8800000000,192.5700000000,0.2260000000,950.0000000000,402.5433330000,2358,79.5066666667,482.0499996667,1.2500000000,602.5624995833,FIFO_latency_feasible_local_first
31,RegionE,Flat,380.0500000000,296.4400000000,0.2217000000,1012.1300000000,402.3160000000,2359,76.2040000000,478.5200000000,1.2500000000,598.1500000000,FIFO_latency_feasible_local_first
32,RegionE,Flat,380.2900000000,296.6300000000,0.2174000000,1059.8100000000,346.4430000000,2360,104.8470000000,451.2900000000,1.2500000000,564.1125000000,FIFO_latency_feasible_local_first
33,RegionE,Flat,380.5300000000,296.8100000000,0.2134000000,1089.7800000000,291.8200000000,2361,144.0200000000,435.8400000000,1.2500000000,544.8000000000,FIFO_latency_feasible_local_first
34,RegionE,Flat,380.7600000000,296.9900000000,0.2100000000,1100.0000000000,264.2476670000,2362,141.2383333333,405.4860003333,1.2500000000,506.8575004167,FIFO_latency_feasible_local_first
35,RegionE,Flat,380.9900000000,297.1700000000,0.2074000000,1089.7800000000,254.4100000000,2363,119.7840000000,374.1940000000,1.2500000000,467.7425000000,FIFO_latency_feasible_local_first
36,RegionE,Flat,381.2200000000,297.3500000000,0.2059000000,1059.8100000000,254.1000000000,2364,91.0800000000,345.1800000000,1.2500000000,431.4750000000,FIFO_latency_feasible_local_first
37,RegionE,Flat,381.4500000000,297.5300000000,0.2055000000,1012.1300000000,245.5606670000,2365,73.5440000000,319.1046670000,1.2500000000,398.8808337500,FIFO_latency_feasible_local_first
38,RegionE,Flat,381.6700000000,297.7000000000,0.2063000000,950.0000000000,294.7203330000,2366,33.3020000000,328.0223330000,1.2500000000,410.0279162500,FIFO_latency_feasible_local_first
39,RegionE,Flat,381.8800000000,297.8700000000,0.2083000000,877.6500000000,237.4893330000,2367,43.5466666667,281.0359996667,1.2500000000,351.2949995833,FIFO_latency_feasible_local_first
40,RegionE,Flat,382.1000000000,298.0400000000,0.2113000000,800.0000000000,192.5123330000,2368,67.7883333333,260.3006663333,1.2500000000,325.3758329167,FIFO_latency_feasible_local_first
41,RegionE,Peak,554.3400000000,432.3900000000,0.2151000000,722.3500000000,148.5200000000,2369,104.3093333333,252.8293333333,1.2500000000,316.0366666667,FIFO_latency_feasible_local_first
42,RegionE,Peak,554.6400000000,432.6200000000,0.2196000000,650.0000000000,162.7893330000,2370,78.9706666667,241.7599996667,1.2500000000,302.1999995833,FIFO_latency_feasible_local_first
43,RegionE,Peak,554.9300000000,432.8500000000,0.2243000000,587.8700000000,152.1086670000,2371,76.1913333333,228.3000003333,1.2500000000,285.3750004167,FIFO_latency_feasible_local_first
44,RegionE,Peak,555.2100000000,433.0600000000,0.2290000000,540.1900000000,184.5020000000,2372,64.9280000000,249.4300000000,1.2500000000,311.7875000000,FIFO_latency_feasible_local_first
45,RegionE,Peak,555.4800000000,433.2700000000,0.2335000000,510.2200000000,210.6086670000,2373,67.0213333333,277.6300003333,1.2500000000,347.0375004167,FIFO_latency_feasible_local_first
46,RegionE,Flat,344.9500000000,269.0600000000,0.2373000000,500.0000000000,180.1766670000,2374,87.7433333333,267.9200003333,1.2500000000,334.9000004167,FIFO_latency_feasible_local_first
47,RegionE,Flat,345.1100000000,269.1900000000,0.2402000000,510.2200000000,225.8653330000,2375,63.9746666667,289.8399996667,1.2500000000,362.2999995833,FIFO_latency_feasible_local_first
48,RegionE,Valley,249.3500000000,194.4900000000,0.2422000000,540.1900000000,284.8386670000,2376,62.6413333333,347.4800003333,1.2500000000,434.3500004167,FIFO_latency_feasible_local_first
49,RegionE,Valley,249.4600000000,194.5800000000,0.2429000000,587.8700000000,278.6566670000,2377,111.7133333333,390.3700003333,1.2500000000,487.9625004167,FIFO_latency_feasible_local_first
50,RegionE,Valley,249.5600000000,194.6600000000,0.2425000000,650.0000000000,270.4910000000,2378,128.2376666667,398.7286666667,1.2500000000,498.4108333333,FIFO_latency_feasible_local_first
51,RegionE,Valley,249.6600000000,194.7300000000,0.2408000000,722.3500000000,303.2260000000,2379,129.3653333333,432.5913333333,1.2500000000,540.7391666667,FIFO_latency_feasible_local_first
52,RegionE,Valley,249.7600000000,194.8100000000,0.2382000000,800.0000000000,379.6513330000,2380,85.0586666667,464.7099996667,1.2500000000,580.8874995833,FIFO_latency_feasible_local_first
53,RegionE,Valley,249.8500000000,194.8800000000,0.2346000000,877.6500000000,357.7946670000,2381,89.4253333333,447.2200003333,1.2500000000,559.0250004167,FIFO_latency_feasible_local_first
54,RegionE,Valley,249.9300000000,194.9500000000,0.2305000000,950.0000000000,424.7566670000,2382,47.5533333333,472.3100003333,1.2500000000,590.3875004167,FIFO_latency_feasible_local_first
55,RegionE,Flat,384.6300000000,300.0100000000,0.2260000000,1012.1300000000,381.6500000000,2383,78.1000000000,459.7500000000,1.2500000000,574.6875000000,FIFO_latency_feasible_local_first
56,RegionE,Flat,384.7500000000,300.1100000000,0.2216000000,1059.8100000000,391.7250000000,2384,99.5250000000,491.2500000000,1.2500000000,614.0625000000,FIFO_latency_feasible_local_first
57,RegionE,Flat,384.8600000000,300.1900000000,0.2174000000,1089.7800000000,308.9093330000,2385,115.6806666667,424.5899996667,1.2500000000,530.7374995833,FIFO_latency_feasible_local_first
58,RegionE,Flat,384.9600000000,300.2700000000,0.2139000000,1100.0000000000,318.3600000000,2386,109.0200000000,427.3800000000,1.2500000000,534.2250000000,FIFO_latency_feasible_local_first
59,RegionE,Flat,385.0500000000,300.3400000000,0.2111000000,1089.7800000000,237.0590000000,2387,119.9910000000,357.0500000000,1.2500000000,446.3125000000,FIFO_latency_feasible_local_first
60,RegionE,Flat,385.1400000000,300.4100000000,0.2094000000,1059.8100000000,276.2840000000,2388,86.8660000000,363.1500000000,1.2500000000,453.9375000000,FIFO_latency_feasible_local_first
61,RegionE,Flat,385.2200000000,300.4700000000,0.2089000000,1012.1300000000,255.5633330000,2389,83.3586666667,338.9219996667,1.2500000000,423.6524995833,FIFO_latency_feasible_local_first
62,RegionE,Flat,385.2900000000,300.5300000000,0.2095000000,950.0000000000,162.1530000000,2390,136.0600000000,298.2130000000,1.2500000000,372.7662500000,FIFO_latency_feasible_local_first
63,RegionE,Flat,385.3500000000,300.5700000000,0.2113000000,877.6500000000,136.8620000000,2391,139.3380000000,276.2000000000,1.2500000000,345.2500000000,FIFO_latency_feasible_local_first
64,RegionE,Flat,385.4100000000,300.6200000000,0.2141000000,800.0000000000,138.0713330000,2392,116.1806666667,254.2519996667,1.2500000000,317.8149995833,FIFO_latency_feasible_local_first
65,RegionE,Peak,558.9100000000,435.9500000000,0.2178000000,722.3500000000,122.7813330000,2393,107.1186666667,229.8999996667,1.2500000000,287.3749995833,FIFO_latency_feasible_local_first
66,RegionE,Peak,558.9600000000,435.9900000000,0.2220000000,650.0000000000,111.7806670000,2394,133.6393333333,245.4200003333,1.2500000000,306.7750004167,FIFO_latency_feasible_local_first
67,RegionE,Peak,559.0100000000,436.0300000000,0.2266000000,587.8700000000,86.9566670000,2395,142.1560000000,229.1126670000,1.2500000000,286.3908337500,FIFO_latency_feasible_local_first
68,RegionE,Peak,559.0400000000,436.0500000000,0.2311000000,540.1900000000,127.5686670000,2396,137.1506666667,264.7193336667,1.2500000000,330.8991670833,FIFO_latency_feasible_local_first
69,RegionE,Peak,559.0600000000,436.0700000000,0.2354000000,510.2200000000,160.8780000000,2397,116.7200000000,277.5980000000,1.2500000000,346.9975000000,FIFO_latency_feasible_local_first
70,RegionE,Flat,347.0100000000,270.6700000000,0.2390000000,500.0000000000,202.8333330000,2398,99.1866666667,302.0199996667,1.2500000000,377.5249995833,FIFO_latency_feasible_local_first
71,RegionE,Flat,347.0100000000,270.6700000000,0.2417000000,510.2200000000,226.5013330000,2399,94.7866666667,321.2879996667,1.2500000000,401.6099995833,FIFO_latency_feasible_local_first
0,RegionF,Valley,255.2500000000,199.0900000000,0.2740000000,540.1900000000,272.8240000000,2328,15.8400000000,288.6640000000,1.2700000000,366.6032800000,FIFO_latency_feasible_local_first
1,RegionF,Valley,255.3600000000,199.1800000000,0.2749000000,587.8700000000,336.0460000000,2329,14.2200000000,350.2660000000,1.2700000000,444.8378200000,FIFO_latency_feasible_local_first
2,RegionF,Valley,255.4800000000,199.2700000000,0.2744000000,650.0000000000,354.3443330000,2330,21.4200000000,375.7643330000,1.2700000000,477.2207029100,FIFO_latency_feasible_local_first
3,RegionF,Valley,255.6100000000,199.3800000000,0.2725000000,722.3500000000,419.1400000000,2331,18.6466666667,437.7866666667,1.2700000000,555.9890666667,FIFO_latency_feasible_local_first
4,RegionF,Valley,255.7400000000,199.4800000000,0.2694000000,800.0000000000,423.7150000000,2332,28.3850000000,452.1000000000,1.2700000000,574.1670000000,FIFO_latency_feasible_local_first
5,RegionF,Valley,255.8700000000,199.5800000000,0.2653000000,877.6500000000,417.2180000000,2333,42.9120000000,460.1300000000,1.2700000000,584.3651000000,FIFO_latency_feasible_local_first
6,RegionF,Valley,256.0000000000,199.6800000000,0.2605000000,950.0000000000,431.5173330000,2334,39.6826666667,471.1999996667,1.2700000000,598.4239995767,FIFO_latency_feasible_local_first
7,RegionF,Flat,394.0700000000,307.3700000000,0.2554000000,1012.1300000000,426.4913330000,2335,37.2586666667,463.7499996667,1.2700000000,588.9624995767,FIFO_latency_feasible_local_first
8,RegionF,Flat,394.2900000000,307.5500000000,0.2502000000,1059.8100000000,421.9266670000,2336,35.5533333333,457.4800003333,1.2700000000,580.9996004233,FIFO_latency_feasible_local_first
9,RegionF,Flat,394.5100000000,307.7200000000,0.2455000000,1089.7800000000,377.0900000000,2337,61.4400000000,438.5300000000,1.2700000000,556.9331000000,FIFO_latency_feasible_local_first
10,RegionF,Flat,394.7400000000,307.9000000000,0.2414000000,1100.0000000000,330.6606670000,2338,69.8693333333,400.5300003333,1.2700000000,508.6731004233,FIFO_latency_feasible_local_first
11,RegionF,Flat,394.9700000000,308.0800000000,0.2383000000,1089.7800000000,331.9680000000,2339,45.7920000000,377.7600000000,1.2700000000,479.7552000000,FIFO_latency_feasible_local_first
12,RegionF,Flat,395.2100000000,308.2600000000,0.2365000000,1059.8100000000,275.3916670000,2340,70.6183333333,346.0100003333,1.2700000000,439.4327004233,FIFO_latency_feasible_local_first
13,RegionF,Flat,395.4500000000,308.4500000000,0.2361000000,1012.1300000000,240.6086670000,2341,87.9413333333,328.5500003333,1.2700000000,417.2585004233,FIFO_latency_feasible_local_first
14,RegionF,Flat,395.6900000000,308.6400000000,0.2371000000,950.0000000000,211.1526670000,2342,110.2173333333,321.3700003333,1.2700000000,408.1399004233,FIFO_latency_feasible_local_first
15,RegionF,Flat,395.9400000000,308.8300000000,0.2394000000,877.6500000000,197.3070000000,2343,80.0530000000,277.3600000000,1.2700000000,352.2472000000,FIFO_latency_feasible_local_first
16,RegionF,Flat,396.1900000000,309.0300000000,0.2430000000,800.0000000000,169.3813330000,2344,79.5786666667,248.9599996667,1.2700000000,316.1791995767,FIFO_latency_feasible_local_first
17,RegionF,Peak,574.8400000000,448.3800000000,0.2476000000,722.3500000000,114.2400000000,2345,108.9200000000,223.1600000000,1.2700000000,283.4132000000,FIFO_latency_feasible_local_first
18,RegionF,Peak,575.2000000000,448.6600000000,0.2529000000,650.0000000000,125.8983330000,2346,110.8216666667,236.7199996667,1.2700000000,300.6343995767,FIFO_latency_feasible_local_first
19,RegionF,Peak,575.5700000000,448.9400000000,0.2585000000,587.8700000000,127.7083330000,2347,91.6016666667,219.3099996667,1.2700000000,278.5236995767,FIFO_latency_feasible_local_first
20,RegionF,Peak,575.9500000000,449.2400000000,0.2642000000,540.1900000000,125.1946670000,2348,97.1253333333,222.3200003333,1.2700000000,282.3464004233,FIFO_latency_feasible_local_first
21,RegionF,Peak,576.3200000000,449.5300000000,0.2695000000,510.2200000000,162.6913330000,2349,84.3486666667,247.0399996667,1.2700000000,313.7407995767,FIFO_latency_feasible_local_first
22,RegionF,Flat,357.9500000000,279.2000000000,0.2741000000,500.0000000000,247.4880000000,2350,61.1220000000,308.6100000000,1.2700000000,391.9347000000,FIFO_latency_feasible_local_first
23,RegionF,Flat,358.1900000000,279.3900000000,0.2777000000,510.2200000000,234.8933330000,2351,75.1166666667,310.0099996667,1.2700000000,393.7126995767,FIFO_latency_feasible_local_first
24,RegionF,Valley,258.8600000000,201.9100000000,0.2801000000,540.1900000000,286.9823330000,2352,75.4676666667,362.4499996667,1.2700000000,460.3114995767,FIFO_latency_feasible_local_first
25,RegionF,Valley,259.0300000000,202.0400000000,0.2811000000,587.8700000000,307.4900000000,2353,85.0300000000,392.5200000000,1.2700000000,498.5004000000,FIFO_latency_feasible_local_first
26,RegionF,Valley,259.2000000000,202.1800000000,0.2807000000,650.0000000000,351.1180000000,2354,49.3720000000,400.4900000000,1.2700000000,508.6223000000,FIFO_latency_feasible_local_first
27,RegionF,Valley,259.3700000000,202.3100000000,0.2789000000,722.3500000000,368.7490000000,2355,72.0010000000,440.7500000000,1.2700000000,559.7525000000,FIFO_latency_feasible_local_first
28,RegionF,Valley,259.5400000000,202.4400000000,0.2759000000,800.0000000000,339.5006670000,2356,96.8693333333,436.3700003333,1.2700000000,554.1899004233,FIFO_latency_feasible_local_first
29,RegionF,Valley,259.7000000000,202.5700000000,0.2719000000,877.6500000000,378.2500000000,2357,70.7800000000,449.0300000000,1.2700000000,570.2681000000,FIFO_latency_feasible_local_first
30,RegionF,Valley,259.8700000000,202.7000000000,0.2671000000,950.0000000000,390.5493330000,2358,71.6306666667,462.1799996667,1.2700000000,586.9685995767,FIFO_latency_feasible_local_first
31,RegionF,Flat,400.0500000000,312.0400000000,0.2620000000,1012.1300000000,364.1233330000,2359,115.5366666667,479.6599996667,1.2700000000,609.1681995767,FIFO_latency_feasible_local_first
32,RegionF,Flat,400.3100000000,312.2400000000,0.2569000000,1059.8100000000,317.4146670000,2360,124.9453333333,442.3600003333,1.2700000000,561.7972004233,FIFO_latency_feasible_local_first
33,RegionF,Flat,400.5500000000,312.4300000000,0.2522000000,1089.7800000000,323.0200000000,2361,109.7700000000,432.7900000000,1.2700000000,549.6433000000,FIFO_latency_feasible_local_first
34,RegionF,Flat,400.8000000000,312.6200000000,0.2481000000,1100.0000000000,322.9966670000,2362,95.4733333333,418.4700003333,1.2700000000,531.4569004233,FIFO_latency_feasible_local_first
35,RegionF,Flat,401.0500000000,312.8200000000,0.2451000000,1089.7800000000,301.3860000000,2363,77.2240000000,378.6100000000,1.2700000000,480.8347000000,FIFO_latency_feasible_local_first
36,RegionF,Flat,401.2900000000,313.0100000000,0.2433000000,1059.8100000000,317.5973330000,2364,49.4826666667,367.0799996667,1.2700000000,466.1915995767,FIFO_latency_feasible_local_first
37,RegionF,Flat,401.5200000000,313.1900000000,0.2428000000,1012.1300000000,307.1420000000,2365,30.9680000000,338.1100000000,1.2700000000,429.3997000000,FIFO_latency_feasible_local_first
38,RegionF,Flat,401.7600000000,313.3700000000,0.2438000000,950.0000000000,256.3193330000,2366,58.5616666667,314.8809996667,1.2700000000,399.8988695767,FIFO_latency_feasible_local_first
39,RegionF,Flat,401.9800000000,313.5400000000,0.2461000000,877.6500000000,186.4833330000,2367,87.8986666667,274.3819996667,1.2700000000,348.4651395767,FIFO_latency_feasible_local_first
40,RegionF,Flat,402.2100000000,313.7200000000,0.2497000000,800.0000000000,163.5473330000,2368,86.3426666667,249.8899996667,1.2700000000,317.3602995767,FIFO_latency_feasible_local_first
41,RegionF,Peak,583.5200000000,455.1500000000,0.2542000000,722.3500000000,135.3313330000,2369,119.3186666667,254.6499996667,1.2700000000,323.4054995767,FIFO_latency_feasible_local_first
42,RegionF,Peak,583.8300000000,455.3900000000,0.2595000000,650.0000000000,105.9966670000,2370,97.5133333333,203.5100003333,1.2700000000,258.4577004233,FIFO_latency_feasible_local_first
43,RegionF,Peak,584.1400000000,455.6300000000,0.2651000000,587.8700000000,124.4300000000,2371,103.0400000000,227.4700000000,1.2700000000,288.8869000000,FIFO_latency_feasible_local_first
44,RegionF,Peak,584.4300000000,455.8600000000,0.2707000000,540.1900000000,120.6690000000,2372,116.8510000000,237.5200000000,1.2700000000,301.6504000000,FIFO_latency_feasible_local_first
45,RegionF,Peak,584.7200000000,456.0800000000,0.2759000000,510.2200000000,138.8206670000,2373,110.8093333333,249.6300003333,1.2700000000,317.0301004233,FIFO_latency_feasible_local_first
46,RegionF,Flat,363.1000000000,283.2200000000,0.2804000000,500.0000000000,183.2280000000,2374,104.1620000000,287.3900000000,1.2700000000,364.9853000000,FIFO_latency_feasible_local_first
47,RegionF,Flat,363.2700000000,283.3500000000,0.2839000000,510.2200000000,276.7060000000,2375,47.9440000000,324.6500000000,1.2700000000,412.3055000000,FIFO_latency_feasible_local_first
48,RegionF,Valley,262.4800000000,204.7300000000,0.2862000000,540.1900000000,294.0393330000,2376,44.6306666667,338.6699996667,1.2700000000,430.1108995767,FIFO_latency_feasible_local_first
49,RegionF,Valley,262.5900000000,204.8200000000,0.2871000000,587.8700000000,289.8880000000,2377,82.6520000000,372.5400000000,1.2700000000,473.1258000000,FIFO_latency_feasible_local_first
50,RegionF,Valley,262.7000000000,204.9100000000,0.2865000000,650.0000000000,288.2513330000,2378,121.2886666667,409.5399996667,1.2700000000,520.1157995767,FIFO_latency_feasible_local_first
51,RegionF,Valley,262.8000000000,204.9800000000,0.2846000000,722.3500000000,297.4213330000,2379,127.8786666667,425.2999996667,1.2700000000,540.1309995767,FIFO_latency_feasible_local_first
52,RegionF,Valley,262.9000000000,205.0600000000,0.2815000000,800.0000000000,273.6483330000,2380,145.0216666667,418.6699996667,1.2700000000,531.7108995767,FIFO_latency_feasible_local_first
53,RegionF,Valley,263.0000000000,205.1400000000,0.2773000000,877.6500000000,299.5753330000,2381,126.6213333333,426.1966663333,1.2700000000,541.2697662433,FIFO_latency_feasible_local_first
54,RegionF,Valley,263.0900000000,205.2100000000,0.2724000000,950.0000000000,360.6133330000,2382,130.6866666667,491.2999996667,1.2700000000,623.9509995767,FIFO_latency_feasible_local_first
55,RegionF,Flat,404.8800000000,315.8100000000,0.2671000000,1012.1300000000,399.1546670000,2383,85.0006666667,484.1553336667,1.2700000000,614.8772737567,FIFO_latency_feasible_local_first
56,RegionF,Flat,405.0000000000,315.9000000000,0.2619000000,1059.8100000000,389.6460000000,2384,73.9520000000,463.5980000000,1.2700000000,588.7694600000,FIFO_latency_feasible_local_first
57,RegionF,Flat,405.1100000000,315.9900000000,0.2570000000,1089.7800000000,323.4240000000,2385,105.5360000000,428.9600000000,1.2700000000,544.7792000000,FIFO_latency_feasible_local_first
58,RegionF,Flat,405.2200000000,316.0700000000,0.2527000000,1100.0000000000,289.3960000000,2386,119.9840000000,409.3800000000,1.2700000000,519.9126000000,FIFO_latency_feasible_local_first
59,RegionF,Flat,405.3200000000,316.1500000000,0.2495000000,1089.7800000000,268.3866670000,2387,130.2133333333,398.6000003333,1.2700000000,506.2220004233,FIFO_latency_feasible_local_first
60,RegionF,Flat,405.4100000000,316.2200000000,0.2475000000,1059.8100000000,183.5400000000,2388,131.7600000000,315.3000000000,1.2700000000,400.4310000000,FIFO_latency_feasible_local_first
61,RegionF,Flat,405.4900000000,316.2800000000,0.2469000000,1012.1300000000,249.6686670000,2389,108.1613333333,357.8300003333,1.2700000000,454.4441004233,FIFO_latency_feasible_local_first
62,RegionF,Flat,405.5700000000,316.3400000000,0.2476000000,950.0000000000,207.5270000000,2390,103.2760000000,310.8030000000,1.2700000000,394.7198100000,FIFO_latency_feasible_local_first
63,RegionF,Flat,405.6300000000,316.3900000000,0.2497000000,877.6500000000,176.3513330000,2391,110.1016666667,286.4529996667,1.2700000000,363.7953095767,FIFO_latency_feasible_local_first
64,RegionF,Flat,405.6900000000,316.4400000000,0.2531000000,800.0000000000,110.1306670000,2392,135.7193333333,245.8500003333,1.2700000000,312.2295004233,FIFO_latency_feasible_local_first
65,RegionF,Peak,588.3200000000,458.8900000000,0.2574000000,722.3500000000,114.7626670000,2393,113.0800000000,227.8426670000,1.2700000000,289.3601870900,FIFO_latency_feasible_local_first
66,RegionF,Peak,588.3800000000,458.9400000000,0.2624000000,650.0000000000,159.1500000000,2394,101.5973333333,260.7473333333,1.2700000000,331.1491133333,FIFO_latency_feasible_local_first
67,RegionF,Peak,588.4300000000,458.9800000000,0.2678000000,587.8700000000,165.8020000000,2395,97.0480000000,262.8500000000,1.2700000000,333.8195000000,FIFO_latency_feasible_local_first
68,RegionF,Peak,588.4600000000,459.0000000000,0.2732000000,540.1900000000,129.3800000000,2396,102.2200000000,231.6000000000,1.2700000000,294.1320000000,FIFO_latency_feasible_local_first
69,RegionF,Peak,588.4900000000,459.0200000000,0.2782000000,510.2200000000,166.1600000000,2397,105.4373333333,271.5973333333,1.2700000000,344.9286133333,FIFO_latency_feasible_local_first
70,RegionF,Flat,365.2700000000,284.9100000000,0.2824000000,500.0000000000,179.2900000000,2398,116.2126666667,295.5026666667,1.2700000000,375.2883866667,FIFO_latency_feasible_local_first
71,RegionF,Flat,365.2700000000,284.9100000000,0.2857000000,510.2200000000,216.3380000000,2399,123.9320000000,340.2700000000,1.2700000000,432.1429000000,FIFO_latency_feasible_local_first
