Hour,AbsoluteHour,SystemNetGridImport_MW,SystemGridPurchase_MW,SystemGridSell_MW,SystemFacilityLoad_MW,SystemAvailableRenewable_MW,SystemCurtailment_MW,Scenario,Method,ReportedPositivePeak_MW,PeakLinkSlack_MW
5,2333,-620.0000000000,0.0000000000,620.0000000000,3378.6550000000,5265.9000000000,1267.2450000000,high_carbon_empirical,baseline,0.0000000000,620.0000000000
6,2334,-620.0000000000,0.0000000000,620.0000000000,3374.1741986567,5700.0000000000,1705.8258013433,high_carbon_empirical,baseline,0.0000000000,620.0000000000
7,2335,-620.0000000000,0.0000000000,620.0000000000,3360.7710995667,6072.7800000000,2092.0089004333,high_carbon_empirical,baseline,0.0000000000,620.0000000000
8,2336,-620.0000000000,0.0000000000,620.0000000000,3293.0764013100,6358.8600000000,2445.7835986900,high_carbon_empirical,baseline,0.0000000000,620.0000000000
9,2337,-620.0000000000,0.0000000000,620.0000000000,3286.7751003833,6538.6800000000,2631.9048996167,high_carbon_empirical,baseline,0.0000000000,620.0000000000
10,2338,-620.0000000000,0.0000000000,620.0000000000,3169.7877995467,6600.0000000000,2810.2122004533,high_carbon_empirical,baseline,0.0000000000,620.0000000000
11,2339,-620.0000000000,0.0000000000,620.0000000000,2998.2723986400,6538.6800000000,2920.4076013600,high_carbon_empirical,baseline,0.0000000000,620.0000000000
12,2340,-620.0000000000,0.0000000000,620.0000000000,2802.2552004233,6358.8600000000,2936.6047995767,high_carbon_empirical,baseline,0.0000000000,620.0000000000
13,2341,-620.0000000000,0.0000000000,620.0000000000,2618.3991000067,6072.7800000000,2834.3808999933,high_carbon_empirical,baseline,0.0000000000,620.0000000000
14,2342,-620.0000000000,0.0000000000,620.0000000000,2474.8529409067,5700.0000000000,2605.1470590933,high_carbon_empirical,baseline,0.0000000000,620.0000000000
15,2343,-620.0000000000,0.0000000000,620.0000000000,2232.1382691433,5265.9000000000,2413.7617308567,high_carbon_empirical,baseline,0.0000000000,620.0000000000
16,2344,-620.0000000000,0.0000000000,620.0000000000,2000.8407395433,4800.0000000000,2179.1592604567,high_carbon_empirical,baseline,0.0000000000,620.0000000000
17,2345,-620.0000000000,0.0000000000,620.0000000000,1899.6946000000,4334.1000000000,1814.4054000000,high_carbon_empirical,baseline,0.0000000000,620.0000000000
18,2346,-620.0000000000,0.0000000000,620.0000000000,1824.4716995433,3900.0000000000,1455.5283004567,high_carbon_empirical,baseline,0.0000000000,620.0000000000
19,2347,-620.0000000000,0.0000000000,620.0000000000,1825.7550008800,3527.2200000000,1081.4649991200,high_carbon_empirical,baseline,0.0000000000,620.0000000000
20,2348,-620.0000000000,0.0000000000,620.0000000000,1877.9282995467,3241.1400000000,743.2117004533,high_carbon_empirical,baseline,0.0000000000,620.0000000000
21,2349,-554.5741995800,0.0000000000,554.5741995800,2102.6098004200,3061.3200000000,404.1360000000,high_carbon_empirical,baseline,0.0000000000,554.5741995800
22,2350,-390.5660000000,0.0000000000,390.5660000000,2218.6080995500,3000.0000000000,390.8259004500,high_carbon_empirical,baseline,0.0000000000,390.5660000000
23,2351,-346.9525004133,0.0000000000,346.9525004133,2559.0517991267,3061.3200000000,155.3157004600,high_carbon_empirical,baseline,0.0000000000,346.9525004133
24,2352,-335.5828666633,0.0000000000,335.5828666633,2643.8173328867,3241.1400000000,261.7398004500,high_carbon_empirical,baseline,0.0000000000,335.5828666633
25,2353,-308.6237004167,0.0000000000,308.6237004167,3037.7127991333,3527.2200000000,180.8835004500,high_carbon_empirical,baseline,0.0000000000,308.6237004167
26,2354,-364.1184333333,0.0000000000,364.1184333333,3198.1055675767,3900.0000000000,337.7759990900,high_carbon_empirical,baseline,0.0000000000,364.1184333333
27,2355,-521.9023995733,0.0000000000,521.9023995733,3257.3716008767,4334.1000000000,554.8259995500,high_carbon_empirical,baseline,0.0000000000,521.9023995733
28,2356,-620.0000000000,0.0000000000,620.0000000000,3279.1101003667,4800.0000000000,900.8898996333,high_carbon_empirical,baseline,0.0000000000,620.0000000000
29,2357,-620.0000000000,0.0000000000,620.0000000000,3350.7202004033,5265.9000000000,1295.1797995967,high_carbon_empirical,baseline,0.0000000000,620.0000000000
30,2358,-620.0000000000,0.0000000000,620.0000000000,3409.4607000367,5700.0000000000,1670.5392999633,high_carbon_empirical,baseline,0.0000000000,620.0000000000
31,2359,-620.0000000000,0.0000000000,620.0000000000,3401.9550004533,6072.7800000000,2050.8249995467,high_carbon_empirical,baseline,0.0000000000,620.0000000000
32,2360,-620.0000000000,0.0000000000,620.0000000000,3349.6025008500,6358.8600000000,2389.2574991500,high_carbon_empirical,baseline,0.0000000000,620.0000000000
33,2361,-620.0000000000,0.0000000000,620.0000000000,3260.7920991233,6538.6800000000,2657.8879008767,high_carbon_empirical,baseline,0.0000000000,620.0000000000
34,2362,-620.0000000000,0.0000000000,620.0000000000,3150.8007995133,6600.0000000000,2829.1992004867,high_carbon_empirical,baseline,0.0000000000,620.0000000000
35,2363,-620.0000000000,0.0000000000,620.0000000000,2996.6053995733,6538.6800000000,2922.0746004267,high_carbon_empirical,baseline,0.0000000000,620.0000000000
36,2364,-620.0000000000,0.0000000000,620.0000000000,2743.4568982400,6358.8600000000,2995.4031017600,high_carbon_empirical,baseline,0.0000000000,620.0000000000
37,2365,-620.0000000000,0.0000000000,620.0000000000,2616.1647841767,6072.7800000000,2836.6152158233,high_carbon_empirical,baseline,0.0000000000,620.0000000000
38,2366,-620.0000000000,0.0000000000,620.0000000000,2501.1031453667,5700.0000000000,2578.8968546333,high_carbon_empirical,baseline,0.0000000000,620.0000000000
39,2367,-620.0000000000,0.0000000000,620.0000000000,2247.4321595867,5265.9000000000,2398.4678404133,high_carbon_empirical,baseline,0.0000000000,620.0000000000
40,2368,-620.0000000000,0.0000000000,620.0000000000,1995.9023520200,4800.0000000000,2184.0976479800,high_carbon_empirical,baseline,0.0000000000,620.0000000000
41,2369,-620.0000000000,0.0000000000,620.0000000000,1931.3690671533,4334.1000000000,1782.7309328467,high_carbon_empirical,baseline,0.0000000000,620.0000000000
42,2370,-620.0000000000,0.0000000000,620.0000000000,1802.7240995467,3900.0000000000,1477.2759004533,high_carbon_empirical,baseline,0.0000000000,620.0000000000
43,2371,-620.0000000000,0.0000000000,620.0000000000,1845.9986004033,3527.2200000000,1061.2213995967,high_carbon_empirical,baseline,0.0000000000,620.0000000000
44,2372,-620.0000000000,0.0000000000,620.0000000000,1954.1666991233,3241.1400000000,666.9733008767,high_carbon_empirical,baseline,0.0000000000,620.0000000000
45,2373,-527.9939991600,0.0000000000,527.9939991600,2097.5406022000,3061.3200000000,435.7853986400,high_carbon_empirical,baseline,0.0000000000,527.9939991600
46,2374,-449.3562995833,0.0000000000,449.3562995833,2244.8689999667,3000.0000000000,305.7747004500,high_carbon_empirical,baseline,0.0000000000,449.3562995833
47,2375,-354.3648999900,0.0000000000,354.3648999900,2475.8074986500,3061.3200000000,231.1476013600,high_carbon_empirical,baseline,0.0000000000,354.3648999900
48,2376,-294.5922995800,0.0000000000,294.5922995800,2740.0172008600,3241.1400000000,206.5304995600,high_carbon_empirical,baseline,0.0000000000,294.5922995800
49,2377,-321.4464991567,0.0000000000,321.4464991567,2949.0698008433,3527.2200000000,256.7037000000,high_carbon_empirical,baseline,0.0000000000,321.4464991567
50,2378,-407.0573675167,0.0000000000,407.0573675167,3151.1436329433,3900.0000000000,341.7989995400,high_carbon_empirical,baseline,0.0000000000,407.0573675167
51,2379,-503.9206337567,0.0000000000,503.9206337567,3275.3533653333,4334.1000000000,554.8260009100,high_carbon_empirical,baseline,0.0000000000,503.9206337567
52,2380,-619.1125004167,0.0000000000,619.1125004167,3318.4735995867,4800.0000000000,862.4138999967,high_carbon_empirical,baseline,0.0000000000,619.1125004167
53,2381,-620.0000000000,0.0000000000,620.0000000000,3318.8803675600,5265.9000000000,1327.0196324400,high_carbon_empirical,baseline,0.0000000000,620.0000000000
54,2382,-620.0000000000,0.0000000000,620.0000000000,3394.6136999933,5700.0000000000,1685.3863000067,high_carbon_empirical,baseline,0.0000000000,620.0000000000
55,2383,-620.0000000000,0.0000000000,620.0000000000,3394.4927741967,6072.7800000000,2058.2872258033,high_carbon_empirical,baseline,0.0000000000,620.0000000000
56,2384,-620.0000000000,0.0000000000,620.0000000000,3398.5055604367,6358.8600000000,2340.3544395633,high_carbon_empirical,baseline,0.0000000000,620.0000000000
57,2385,-620.0000000000,0.0000000000,620.0000000000,3233.8270991000,6538.6800000000,2684.8529009000,high_carbon_empirical,baseline,0.0000000000,620.0000000000
58,2386,-620.0000000000,0.0000000000,620.0000000000,3177.6319990900,6600.0000000000,2802.3680009100,high_carbon_empirical,baseline,0.0000000000,620.0000000000
59,2387,-620.0000000000,0.0000000000,620.0000000000,2976.7064999867,6538.6800000000,2941.9735000133,high_carbon_empirical,baseline,0.0000000000,620.0000000000
60,2388,-620.0000000000,0.0000000000,620.0000000000,2708.1993004600,6358.8600000000,3030.6606995400,high_carbon_empirical,baseline,0.0000000000,620.0000000000
61,2389,-620.0000000000,0.0000000000,620.0000000000,2685.3857895800,6072.7800000000,2767.3942104200,high_carbon_empirical,baseline,0.0000000000,620.0000000000
62,2390,-620.0000000000,0.0000000000,620.0000000000,2442.0210204367,5700.0000000000,2637.9789795633,high_carbon_empirical,baseline,0.0000000000,620.0000000000
63,2391,-620.0000000000,0.0000000000,620.0000000000,2241.6164004433,5265.9000000000,2404.2835995567,high_carbon_empirical,baseline,0.0000000000,620.0000000000
64,2392,-620.0000000000,0.0000000000,620.0000000000,2027.2370504433,4800.0000000000,2152.7629495567,high_carbon_empirical,baseline,0.0000000000,620.0000000000
65,2393,-620.0000000000,0.0000000000,620.0000000000,1754.3553853467,4334.1000000000,1959.7446146533,high_carbon_empirical,baseline,0.0000000000,620.0000000000
66,2394,-620.0000000000,0.0000000000,620.0000000000,1887.2273146267,3900.0000000000,1392.7726853733,high_carbon_empirical,baseline,0.0000000000,620.0000000000
67,2395,-620.0000000000,0.0000000000,620.0000000000,1876.5157328733,3527.2200000000,1030.7042671267,high_carbon_empirical,baseline,0.0000000000,620.0000000000
68,2396,-609.2908329167,0.0000000000,609.2908329167,1904.9904666467,3241.1400000000,726.8587004367,high_carbon_empirical,baseline,0.0000000000,609.2908329167
69,2397,-508.5138866667,0.0000000000,508.5138866667,2104.5412142667,3061.3200000000,448.2648990667,high_carbon_empirical,baseline,0.0000000000,508.5138866667
70,2398,-375.3210133233,0.0000000000,375.3210133233,2337.0542875867,3000.0000000000,287.6246990900,high_carbon_empirical,baseline,0.0000000000,375.3210133233
71,2399,-296.9710999900,0.0000000000,296.9710999900,2537.3719000200,3061.3200000000,226.9769999900,high_carbon_empirical,baseline,0.0000000000,296.9710999900
0,2328,-357.7977695833,0.0000000000,357.7977695833,2302.3980608567,2754.9690000000,101.5218700100,renewable_low_empirical,candidate,0.0000000000,357.7977695833
1,2329,-237.9504800000,0.0000000000,237.9504800000,2704.8149495500,2998.1370000000,71.3683466900,renewable_low_empirical,candidate,0.0000000000,237.9504800000
2,2330,-266.6330970900,0.0000000000,266.6330970900,2965.2963462533,3315.0000000000,146.8410004500,renewable_low_empirical,candidate,0.0000000000,266.6330970900
3,2331,-395.6170233333,0.0000000000,395.6170233333,3121.6184515900,3683.9850000000,333.7766146600,renewable_low_empirical,candidate,0.0000000000,395.6170233333
4,2332,-400.0000000000,0.0000000000,400.0000000000,3266.3363467333,4080.0000000000,524.1015528500,renewable_low_empirical,candidate,0.0000000000,400.0000000000
5,2333,-513.5976773142,0.0000000000,513.5976773142,3323.0172266667,4476.0150000000,724.2657000000,renewable_low_empirical,candidate,0.0000000000,513.5976773142
6,2334,-620.0000000000,0.0000000000,620.0000000000,3315.8861019900,4845.0000000000,973.9255650933,renewable_low_empirical,candidate,0.0000000000,620.0000000000
7,2335,-620.0000000000,0.0000000000,620.0000000000,3322.5123529000,5161.8630000000,1240.5834808500,renewable_low_empirical,candidate,0.0000000000,620.0000000000
8,2336,-620.0000000000,0.0000000000,620.0000000000,3270.7540913100,5405.0310000000,1479.9078657961,renewable_low_empirical,candidate,0.0000000000,620.0000000000
9,2337,-620.0000000000,0.0000000000,620.0000000000,3251.6388470500,5557.8780000000,1509.1669698893,renewable_low_empirical,candidate,0.0000000000,620.0000000000
10,2338,-620.0000000000,0.0000000000,620.0000000000,3142.7827062133,5610.0000000000,1503.4914604533,renewable_low_empirical,candidate,0.0000000000,620.0000000000
11,2339,-620.0000000000,0.0000000000,620.0000000000,2971.0183586400,5557.8780000000,1846.0883080267,renewable_low_empirical,candidate,0.0000000000,620.0000000000
12,2340,-620.0000000000,0.0000000000,620.0000000000,2794.3882404233,5405.0310000000,1814.2459262433,renewable_low_empirical,candidate,0.0000000000,620.0000000000
13,2341,-620.0000000000,0.0000000000,620.0000000000,2658.3066800067,5161.8630000000,1749.1845695767,renewable_low_empirical,candidate,0.0000000000,620.0000000000
14,2342,-620.0000000000,0.0000000000,620.0000000000,2558.7165742400,4845.0000000000,1587.2380090933,renewable_low_empirical,candidate,0.0000000000,620.0000000000
15,2343,-620.0000000000,0.0000000000,620.0000000000,2274.3146124767,4476.0150000000,1391.4859004400,renewable_low_empirical,candidate,0.0000000000,620.0000000000
16,2344,-620.0000000000,0.0000000000,620.0000000000,1992.3273395433,4080.0000000000,1308.0095267000,renewable_low_empirical,candidate,0.0000000000,620.0000000000
17,2345,-620.0000000000,0.0000000000,620.0000000000,1798.1384000000,3683.9850000000,969.1571806299,renewable_low_empirical,candidate,0.0000000000,620.0000000000
18,2346,-620.0000000000,0.0000000000,620.0000000000,1703.3972128767,3315.0000000000,1103.6965375400,renewable_low_empirical,candidate,0.0000000000,620.0000000000
19,2347,-620.0000000000,0.0000000000,620.0000000000,1707.8413808800,2998.1370000000,773.4644528700,renewable_low_empirical,candidate,0.0000000000,620.0000000000
20,2348,-620.0000000000,0.0000000000,620.0000000000,1721.4209528800,2754.9690000000,434.1240471200,renewable_low_empirical,candidate,0.0000000000,620.0000000000
21,2349,-620.0000000000,0.0000000000,620.0000000000,1903.8677870867,2602.1220000000,225.3420000000,renewable_low_empirical,candidate,0.0000000000,620.0000000000
22,2350,-513.4716666667,0.0000000000,513.4716666667,2077.5737128833,2550.0000000000,198.8457804500,renewable_low_empirical,candidate,0.0000000000,513.4716666667
23,2351,-576.6031120933,8.3487995400,584.9519116333,2495.5148257933,2602.1220000000,11.0399457900,renewable_low_empirical,candidate,0.0000000000,576.6031120933
24,2352,-180.0000000000,0.0000000000,180.0000000000,2632.7812595533,2754.9690000000,3.8060004500,renewable_low_empirical,candidate,0.0000000000,180.0000000000
25,2353,-180.0000000000,0.0000000000,180.0000000000,3038.8786458000,2998.1370000000,0.0000000000,renewable_low_empirical,candidate,0.0000000000,180.0000000000
26,2354,-180.0000000000,0.0000000000,180.0000000000,3336.3906475767,3315.0000000000,40.5381990900,renewable_low_empirical,candidate,0.0000000000,180.0000000000
27,2355,-180.7830800000,0.0000000000,180.7830800000,3432.4594375433,3683.9850000000,204.9169495500,renewable_low_empirical,candidate,0.0000000000,180.7830800000
28,2356,-295.7075782006,0.0000000000,295.7075782006,3473.3926203667,4080.0000000000,410.4714009000,renewable_low_empirical,candidate,0.0000000000,295.7075782006
29,2357,-379.0567329167,0.0000000000,379.0567329167,3571.6647804033,4476.0150000000,593.1184004400,renewable_low_empirical,candidate,0.0000000000,379.0567329167
30,2358,-492.3765121100,0.0000000000,492.3765121100,3539.4488800367,4845.0000000000,823.2028991233,renewable_low_empirical,candidate,0.0000000000,492.3765121100
31,2359,-620.0000000000,0.0000000000,620.0000000000,3349.0057337867,5161.8630000000,1197.0534328800,renewable_low_empirical,candidate,0.0000000000,620.0000000000
32,2360,-620.0000000000,0.0000000000,620.0000000000,3227.1888708500,5405.0310000000,1470.3590458167,renewable_low_empirical,candidate,0.0000000000,620.0000000000
33,2361,-620.0000000000,0.0000000000,620.0000000000,3165.8994757900,5557.8780000000,1621.5192742100,renewable_low_empirical,candidate,0.0000000000,620.0000000000
34,2362,-620.0000000000,0.0000000000,620.0000000000,3089.0116928467,5610.0000000000,1435.1259316060,renewable_low_empirical,candidate,0.0000000000,620.0000000000
35,2363,-620.0000000000,0.0000000000,620.0000000000,2977.3029929067,5557.8780000000,1797.5244037600,renewable_low_empirical,candidate,0.0000000000,620.0000000000
36,2364,-620.0000000000,0.0000000000,620.0000000000,2854.5274549067,5405.0310000000,1743.1900450933,renewable_low_empirical,candidate,0.0000000000,620.0000000000
37,2365,-620.0000000000,0.0000000000,620.0000000000,2775.2537041767,5161.8630000000,1521.4656628446,renewable_low_empirical,candidate,0.0000000000,620.0000000000
38,2366,-620.0000000000,0.0000000000,620.0000000000,2666.0847087000,4845.0000000000,1410.8344704600,renewable_low_empirical,candidate,0.0000000000,620.0000000000
39,2367,-620.0000000000,0.0000000000,620.0000000000,2341.3201729200,4476.0150000000,1396.5104933233,renewable_low_empirical,candidate,0.0000000000,620.0000000000
40,2368,-620.0000000000,0.0000000000,620.0000000000,1951.8718053533,4080.0000000000,1056.1907342233,renewable_low_empirical,candidate,0.0000000000,620.0000000000
41,2369,-620.0000000000,0.0000000000,620.0000000000,1796.4496438200,3683.9850000000,1180.2111057567,renewable_low_empirical,candidate,0.0000000000,620.0000000000
42,2370,-620.0000000000,0.0000000000,620.0000000000,1613.9036162133,3315.0000000000,716.7324671521,renewable_low_empirical,candidate,0.0000000000,620.0000000000
43,2371,-620.0000000000,0.0000000000,620.0000000000,1609.6107770700,2998.1370000000,741.3979137394,renewable_low_empirical,candidate,0.0000000000,620.0000000000
44,2372,-620.0000000000,0.0000000000,620.0000000000,1743.7909957900,2754.9690000000,502.5390042100,renewable_low_empirical,candidate,0.0000000000,620.0000000000
45,2373,-620.0000000000,0.0000000000,620.0000000000,1927.2675555333,2602.1220000000,279.2882386400,renewable_low_empirical,candidate,0.0000000000,620.0000000000
46,2374,-495.5452479167,0.0000000000,495.5452479167,2250.2297366333,2550.0000000000,91.2041804500,renewable_low_empirical,candidate,0.0000000000,495.5452479167
47,2375,-553.2152737500,0.0000000000,553.2152737500,2594.0784586500,2602.1220000000,42.3062009000,renewable_low_empirical,candidate,0.0000000000,553.2152737500
48,2376,-167.0785004600,12.9214995400,180.0000000000,2929.6210808600,2754.9690000000,39.3519995500,renewable_low_empirical,candidate,0.0000000000,167.0785004600
49,2377,-180.0000000000,0.0000000000,180.0000000000,3039.1923341767,2998.1370000000,2.8984995500,renewable_low_empirical,candidate,0.0000000000,180.0000000000
50,2378,-223.6688674332,0.0000000000,223.6688674332,3124.0239196100,3315.0000000000,36.9745000000,renewable_low_empirical,candidate,0.0000000000,223.6688674332
51,2379,-307.2591637567,0.0000000000,307.2591637567,3270.6079953333,3683.9850000000,211.2909009100,renewable_low_empirical,candidate,0.0000000000,307.2591637567
52,2380,-431.5362983533,0.0000000000,431.5362983533,3333.0487995867,4080.0000000000,434.3328000000,renewable_low_empirical,candidate,0.0000000000,431.5362983533
53,2381,-525.8824995833,0.0000000000,525.8824995833,3296.5539142267,4476.0150000000,672.7828524333,renewable_low_empirical,candidate,0.0000000000,525.8824995833
54,2382,-526.9074995833,0.0000000000,526.9074995833,3366.7540466600,4845.0000000000,985.8082533333,renewable_low_empirical,candidate,0.0000000000,526.9074995833
55,2383,-620.0000000000,0.0000000000,620.0000000000,3337.2007008633,5161.8630000000,1221.0678569674,renewable_low_empirical,candidate,0.0000000000,620.0000000000
56,2384,-620.0000000000,0.0000000000,620.0000000000,3358.8145171033,5405.0310000000,1426.2164828967,renewable_low_empirical,candidate,0.0000000000,620.0000000000
57,2385,-620.0000000000,0.0000000000,620.0000000000,3221.8834457667,5557.8780000000,1715.9945542333,renewable_low_empirical,candidate,0.0000000000,620.0000000000
58,2386,-620.0000000000,0.0000000000,620.0000000000,3173.2452057567,5610.0000000000,1816.7547942433,renewable_low_empirical,candidate,0.0000000000,620.0000000000
59,2387,-620.0000000000,0.0000000000,620.0000000000,2974.3109399867,5557.8780000000,1963.5670600133,renewable_low_empirical,candidate,0.0000000000,620.0000000000
60,2388,-620.0000000000,0.0000000000,620.0000000000,2815.6163537933,5405.0310000000,1812.7136462067,renewable_low_empirical,candidate,0.0000000000,620.0000000000
61,2389,-620.0000000000,0.0000000000,620.0000000000,2801.8864829133,5161.8630000000,1138.0235704267,renewable_low_empirical,candidate,0.0000000000,620.0000000000
62,2390,-620.0000000000,0.0000000000,620.0000000000,2496.8112537700,4845.0000000000,1361.5093062300,renewable_low_empirical,candidate,0.0000000000,620.0000000000
63,2391,-620.0000000000,0.0000000000,620.0000000000,2193.8643771100,4476.0150000000,1414.8355603213,renewable_low_empirical,candidate,0.0000000000,620.0000000000
64,2392,-620.0000000000,0.0000000000,620.0000000000,1853.6174904433,4080.0000000000,1162.7527087878,renewable_low_empirical,candidate,0.0000000000,620.0000000000
65,2393,-620.0000000000,0.0000000000,620.0000000000,1573.1089120133,3683.9850000000,1361.3091833439,renewable_low_empirical,candidate,0.0000000000,620.0000000000
66,2394,-620.0000000000,0.0000000000,620.0000000000,1673.1165946267,3315.0000000000,1021.8834053733,renewable_low_empirical,candidate,0.0000000000,620.0000000000
67,2395,-620.0000000000,0.0000000000,620.0000000000,1647.7481528733,2998.1370000000,654.9168408767,renewable_low_empirical,candidate,0.0000000000,620.0000000000
68,2396,-620.0000000000,0.0000000000,620.0000000000,1637.8644699800,2754.9690000000,502.4305304367,renewable_low_empirical,candidate,0.0000000000,620.0000000000
69,2397,-620.0000000000,0.0000000000,620.0000000000,1901.7515342667,2602.1220000000,213.3859705954,renewable_low_empirical,candidate,0.0000000000,620.0000000000
70,2398,-512.6516666667,0.0000000000,512.6516666667,2162.1710709200,2550.0000000000,116.0036495500,renewable_low_empirical,candidate,0.0000000000,512.6516666667
71,2399,-400.0000000000,0.0000000000,400.0000000000,2482.5053333533,2602.1220000000,54.6965004500,renewable_low_empirical,candidate,0.0000000000,400.0000000000
0,2328,-375.0982186833,20.0327509000,395.1309695833,2368.5048608567,2754.9690000000,11.3659204600,renewable_low_empirical,baseline,39.5757991333,414.6740178167
1,2329,-259.7917500000,11.6681099900,271.4598599900,2730.9647495500,2998.1370000000,7.3805004500,renewable_low_empirical,baseline,39.5757991333,299.3675491333
2,2330,-259.2608637567,0.0000000000,259.2608637567,2991.7159462533,3315.0000000000,64.0231899900,renewable_low_empirical,baseline,39.5757991333,298.8366628900
3,2331,-284.3596741767,0.0000000000,284.3596741767,3163.0086649233,3683.9850000000,236.6166609000,renewable_low_empirical,baseline,39.5757991333,323.9354733100
4,2332,-311.0486341767,0.0000000000,311.0486341767,3337.6014667333,4080.0000000000,431.3498990900,renewable_low_empirical,baseline,39.5757991333,350.6244333100
5,2333,-470.5640000000,0.0000000000,470.5640000000,3378.6550000000,4476.0150000000,626.7960000000,renewable_low_empirical,baseline,39.5757991333,510.1397991333
6,2334,-609.0760004233,0.0000000000,609.0760004233,3374.1741986567,4845.0000000000,861.7498009200,renewable_low_empirical,baseline,39.5757991333,648.6517995567
7,2335,-620.0000000000,0.0000000000,620.0000000000,3360.7710995667,5161.8630000000,1181.0919004333,renewable_low_empirical,baseline,39.5757991333,659.5757991333
8,2336,-620.0000000000,0.0000000000,620.0000000000,3293.0764013100,5405.0310000000,1491.9545986900,renewable_low_empirical,baseline,39.5757991333,659.5757991333
9,2337,-620.0000000000,0.0000000000,620.0000000000,3286.7751003833,5557.8780000000,1651.1028996167,renewable_low_empirical,baseline,39.5757991333,659.5757991333
10,2338,-620.0000000000,0.0000000000,620.0000000000,3169.7877995467,5610.0000000000,1820.2122004533,renewable_low_empirical,baseline,39.5757991333,659.5757991333
11,2339,-620.0000000000,0.0000000000,620.0000000000,2998.2723986400,5557.8780000000,1939.6056013600,renewable_low_empirical,baseline,39.5757991333,659.5757991333
12,2340,-620.0000000000,0.0000000000,620.0000000000,2802.2552004233,5405.0310000000,1982.7757995767,renewable_low_empirical,baseline,39.5757991333,659.5757991333
13,2341,-620.0000000000,0.0000000000,620.0000000000,2618.3991000067,5161.8630000000,1923.4638999933,renewable_low_empirical,baseline,39.5757991333,659.5757991333
14,2342,-620.0000000000,0.0000000000,620.0000000000,2474.8529409067,4845.0000000000,1750.1470590933,renewable_low_empirical,baseline,39.5757991333,659.5757991333
15,2343,-620.0000000000,0.0000000000,620.0000000000,2232.1382691433,4476.0150000000,1623.8767308567,renewable_low_empirical,baseline,39.5757991333,659.5757991333
16,2344,-620.0000000000,0.0000000000,620.0000000000,2000.8407395433,4080.0000000000,1459.1592604567,renewable_low_empirical,baseline,39.5757991333,659.5757991333
17,2345,-620.0000000000,0.0000000000,620.0000000000,1899.6946000000,3683.9850000000,1164.2904000000,renewable_low_empirical,baseline,39.5757991333,659.5757991333
18,2346,-620.0000000000,0.0000000000,620.0000000000,1824.4716995433,3315.0000000000,870.5283004567,renewable_low_empirical,baseline,39.5757991333,659.5757991333
19,2347,-608.0644995833,0.0000000000,608.0644995833,1825.7550008800,2998.1370000000,564.3174995367,renewable_low_empirical,baseline,39.5757991333,647.6402987167
20,2348,-466.0044000033,0.0000000000,466.0044000033,1877.9282995467,2754.9690000000,411.0363004500,renewable_low_empirical,baseline,39.5757991333,505.5801991367
21,2349,-324.9751995800,0.0000000000,324.9751995800,2102.6098004200,2602.1220000000,174.5370000000,renewable_low_empirical,baseline,39.5757991333,364.5509987133
22,2350,-165.5660000000,0.0000000000,165.5660000000,2218.6080995500,2550.0000000000,165.8259004500,renewable_low_empirical,baseline,39.5757991333,205.1417991333
23,2351,-41.3832013233,75.9702990900,117.3535004133,2559.0517991267,2602.1220000000,1.6869995500,renewable_low_empirical,baseline,39.5757991333,80.9590004567
24,2352,-85.5033671133,8.1439991267,93.6473662400,2643.8173328867,2754.9690000000,25.6483000000,renewable_low_empirical,baseline,39.5757991333,125.0791662467
25,2353,39.5757991333,83.6579995500,44.0822004167,3037.7127991333,2998.1370000000,0.0000000000,renewable_low_empirical,baseline,39.5757991333,0.0000000000
26,2354,-71.6184333333,1.3416666667,72.9601000000,3198.1055675767,3315.0000000000,45.2759990900,renewable_low_empirical,baseline,39.5757991333,111.1942324667
27,2355,-196.8448995733,0.0000000000,196.8448995733,3257.3716008767,3683.9850000000,229.7684995500,renewable_low_empirical,baseline,39.5757991333,236.4206987067
28,2356,-365.5898987333,0.0000000000,365.5898987333,3279.1101003667,4080.0000000000,435.3000009000,renewable_low_empirical,baseline,39.5757991333,405.1656978667
29,2357,-507.0352991567,0.0000000000,507.0352991567,3350.7202004033,4476.0150000000,618.2595004400,renewable_low_empirical,baseline,39.5757991333,546.6110982900
30,2358,-604.9375004167,0.0000000000,604.9375004167,3409.4607000367,4845.0000000000,830.6017995467,renewable_low_empirical,baseline,39.5757991333,644.5132995500
31,2359,-620.0000000000,0.0000000000,620.0000000000,3401.9550004533,5161.8630000000,1139.9079995467,renewable_low_empirical,baseline,39.5757991333,659.5757991333
32,2360,-620.0000000000,0.0000000000,620.0000000000,3349.6025008500,5405.0310000000,1435.4284991500,renewable_low_empirical,baseline,39.5757991333,659.5757991333
33,2361,-620.0000000000,0.0000000000,620.0000000000,3260.7920991233,5557.8780000000,1677.0859008767,renewable_low_empirical,baseline,39.5757991333,659.5757991333
34,2362,-620.0000000000,0.0000000000,620.0000000000,3150.8007995133,5610.0000000000,1839.1992004867,renewable_low_empirical,baseline,39.5757991333,659.5757991333
35,2363,-620.0000000000,0.0000000000,620.0000000000,2996.6053995733,5557.8780000000,1941.2726004267,renewable_low_empirical,baseline,39.5757991333,659.5757991333
36,2364,-620.0000000000,0.0000000000,620.0000000000,2743.4568982400,5405.0310000000,2041.5741017600,renewable_low_empirical,baseline,39.5757991333,659.5757991333
