Hour,Region,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,Total_Load_MW,AvailableRenewable_MW,ChargePower_MW,DischargePower_MW,SOC_MWh,RenewableToLoad_MW,RenewableCharge_MW,GridCharge_MW,GridLoadPurchase_MW,GridPurchase_MW,GridSell_MW,Curtailment_MW,NetGridImport_MW,GridEnergyForCost_MW,ChargeMode,GridImportMode,Scenario,CoordinationIteration
6,RegionC,437.1900000000,0.0000000000,0.5651000000,536.5440000000,950.0000000000,0.0000000000,85.0000000000,162.0106733843,451.5440000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,498.4560000000,0.0000000000,0.0000000000,0,1,high_carbon_price,5
7,RegionC,673.0300000000,0.0000000000,0.5543000000,536.5439995400,1012.1300000000,85.0000000000,0.0000000000,241.0606733843,536.5439995400,85.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,390.5860004600,0.0000000000,0.0000000000,1,1,high_carbon_price,5
8,RegionC,673.4500000000,0.0000000000,0.5435000000,536.5440004600,1059.8100000000,0.0000000000,85.0000000000,148.6693690365,451.5440004600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,608.2659995400,0.0000000000,0.0000000000,0,1,high_carbon_price,5
9,RegionC,673.8700000000,0.0000000000,0.5334000000,536.5440004600,1089.7800000000,85.0000000000,0.0000000000,227.7193690365,536.5440004600,85.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,468.2359995400,0.0000000000,0.0000000000,1,1,high_carbon_price,5
10,RegionC,674.2900000000,0.0000000000,0.5249000000,536.5440004600,1100.0000000000,0.0000000000,85.0000000000,135.3280646887,451.5440004600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,648.4559995400,0.0000000000,0.0000000000,0,1,high_carbon_price,5
11,RegionC,674.6900000000,0.0000000000,0.5185000000,527.8500000000,1089.7800000000,85.0000000000,0.0000000000,214.3780646887,527.8500000000,85.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,476.9300000000,0.0000000000,0.0000000000,1,1,high_carbon_price,5
12,RegionC,675.1000000000,0.0000000000,0.5147000000,474.4163995400,1059.8100000000,0.0000000000,85.0000000000,121.9867603408,389.4163995400,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,670.3936004600,0.0000000000,0.0000000000,0,1,high_carbon_price,5
13,RegionC,675.4900000000,0.0000000000,0.5137000000,464.8116004600,1012.1300000000,85.0000000000,-0.0000000000,201.0367603408,464.8116004600,85.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,462.3183995400,0.0000000000,0.0000000000,1,1,high_carbon_price,5
14,RegionC,675.8800000000,0.0000000000,0.5157000000,429.9031200000,950.0000000000,0.0000000000,85.0000000000,108.6454559930,344.9031200000,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,605.0968800000,0.0000000000,0.0000000000,0,1,high_carbon_price,5
15,RegionC,676.2700000000,0.0000000000,0.5207000000,386.5642204600,877.6500000000,85.0000000000,0.0000000000,187.6954559930,386.5642204600,85.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,406.0857795400,0.0000000000,0.0000000000,1,1,high_carbon_price,5
16,RegionC,676.6400000000,0.0000000000,0.5282000000,342.1309804600,800.0000000000,85.0000000000,-0.0000000000,266.7454559930,342.1309804600,85.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,372.8690195400,0.0000000000,0.0000000000,1,1,high_carbon_price,5
17,RegionC,981.6700000000,0.0000000000,0.5378000000,368.8050000000,722.3500000000,0.0000000000,85.0000000000,174.3541516452,283.8050000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,438.5450000000,0.0000000000,0.0000000000,0,1,high_carbon_price,5
18,RegionC,982.1900000000,0.0000000000,0.5489000000,293.0016000000,650.0000000000,0.0000000000,85.0000000000,81.9628472974,208.0016000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,441.9984000000,0.0000000000,0.0000000000,0,1,high_carbon_price,5
19,RegionC,982.7000000000,0.0000000000,0.5608000000,312.7908000000,587.8700000000,85.0000000000,0.0000000000,161.0128472974,312.7908000000,85.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,190.0792000000,0.0000000000,0.0000000000,1,1,high_carbon_price,5
20,RegionC,983.1900000000,0.0000000000,0.5726000000,349.6919995400,540.1900000000,0.0000000000,85.0000000000,68.6215429495,264.6919995400,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,275.4980004600,0.0000000000,0.0000000000,0,1,high_carbon_price,5
21,RegionC,983.6700000000,0.0000000000,0.5837000000,364.5959995400,510.2200000000,85.0000000000,-0.0000000000,147.6715429495,364.5959995400,85.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,60.6240004600,0.0000000000,0.0000000000,1,1,high_carbon_price,5
22,RegionC,610.8500000000,0.0000000000,0.5932000000,400.5174004600,500.0000000000,85.0000000000,0.0000000000,226.7215429495,400.5174004600,85.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,14.4825995400,0.0000000000,0.0000000000,1,1,high_carbon_price,5
23,RegionC,611.1300000000,0.0000000000,0.6006000000,455.6622004600,510.2200000000,0.0000000000,84.3838195136,135.0000000000,371.2783809464,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,138.9416190536,0.0000000000,0.0000000000,0,1,high_carbon_price,5
0,RegionD,279.5000000000,218.0100000000,0.4525000000,443.3408000000,540.1900000000,0.0000000000,83.1508000000,315.5905376344,360.1900000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0.0000000000,0,0,high_carbon_price,5
1,RegionD,279.6800000000,218.1500000000,0.4541000000,465.3568000000,587.8700000000,0.0000000000,153.5911995733,150.4387101362,311.7656004267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,96.1043995733,-180.0000000000,0.0000000000,0,0,high_carbon_price,5
2,RegionD,279.8600000000,218.2900000000,0.4534000000,526.2080004267,650.0000000000,0.0000000000,56.2080004267,90.0000000000,470.0000000000,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0.0000000000,0,0,high_carbon_price,5
3,RegionD,280.0500000000,218.4400000000,0.4505000000,523.9167995733,722.3500000000,18.4332004267,0.0000000000,107.3272084011,523.9167995733,18.4332004267,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0.0000000000,1,0,high_carbon_price,5
4,RegionD,280.2300000000,218.5800000000,0.4456000000,588.2112004267,800.0000000000,31.7887995733,0.0000000000,137.2086800000,588.2112004267,31.7887995733,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0.0000000000,1,0,high_carbon_price,5
5,RegionD,280.4100000000,218.7200000000,0.4391000000,589.3631995733,877.6500000000,108.2868004267,0.0000000000,238.9982724011,589.3631995733,108.2868004267,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0.0000000000,1,0,high_carbon_price,5
6,RegionD,280.5900000000,218.8600000000,0.4315000000,587.3408000000,950.0000000000,182.6592000000,0.0000000000,410.6979204011,587.3408000000,182.6592000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0.0000000000,1,0,high_carbon_price,5
7,RegionD,431.9500000000,336.9200000000,0.4233000000,607.4111995733,1012.1300000000,224.7188004267,-0.0000000000,621.9335928022,607.4111995733,224.7188004267,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0.0000000000,1,0,high_carbon_price,5
8,RegionD,432.2200000000,337.1300000000,0.4150000000,580.3135995733,1059.8100000000,260.0000000000,0.0000000000,866.3335928022,580.3135995733,260.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,39.4964004267,-180.0000000000,0.0000000000,1,0,high_carbon_price,5
9,RegionD,432.4800000000,337.3300000000,0.4074000000,548.3391995733,1089.7800000000,0.0000000000,260.0000000000,586.7637003289,288.3391995733,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,621.4408004267,-180.0000000000,0.0000000000,0,0,high_carbon_price,5
10,RegionD,432.7500000000,337.5500000000,0.4008000000,541.8367995733,1100.0000000000,260.0000000000,0.0000000000,831.1637003289,541.8367995733,260.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,118.1632004267,-180.0000000000,0.0000000000,1,0,high_carbon_price,5
11,RegionD,433.0100000000,337.7500000000,0.3959000000,488.7296000000,1089.7800000000,0.0000000000,260.0000000000,551.5938078558,228.7296000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,681.0504000000,-180.0000000000,0.0000000000,0,0,high_carbon_price,5
12,RegionD,433.2700000000,337.9500000000,0.3930000000,452.1600000000,1059.8100000000,260.0000000000,0.0000000000,795.9938078558,452.1600000000,260.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,167.6500000000,-180.0000000000,0.0000000000,1,0,high_carbon_price,5
13,RegionD,433.5300000000,338.1500000000,0.3923000000,453.5424000000,1012.1300000000,0.0000000000,260.0000000000,516.4239153827,193.5424000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,638.5876000000,-180.0000000000,0.0000000000,0,0,high_carbon_price,5
14,RegionD,433.7800000000,338.3500000000,0.3938000000,390.1311995733,950.0000000000,260.0000000000,0.0000000000,760.8239153827,390.1311995733,260.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,119.8688004267,-180.0000000000,0.0000000000,1,0,high_carbon_price,5
15,RegionD,434.0200000000,338.5400000000,0.3976000000,388.6515195733,877.6500000000,0.0000000000,209.9611208798,535.0592692753,178.6903986935,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,518.9596013065,-180.0000000000,0.0000000000,0,0,high_carbon_price,5
16,RegionD,434.2600000000,338.7200000000,0.4033000000,334.7840000000,800.0000000000,260.0000000000,0.0000000000,779.4592692753,334.7840000000,260.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,25.2160000000,-180.0000000000,0.0000000000,1,0,high_carbon_price,5
17,RegionD,630.0200000000,491.4200000000,0.4107000000,308.6719995733,722.3500000000,0.0000000000,260.0000000000,499.8893768022,48.6719995733,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,493.6780004267,-180.0000000000,0.0000000000,0,0,high_carbon_price,5
18,RegionD,630.3600000000,491.6800000000,0.4192000000,262.9248000000,650.0000000000,207.0752000000,0.0000000000,694.5400648022,262.9248000000,207.0752000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,-0.0000000000,-180.0000000000,0.0000000000,1,0,high_carbon_price,5
19,RegionD,630.6900000000,491.9400000000,0.4282000000,293.0944004267,587.8700000000,114.7755995733,0.0000000000,802.4291284011,293.0944004267,114.7755995733,0.0000000000,0.0000000000,0.0000000000,180.0000000000,-0.0000000000,-180.0000000000,0.0000000000,1,0,high_carbon_price,5
20,RegionD,631.0000000000,492.1800000000,0.4373000000,279.1168004267,540.1900000000,81.0731995733,-0.0000000000,878.6379360000,279.1168004267,81.0731995733,0.0000000000,0.0000000000,0.0000000000,180.0000000000,-0.0000000000,-180.0000000000,0.0000000000,1,0,high_carbon_price,5
21,RegionD,631.3100000000,492.4200000000,0.4457000000,307.4944000000,510.2200000000,22.7256000000,-0.0000000000,900.0000000000,307.4944000000,22.7256000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0.0000000000,1,0,high_carbon_price,5
22,RegionD,392.0400000000,305.7900000000,0.4530000000,349.8240004267,500.0000000000,0.0000000000,200.3500000000,684.5698924731,149.4740004267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,170.5259995733,-180.0000000000,0.0000000000,0,0,high_carbon_price,5
23,RegionD,392.2200000000,305.9300000000,0.4586000000,412.6464004267,510.2200000000,0.0000000000,260.0000000000,405.0000000000,152.6464004267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,177.5735995733,-180.0000000000,0.0000000000,0,0,high_carbon_price,5
0,RegionE,247.0000000000,192.6600000000,0.2370000000,448.4125000000,540.1900000000,0.0000000000,22.4225004167,345.8897844982,425.9899995833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,114.2000004167,0.0000000000,-114.2000004167,0.0000000000,0,0,high_carbon_price,5
1,RegionE,247.1600000000,192.7800000000,0.2378000000,497.2374995833,587.8700000000,0.0000000000,129.3674995833,206.7849462366,367.8700000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,0,0,high_carbon_price,5
2,RegionE,247.3200000000,192.9100000000,0.2375000000,503.4000000000,650.0000000000,0.0000000000,73.4000000000,127.8602150538,430.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,0,0,high_carbon_price,5
3,RegionE,247.4800000000,193.0300000000,0.2360000000,545.0000000000,722.3500000000,0.0000000000,42.6500000000,82.0000000000,502.3500000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,0,0,high_carbon_price,5
4,RegionE,247.6400000000,193.1600000000,0.2334000000,556.6874995833,800.0000000000,23.3125004167,0.0000000000,103.9137503917,556.6874995833,23.3125004167,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,high_carbon_price,5
5,RegionE,247.8000000000,193.2800000000,0.2300000000,570.3125000000,877.6500000000,87.3375000000,0.0000000000,186.0110003917,570.3125000000,87.3375000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,high_carbon_price,5
6,RegionE,247.9600000000,193.4100000000,0.2260000000,591.8875004167,950.0000000000,138.1124995833,-0.0000000000,315.8367500000,591.8875004167,138.1124995833,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,high_carbon_price,5
7,RegionE,381.7200000000,297.7400000000,0.2217000000,585.0250004167,1012.1300000000,0.0000000000,217.4681775000,82.0000000000,367.5568229167,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,424.5731770833,-220.0000000000,0.0000000000,0,0,high_carbon_price,5
8,RegionE,381.9600000000,297.9300000000,0.2174000000,549.1500004167,1059.8100000000,240.0000000000,0.0000000000,307.6000000000,549.1500004167,240.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,50.6599995833,-220.0000000000,0.0000000000,1,0,high_carbon_price,5
9,RegionE,382.2000000000,298.1200000000,0.2134000000,566.0125000000,1089.7800000000,240.0000000000,0.0000000000,533.2000000000,566.0125000000,240.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,63.7675000000,-220.0000000000,0.0000000000,1,0,high_carbon_price,5
10,RegionE,382.4300000000,298.3000000000,0.2100000000,533.0874995833,1100.0000000000,0.0000000000,240.0000000000,275.1354838710,293.0874995833,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,586.9125004167,-220.0000000000,0.0000000000,0,0,high_carbon_price,5
11,RegionE,382.6600000000,298.4700000000,0.2074000000,452.5875000000,1089.7800000000,0.0000000000,179.6160000000,82.0000000000,272.9715000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,596.8085000000,-220.0000000000,0.0000000000,0,0,high_carbon_price,5
12,RegionE,382.8900000000,298.6500000000,0.2059000000,443.6849995833,1059.8100000000,240.0000000000,0.0000000000,307.6000000000,443.6849995833,240.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,156.1250004167,-220.0000000000,0.0000000000,1,0,high_carbon_price,5
13,RegionE,383.1200000000,298.8300000000,0.2055000000,430.6812495833,1012.1300000000,0.0000000000,209.8080000000,82.0000000000,220.8732495833,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,571.2567504167,-220.0000000000,0.0000000000,0,0,high_carbon_price,5
14,RegionE,383.3400000000,299.0100000000,0.2063000000,399.7300000000,950.0000000000,240.0000000000,0.0000000000,307.6000000000,399.7300000000,240.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,90.2700000000,-220.0000000000,0.0000000000,1,0,high_carbon_price,5
15,RegionE,383.5500000000,299.1700000000,0.2083000000,371.3024995833,877.6500000000,240.0000000000,0.0000000000,533.2000000000,371.3024995833,240.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,46.3475004167,-220.0000000000,0.0000000000,1,0,high_carbon_price,5
16,RegionE,383.7700000000,299.3400000000,0.2113000000,336.3374995833,800.0000000000,240.0000000000,0.0000000000,758.8000000000,336.3374995833,240.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,3.6625004167,-220.0000000000,0.0000000000,1,0,high_carbon_price,5
17,RegionE,556.7700000000,434.2800000000,0.2151000000,343.7250000000,722.3500000000,0.0000000000,240.0000000000,500.7354838710,103.7250000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,398.6250000000,-220.0000000000,0.0000000000,0,0,high_carbon_price,5
18,RegionE,557.0600000000,434.5100000000,0.2196000000,278.7624995833,650.0000000000,151.2375004167,0.0000000000,642.8987342627,278.7624995833,151.2375004167,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,high_carbon_price,5
19,RegionE,557.3500000000,434.7300000000,0.2243000000,322.8250004167,587.8700000000,45.0449995833,-0.0000000000,685.2410338710,322.8250004167,45.0449995833,0.0000000000,0.0000000000,0.0000000000,220.0000000000,-0.0000000000,-220.0000000000,0.0000000000,1,0,high_carbon_price,5
20,RegionE,557.6300000000,434.9500000000,0.2290000000,292.7625000000,540.1900000000,27.4275000000,0.0000000000,711.0228838710,292.7625000000,27.4275000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,high_carbon_price,5
21,RegionE,557.9000000000,435.1600000000,0.2335000000,309.5500000000,510.2200000000,0.0000000000,120.0962815833,581.8870972223,189.4537184167,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,100.7662815833,-220.0000000000,0.0000000000,0,0,high_carbon_price,5
22,RegionE,346.4500000000,270.2300000000,0.2373000000,361.8250000000,500.0000000000,0.0000000000,81.8250000000,493.9032262545,280.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,0,0,high_carbon_price,5
23,RegionE,346.6100000000,270.3600000000,0.2402000000,405.4500004167,510.2200000000,0.0000000000,115.2300004167,370.0000000000,290.2200000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,0,0,high_carbon_price,5
0,RegionF,260.0000000000,202.8000000000,0.2801000000,478.7519000000,540.1900000000,0.0000000000,57.8861000000,320.2568817204,420.8658000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,119.3242000000,0.0000000000,-119.3242000000,0.0000000000,0,0,high_carbon_price,5
1,RegionF,260.1700000000,202.9300000000,0.2811000000,462.8261000000,587.8700000000,0.0000000000,94.9561000000,218.1535483871,367.8700000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,0,0,high_carbon_price,5
2,RegionF,260.3400000000,203.0700000000,0.2807000000,508.7493000000,650.0000000000,0.0000000000,78.7493000000,133.4768817204,430.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,0,0,high_carbon_price,5
3,RegionF,260.5100000000,203.2000000000,0.2789000000,547.4335000000,722.3500000000,0.0000000000,45.0835000000,85.0000000000,502.3500000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,0,0,high_carbon_price,5
4,RegionF,260.6800000000,203.3300000000,0.2759000000,559.1429000000,800.0000000000,20.8571000000,-0.0000000000,104.6056740000,559.1429000000,20.8571000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,-0.0000000000,-220.0000000000,0.0000000000,1,0,high_carbon_price,5
5,RegionF,260.8400000000,203.4600000000,0.2719000000,592.5184995767,877.6500000000,65.1315004233,-0.0000000000,165.8292843979,592.5184995767,65.1315004233,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,high_carbon_price,5
6,RegionF,261.0100000000,203.5900000000,0.2671000000,613.7783004233,950.0000000000,116.2216995767,-0.0000000000,275.0776820000,613.7783004233,116.2216995767,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,high_carbon_price,5
7,RegionF,401.8100000000,313.4100000000,0.2620000000,570.3951000000,1012.1300000000,221.7349000000,-0.0000000000,483.5084880000,570.3951000000,221.7349000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,high_carbon_price,5
8,RegionF,402.0600000000,313.6100000000,0.2569000000,561.6194000000,1059.8100000000,0.0000000000,250.0000000000,214.6912836989,311.6194000000,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,528.1906000000,-220.0000000000,0.0000000000,0,0,high_carbon_price,5
9,RegionF,402.3100000000,313.8000000000,0.2522000000,554.6089995767,1089.7800000000,250.0000000000,-0.0000000000,449.6912836989,554.6089995767,250.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,65.1710004233,-220.0000000000,0.0000000000,1,0,high_carbon_price,5
10,RegionF,402.5600000000,314.0000000000,0.2481000000,513.6895995767,1100.0000000000,0.0000000000,250.0000000000,180.8740793978,263.6895995767,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,616.3104004233,-220.0000000000,0.0000000000,0,0,high_carbon_price,5
11,RegionF,402.8000000000,314.1800000000,0.2451000000,456.5522995767,1089.7800000000,250.0000000000,-0.0000000000,415.8740793978,456.5522995767,250.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,163.2277004233,-220.0000000000,0.0000000000,1,0,high_carbon_price,5
12,RegionF,403.0400000000,314.3700000000,0.2433000000,475.1324004233,1059.8100000000,0.0000000000,250.0000000000,147.0568750968,225.1324004233,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,614.6775995767,-220.0000000000,0.0000000000,0,0,high_carbon_price,5
13,RegionF,403.2800000000,314.5600000000,0.2428000000,445.8665200000,1012.1300000000,250.0000000000,-0.0000000000,382.0568750968,445.8665200000,250.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,96.2634800000,-220.0000000000,0.0000000000,1,0,high_carbon_price,5
14,RegionF,403.5100000000,314.7400000000,0.2438000000,398.6822100000,950.0000000000,0.0000000000,250.0000000000,113.2396707957,148.6822100000,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,581.3177900000,-220.0000000000,0.0000000000,0,0,high_carbon_price,5
15,RegionF,403.7400000000,314.9200000000,0.2461000000,353.4283000000,877.6500000000,250.0000000000,-0.0000000000,348.2396707957,353.4283000000,250.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,54.2217000000,-220.0000000000,0.0000000000,1,0,high_carbon_price,5
16,RegionF,403.9700000000,315.1000000000,0.2497000000,307.3908004233,800.0000000000,250.0000000000,-0.0000000000,583.2396707957,307.3908004233,250.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,22.6091995767,-220.0000000000,0.0000000000,1,0,high_carbon_price,5
17,RegionF,586.0700000000,457.1300000000,0.2542000000,331.7367004233,722.3500000000,170.6132995767,0.0000000000,743.6161723978,331.7367004233,170.6132995767,0.0000000000,0.0000000000,0.0000000000,220.0000000000,-0.0000000000,-220.0000000000,0.0000000000,1,0,high_carbon_price,5
18,RegionF,586.3800000000,457.3800000000,0.2595000000,310.2737004233,650.0000000000,0.0000000000,195.1023561965,533.8286926166,115.1713442268,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,314.8286557732,-220.0000000000,0.0000000000,0,0,high_carbon_price,5
19,RegionF,586.6800000000,457.6100000000,0.2651000000,271.9324000000,587.8700000000,95.9376000000,-0.0000000000,624.0100366166,271.9324000000,95.9376000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,high_carbon_price,5
20,RegionF,586.9800000000,457.8400000000,0.2707000000,319.8495000000,540.1900000000,0.3405000000,-0.0000000000,624.3301066166,319.8495000000,0.3405000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,1,0,high_carbon_price,5
21,RegionF,587.2700000000,458.0700000000,0.2759000000,325.3993995767,510.2200000000,0.0000000000,35.1793995767,586.5027952438,290.2200000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,0,0,high_carbon_price,5
22,RegionF,364.6800000000,284.4500000000,0.2804000000,368.4523995767,500.0000000000,0.0000000000,88.4523995767,491.3926881720,280.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,0,0,high_carbon_price,5
23,RegionF,364.8500000000,284.5800000000,0.2839000000,391.4902000000,510.2200000000,0.0000000000,101.2702000000,382.5000000000,290.2200000000,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.0000000000,-220.0000000000,0.0000000000,0,0,high_carbon_price,5
0,RegionA,468.0000000000,0.0000000000,0.6679000000,499.1490004500,378.1330000000,0.0000000000,47.1658336333,106.2327895290,378.1330000000,0.0000000000,0.0000000000,73.8501668167,73.8501668167,0.0000000000,0.0000000000,73.8501668167,73.8501668167,0,1,renewable_low_70pct,5
1,RegionA,468.3100000000,0.0000000000,0.6703000000,535.4235000000,411.5090000000,0.0000000000,50.0643331833,51.8150360688,411.5090000000,0.0000000000,0.0000000000,73.8501668167,73.8501668167,0.0000000000,0.0000000000,73.8501668167,73.8501668167,0,1,renewable_low_70pct,5
2,RegionA,468.6100000000,0.0000000000,0.6693000000,544.3200000000,455.0000000000,0.0000000000,15.4698331833,35.0000000000,455.0000000000,0.0000000000,0.0000000000,73.8501668167,73.8501668167,0.0000000000,0.0000000000,73.8501668167,73.8501668167,0,1,renewable_low_70pct,5
3,RegionA,468.9100000000,0.0000000000,0.6650000000,544.3200000000,505.6450000000,0.0000000000,-0.0000000000,35.0000000000,505.6450000000,0.0000000000,0.0000000000,38.6750000000,38.6750000000,0.0000000000,0.0000000000,38.6750000000,38.6750000000,0,1,renewable_low_70pct,5
4,RegionA,469.2200000000,0.0000000000,0.6578000000,544.3199995500,560.0000000000,15.6800004500,0.0000000000,49.5824004185,544.3199995500,15.6800004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
5,RegionA,469.5200000000,0.0000000000,0.6483000000,544.3200000000,614.3550000000,70.0350000000,0.0000000000,114.7149504185,544.3200000000,70.0350000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
6,RegionA,469.8200000000,0.0000000000,0.6370000000,544.3200004500,665.0000000000,100.0000000000,0.0000000000,207.7149504185,544.3200004500,100.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,20.6799995500,0.0000000000,0.0000000000,1,1,renewable_low_70pct,5
