Hour,Region,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,Total_Load_MW,AvailableRenewable_MW,ChargePower_MW,DischargePower_MW,SOC_MWh,RenewableToLoad_MW,RenewableCharge_MW,GridCharge_MW,GridLoadPurchase_MW,GridPurchase_MW,GridSell_MW,Curtailment_MW,NetGridImport_MW,GridEnergyForCost_MW,ChargeMode,Scenario,CoordinationIteration
9,RegionC,673.8700000000,0.0000000000,0.5334000000,536.5440004600,1089.7800000000,0.0000000000,0.0000000000,135.0000000000,536.5440004600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,553.2359995400,0.0000000000,0.0000000000,0,high_carbon_price,5
10,RegionC,674.2900000000,0.0000000000,0.5249000000,536.5440004600,1100.0000000000,0.0000000000,0.0000000000,135.0000000000,536.5440004600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,563.4559995400,0.0000000000,0.0000000000,0,high_carbon_price,5
11,RegionC,674.6900000000,0.0000000000,0.5185000000,527.8500000000,1089.7800000000,0.0000000000,0.0000000000,135.0000000000,527.8500000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,561.9300000000,0.0000000000,0.0000000000,0,high_carbon_price,5
12,RegionC,675.1000000000,0.0000000000,0.5147000000,474.4163995400,1059.8100000000,0.0000000000,0.0000000000,135.0000000000,474.4163995400,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,585.3936004600,0.0000000000,0.0000000000,0,high_carbon_price,5
13,RegionC,675.4900000000,0.0000000000,0.5137000000,464.8116004600,1012.1300000000,0.0000000000,0.0000000000,135.0000000000,464.8116004600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,547.3183995400,0.0000000000,0.0000000000,0,high_carbon_price,5
14,RegionC,675.8800000000,0.0000000000,0.5157000000,429.9031200000,950.0000000000,0.0000000000,0.0000000000,135.0000000000,429.9031200000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,520.0968800000,0.0000000000,0.0000000000,0,high_carbon_price,5
15,RegionC,676.2700000000,0.0000000000,0.5207000000,386.5642204600,877.6500000000,0.0000000000,0.0000000000,135.0000000000,386.5642204600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,491.0857795400,0.0000000000,0.0000000000,0,high_carbon_price,5
16,RegionC,676.6400000000,0.0000000000,0.5282000000,342.1309804600,800.0000000000,0.0000000000,0.0000000000,135.0000000000,342.1309804600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,457.8690195400,0.0000000000,0.0000000000,0,high_carbon_price,5
17,RegionC,981.6700000000,0.0000000000,0.5378000000,368.8050000000,722.3500000000,0.0000000000,0.0000000000,135.0000000000,368.8050000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,353.5450000000,0.0000000000,0.0000000000,0,high_carbon_price,5
18,RegionC,982.1900000000,0.0000000000,0.5489000000,293.0016000000,650.0000000000,0.0000000000,0.0000000000,135.0000000000,293.0016000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,356.9984000000,0.0000000000,0.0000000000,0,high_carbon_price,5
19,RegionC,982.7000000000,0.0000000000,0.5608000000,312.7908000000,587.8700000000,0.0000000000,0.0000000000,135.0000000000,312.7908000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,275.0792000000,0.0000000000,0.0000000000,0,high_carbon_price,5
20,RegionC,983.1900000000,0.0000000000,0.5726000000,349.6919995400,540.1900000000,0.0000000000,0.0000000000,135.0000000000,349.6919995400,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,190.4980004600,0.0000000000,0.0000000000,0,high_carbon_price,5
21,RegionC,983.6700000000,0.0000000000,0.5837000000,364.5959995400,510.2200000000,0.0000000000,0.0000000000,135.0000000000,364.5959995400,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,145.6240004600,0.0000000000,0.0000000000,0,high_carbon_price,5
22,RegionC,610.8500000000,0.0000000000,0.5932000000,400.5174004600,500.0000000000,0.0000000000,0.0000000000,135.0000000000,400.5174004600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,99.4825995400,0.0000000000,0.0000000000,0,high_carbon_price,5
23,RegionC,611.1300000000,0.0000000000,0.6006000000,455.6622004600,510.2200000000,0.0000000000,0.0000000000,135.0000000000,455.6622004600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,54.5577995400,0.0000000000,0.0000000000,0,high_carbon_price,5
0,RegionD,279.5000000000,218.0100000000,0.4525000000,443.3408000000,540.1900000000,0.0000000000,0.0000000000,405.0000000000,443.3408000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,96.8492000000,0.0000000000,-96.8492000000,0.0000000000,0,high_carbon_price,5
1,RegionD,279.6800000000,218.1500000000,0.4541000000,465.3568000000,587.8700000000,0.0000000000,0.0000000000,405.0000000000,465.3568000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,122.5132000000,0.0000000000,-122.5132000000,0.0000000000,0,high_carbon_price,5
2,RegionD,279.8600000000,218.2900000000,0.4534000000,526.2080004267,650.0000000000,0.0000000000,0.0000000000,405.0000000000,526.2080004267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,123.7919995733,0.0000000000,-123.7919995733,0.0000000000,0,high_carbon_price,5
3,RegionD,280.0500000000,218.4400000000,0.4505000000,523.9167995733,722.3500000000,0.0000000000,0.0000000000,405.0000000000,523.9167995733,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,18.4332004267,-180.0000000000,0.0000000000,0,high_carbon_price,5
4,RegionD,280.2300000000,218.5800000000,0.4456000000,588.2112004267,800.0000000000,0.0000000000,0.0000000000,405.0000000000,588.2112004267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,31.7887995733,-180.0000000000,0.0000000000,0,high_carbon_price,5
5,RegionD,280.4100000000,218.7200000000,0.4391000000,589.3631995733,877.6500000000,0.0000000000,0.0000000000,405.0000000000,589.3631995733,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,108.2868004267,-180.0000000000,0.0000000000,0,high_carbon_price,5
6,RegionD,280.5900000000,218.8600000000,0.4315000000,587.3408000000,950.0000000000,0.0000000000,0.0000000000,405.0000000000,587.3408000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,182.6592000000,-180.0000000000,0.0000000000,0,high_carbon_price,5
7,RegionD,431.9500000000,336.9200000000,0.4233000000,607.4111995733,1012.1300000000,0.0000000000,0.0000000000,405.0000000000,607.4111995733,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,224.7188004267,-180.0000000000,0.0000000000,0,high_carbon_price,5
8,RegionD,432.2200000000,337.1300000000,0.4150000000,580.3135995733,1059.8100000000,0.0000000000,0.0000000000,405.0000000000,580.3135995733,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,299.4964004267,-180.0000000000,0.0000000000,0,high_carbon_price,5
9,RegionD,432.4800000000,337.3300000000,0.4074000000,548.3391995733,1089.7800000000,0.0000000000,0.0000000000,405.0000000000,548.3391995733,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,361.4408004267,-180.0000000000,0.0000000000,0,high_carbon_price,5
10,RegionD,432.7500000000,337.5500000000,0.4008000000,541.8367995733,1100.0000000000,0.0000000000,0.0000000000,405.0000000000,541.8367995733,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,378.1632004267,-180.0000000000,0.0000000000,0,high_carbon_price,5
11,RegionD,433.0100000000,337.7500000000,0.3959000000,488.7296000000,1089.7800000000,0.0000000000,0.0000000000,405.0000000000,488.7296000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,421.0504000000,-180.0000000000,0.0000000000,0,high_carbon_price,5
12,RegionD,433.2700000000,337.9500000000,0.3930000000,452.1600000000,1059.8100000000,0.0000000000,0.0000000000,405.0000000000,452.1600000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,427.6500000000,-180.0000000000,0.0000000000,0,high_carbon_price,5
13,RegionD,433.5300000000,338.1500000000,0.3923000000,453.5424000000,1012.1300000000,0.0000000000,0.0000000000,405.0000000000,453.5424000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,378.5876000000,-180.0000000000,0.0000000000,0,high_carbon_price,5
14,RegionD,433.7800000000,338.3500000000,0.3938000000,390.1311995733,950.0000000000,0.0000000000,0.0000000000,405.0000000000,390.1311995733,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,379.8688004267,-180.0000000000,0.0000000000,0,high_carbon_price,5
15,RegionD,434.0200000000,338.5400000000,0.3976000000,388.6515195733,877.6500000000,0.0000000000,0.0000000000,405.0000000000,388.6515195733,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,308.9984804267,-180.0000000000,0.0000000000,0,high_carbon_price,5
16,RegionD,434.2600000000,338.7200000000,0.4033000000,334.7840000000,800.0000000000,0.0000000000,0.0000000000,405.0000000000,334.7840000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,285.2160000000,-180.0000000000,0.0000000000,0,high_carbon_price,5
17,RegionD,630.0200000000,491.4200000000,0.4107000000,308.6719995733,722.3500000000,0.0000000000,0.0000000000,405.0000000000,308.6719995733,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,233.6780004267,-180.0000000000,0.0000000000,0,high_carbon_price,5
18,RegionD,630.3600000000,491.6800000000,0.4192000000,262.9248000000,650.0000000000,0.0000000000,0.0000000000,405.0000000000,262.9248000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,207.0752000000,-180.0000000000,0.0000000000,0,high_carbon_price,5
19,RegionD,630.6900000000,491.9400000000,0.4282000000,293.0944004267,587.8700000000,0.0000000000,0.0000000000,405.0000000000,293.0944004267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,114.7755995733,-180.0000000000,0.0000000000,0,high_carbon_price,5
20,RegionD,631.0000000000,492.1800000000,0.4373000000,279.1168004267,540.1900000000,0.0000000000,0.0000000000,405.0000000000,279.1168004267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,81.0731995733,-180.0000000000,0.0000000000,0,high_carbon_price,5
21,RegionD,631.3100000000,492.4200000000,0.4457000000,307.4944000000,510.2200000000,0.0000000000,0.0000000000,405.0000000000,307.4944000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,22.7256000000,-180.0000000000,0.0000000000,0,high_carbon_price,5
22,RegionD,392.0400000000,305.7900000000,0.4530000000,349.8240004267,500.0000000000,0.0000000000,0.0000000000,405.0000000000,349.8240004267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,150.1759995733,0.0000000000,-150.1759995733,0.0000000000,0,high_carbon_price,5
23,RegionD,392.2200000000,305.9300000000,0.4586000000,412.6464004267,510.2200000000,0.0000000000,0.0000000000,405.0000000000,412.6464004267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,97.5735995733,0.0000000000,-97.5735995733,0.0000000000,0,high_carbon_price,5
0,RegionE,247.0000000000,192.6600000000,0.2370000000,448.4125000000,540.1900000000,0.0000000000,0.0000000000,370.0000000000,448.4125000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,91.7775000000,0.0000000000,-91.7775000000,0.0000000000,0,high_carbon_price,5
1,RegionE,247.1600000000,192.7800000000,0.2378000000,497.2374995833,587.8700000000,0.0000000000,0.0000000000,370.0000000000,497.2374995833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,90.6325004167,0.0000000000,-90.6325004167,0.0000000000,0,high_carbon_price,5
2,RegionE,247.3200000000,192.9100000000,0.2375000000,503.4000000000,650.0000000000,0.0000000000,0.0000000000,370.0000000000,503.4000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,146.6000000000,0.0000000000,-146.6000000000,0.0000000000,0,high_carbon_price,5
3,RegionE,247.4800000000,193.0300000000,0.2360000000,545.0000000000,722.3500000000,0.0000000000,0.0000000000,370.0000000000,545.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,177.3500000000,0.0000000000,-177.3500000000,0.0000000000,0,high_carbon_price,5
4,RegionE,247.6400000000,193.1600000000,0.2334000000,556.6874995833,800.0000000000,0.0000000000,0.0000000000,370.0000000000,556.6874995833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,23.3125004167,-220.0000000000,0.0000000000,0,high_carbon_price,5
5,RegionE,247.8000000000,193.2800000000,0.2300000000,570.3125000000,877.6500000000,0.0000000000,0.0000000000,370.0000000000,570.3125000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,87.3375000000,-220.0000000000,0.0000000000,0,high_carbon_price,5
6,RegionE,247.9600000000,193.4100000000,0.2260000000,591.8875004167,950.0000000000,0.0000000000,0.0000000000,370.0000000000,591.8875004167,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,138.1124995833,-220.0000000000,0.0000000000,0,high_carbon_price,5
7,RegionE,381.7200000000,297.7400000000,0.2217000000,585.0250004167,1012.1300000000,0.0000000000,0.0000000000,370.0000000000,585.0250004167,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,207.1049995833,-220.0000000000,0.0000000000,0,high_carbon_price,5
8,RegionE,381.9600000000,297.9300000000,0.2174000000,549.1500004167,1059.8100000000,0.0000000000,0.0000000000,370.0000000000,549.1500004167,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,290.6599995833,-220.0000000000,0.0000000000,0,high_carbon_price,5
9,RegionE,382.2000000000,298.1200000000,0.2134000000,566.0125000000,1089.7800000000,0.0000000000,0.0000000000,370.0000000000,566.0125000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,303.7675000000,-220.0000000000,0.0000000000,0,high_carbon_price,5
10,RegionE,382.4300000000,298.3000000000,0.2100000000,533.0874995833,1100.0000000000,0.0000000000,0.0000000000,370.0000000000,533.0874995833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,346.9125004167,-220.0000000000,0.0000000000,0,high_carbon_price,5
11,RegionE,382.6600000000,298.4700000000,0.2074000000,452.5875000000,1089.7800000000,0.0000000000,0.0000000000,370.0000000000,452.5875000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,417.1925000000,-220.0000000000,0.0000000000,0,high_carbon_price,5
12,RegionE,382.8900000000,298.6500000000,0.2059000000,443.6849995833,1059.8100000000,0.0000000000,0.0000000000,370.0000000000,443.6849995833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,396.1250004167,-220.0000000000,0.0000000000,0,high_carbon_price,5
13,RegionE,383.1200000000,298.8300000000,0.2055000000,430.6812495833,1012.1300000000,0.0000000000,0.0000000000,370.0000000000,430.6812495833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,361.4487504167,-220.0000000000,0.0000000000,0,high_carbon_price,5
14,RegionE,383.3400000000,299.0100000000,0.2063000000,399.7300000000,950.0000000000,0.0000000000,0.0000000000,370.0000000000,399.7300000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,330.2700000000,-220.0000000000,0.0000000000,0,high_carbon_price,5
15,RegionE,383.5500000000,299.1700000000,0.2083000000,371.3024995833,877.6500000000,0.0000000000,0.0000000000,370.0000000000,371.3024995833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,286.3475004167,-220.0000000000,0.0000000000,0,high_carbon_price,5
16,RegionE,383.7700000000,299.3400000000,0.2113000000,336.3374995833,800.0000000000,0.0000000000,0.0000000000,370.0000000000,336.3374995833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,243.6625004167,-220.0000000000,0.0000000000,0,high_carbon_price,5
17,RegionE,556.7700000000,434.2800000000,0.2151000000,343.7250000000,722.3500000000,0.0000000000,0.0000000000,370.0000000000,343.7250000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,158.6250000000,-220.0000000000,0.0000000000,0,high_carbon_price,5
18,RegionE,557.0600000000,434.5100000000,0.2196000000,278.7624995833,650.0000000000,0.0000000000,0.0000000000,370.0000000000,278.7624995833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,151.2375004167,-220.0000000000,0.0000000000,0,high_carbon_price,5
19,RegionE,557.3500000000,434.7300000000,0.2243000000,322.8250004167,587.8700000000,0.0000000000,0.0000000000,370.0000000000,322.8250004167,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,45.0449995833,-220.0000000000,0.0000000000,0,high_carbon_price,5
20,RegionE,557.6300000000,434.9500000000,0.2290000000,292.7625000000,540.1900000000,0.0000000000,0.0000000000,370.0000000000,292.7625000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,27.4275000000,-220.0000000000,0.0000000000,0,high_carbon_price,5
21,RegionE,557.9000000000,435.1600000000,0.2335000000,309.5500000000,510.2200000000,0.0000000000,0.0000000000,370.0000000000,309.5500000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,200.6700000000,0.0000000000,-200.6700000000,0.0000000000,0,high_carbon_price,5
22,RegionE,346.4500000000,270.2300000000,0.2373000000,361.8250000000,500.0000000000,0.0000000000,0.0000000000,370.0000000000,361.8250000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,138.1750000000,0.0000000000,-138.1750000000,0.0000000000,0,high_carbon_price,5
23,RegionE,346.6100000000,270.3600000000,0.2402000000,405.4500004167,510.2200000000,0.0000000000,0.0000000000,370.0000000000,405.4500004167,0.0000000000,0.0000000000,0.0000000000,0.0000000000,104.7699995833,0.0000000000,-104.7699995833,0.0000000000,0,high_carbon_price,5
0,RegionF,260.0000000000,202.8000000000,0.2801000000,478.7519000000,540.1900000000,0.0000000000,0.0000000000,382.5000000000,478.7519000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,61.4381000000,0.0000000000,-61.4381000000,0.0000000000,0,high_carbon_price,5
1,RegionF,260.1700000000,202.9300000000,0.2811000000,462.8261000000,587.8700000000,0.0000000000,0.0000000000,382.5000000000,462.8261000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,125.0439000000,0.0000000000,-125.0439000000,0.0000000000,0,high_carbon_price,5
2,RegionF,260.3400000000,203.0700000000,0.2807000000,508.7493000000,650.0000000000,0.0000000000,0.0000000000,382.5000000000,508.7493000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,141.2507000000,0.0000000000,-141.2507000000,0.0000000000,0,high_carbon_price,5
3,RegionF,260.5100000000,203.2000000000,0.2789000000,547.4335000000,722.3500000000,0.0000000000,0.0000000000,382.5000000000,547.4335000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,174.9165000000,0.0000000000,-174.9165000000,0.0000000000,0,high_carbon_price,5
4,RegionF,260.6800000000,203.3300000000,0.2759000000,559.1429000000,800.0000000000,0.0000000000,0.0000000000,382.5000000000,559.1429000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,20.8571000000,-220.0000000000,0.0000000000,0,high_carbon_price,5
5,RegionF,260.8400000000,203.4600000000,0.2719000000,592.5184995767,877.6500000000,0.0000000000,0.0000000000,382.5000000000,592.5184995767,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,65.1315004233,-220.0000000000,0.0000000000,0,high_carbon_price,5
6,RegionF,261.0100000000,203.5900000000,0.2671000000,613.7783004233,950.0000000000,0.0000000000,0.0000000000,382.5000000000,613.7783004233,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,116.2216995767,-220.0000000000,0.0000000000,0,high_carbon_price,5
7,RegionF,401.8100000000,313.4100000000,0.2620000000,570.3951000000,1012.1300000000,0.0000000000,0.0000000000,382.5000000000,570.3951000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,221.7349000000,-220.0000000000,0.0000000000,0,high_carbon_price,5
8,RegionF,402.0600000000,313.6100000000,0.2569000000,561.6194000000,1059.8100000000,0.0000000000,0.0000000000,382.5000000000,561.6194000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,278.1906000000,-220.0000000000,0.0000000000,0,high_carbon_price,5
9,RegionF,402.3100000000,313.8000000000,0.2522000000,554.6089995767,1089.7800000000,0.0000000000,0.0000000000,382.5000000000,554.6089995767,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,315.1710004233,-220.0000000000,0.0000000000,0,high_carbon_price,5
10,RegionF,402.5600000000,314.0000000000,0.2481000000,513.6895995767,1100.0000000000,0.0000000000,0.0000000000,382.5000000000,513.6895995767,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,366.3104004233,-220.0000000000,0.0000000000,0,high_carbon_price,5
11,RegionF,402.8000000000,314.1800000000,0.2451000000,456.5522995767,1089.7800000000,0.0000000000,0.0000000000,382.5000000000,456.5522995767,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,413.2277004233,-220.0000000000,0.0000000000,0,high_carbon_price,5
12,RegionF,403.0400000000,314.3700000000,0.2433000000,475.1324004233,1059.8100000000,0.0000000000,0.0000000000,382.5000000000,475.1324004233,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,364.6775995767,-220.0000000000,0.0000000000,0,high_carbon_price,5
13,RegionF,403.2800000000,314.5600000000,0.2428000000,445.8665200000,1012.1300000000,0.0000000000,0.0000000000,382.5000000000,445.8665200000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,346.2634800000,-220.0000000000,0.0000000000,0,high_carbon_price,5
14,RegionF,403.5100000000,314.7400000000,0.2438000000,398.6822100000,950.0000000000,0.0000000000,0.0000000000,382.5000000000,398.6822100000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,331.3177900000,-220.0000000000,0.0000000000,0,high_carbon_price,5
15,RegionF,403.7400000000,314.9200000000,0.2461000000,353.4283000000,877.6500000000,0.0000000000,0.0000000000,382.5000000000,353.4283000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,304.2217000000,-220.0000000000,0.0000000000,0,high_carbon_price,5
16,RegionF,403.9700000000,315.1000000000,0.2497000000,307.3908004233,800.0000000000,0.0000000000,0.0000000000,382.5000000000,307.3908004233,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,272.6091995767,-220.0000000000,0.0000000000,0,high_carbon_price,5
17,RegionF,586.0700000000,457.1300000000,0.2542000000,331.7367004233,722.3500000000,0.0000000000,0.0000000000,382.5000000000,331.7367004233,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,170.6132995767,-220.0000000000,0.0000000000,0,high_carbon_price,5
18,RegionF,586.3800000000,457.3800000000,0.2595000000,310.2737004233,650.0000000000,0.0000000000,0.0000000000,382.5000000000,310.2737004233,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,119.7262995767,-220.0000000000,0.0000000000,0,high_carbon_price,5
19,RegionF,586.6800000000,457.6100000000,0.2651000000,271.9324000000,587.8700000000,0.0000000000,0.0000000000,382.5000000000,271.9324000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,95.9376000000,-220.0000000000,0.0000000000,0,high_carbon_price,5
20,RegionF,586.9800000000,457.8400000000,0.2707000000,319.8495000000,540.1900000000,0.0000000000,0.0000000000,382.5000000000,319.8495000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,220.0000000000,0.3405000000,-220.0000000000,0.0000000000,0,high_carbon_price,5
21,RegionF,587.2700000000,458.0700000000,0.2759000000,325.3993995767,510.2200000000,0.0000000000,0.0000000000,382.5000000000,325.3993995767,0.0000000000,0.0000000000,0.0000000000,0.0000000000,184.8206004233,0.0000000000,-184.8206004233,0.0000000000,0,high_carbon_price,5
22,RegionF,364.6800000000,284.4500000000,0.2804000000,368.4523995767,500.0000000000,0.0000000000,0.0000000000,382.5000000000,368.4523995767,0.0000000000,0.0000000000,0.0000000000,0.0000000000,131.5476004233,0.0000000000,-131.5476004233,0.0000000000,0,high_carbon_price,5
23,RegionF,364.8500000000,284.5800000000,0.2839000000,391.4902000000,510.2200000000,0.0000000000,0.0000000000,382.5000000000,391.4902000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,118.7298000000,0.0000000000,-118.7298000000,0.0000000000,0,high_carbon_price,5
0,RegionA,468.0000000000,0.0000000000,0.6679000000,499.1490004500,378.1330000000,0.0000000000,0.0000000000,157.5000000000,378.1330000000,0.0000000000,0.0000000000,121.0160004500,121.0160004500,0.0000000000,0.0000000000,121.0160004500,121.0160004500,0,renewable_low_70pct,5
1,RegionA,468.3100000000,0.0000000000,0.6703000000,535.4235000000,411.5090000000,0.0000000000,0.0000000000,157.5000000000,411.5090000000,0.0000000000,0.0000000000,123.9145000000,123.9145000000,0.0000000000,0.0000000000,123.9145000000,123.9145000000,0,renewable_low_70pct,5
2,RegionA,468.6100000000,0.0000000000,0.6693000000,544.3200000000,455.0000000000,0.0000000000,0.0000000000,157.5000000000,455.0000000000,0.0000000000,0.0000000000,89.3200000000,89.3200000000,0.0000000000,0.0000000000,89.3200000000,89.3200000000,0,renewable_low_70pct,5
3,RegionA,468.9100000000,0.0000000000,0.6650000000,544.3200000000,505.6450000000,0.0000000000,0.0000000000,157.5000000000,505.6450000000,0.0000000000,0.0000000000,38.6750000000,38.6750000000,0.0000000000,0.0000000000,38.6750000000,38.6750000000,0,renewable_low_70pct,5
4,RegionA,469.2200000000,0.0000000000,0.6578000000,544.3199995500,560.0000000000,0.0000000000,0.0000000000,157.5000000000,544.3199995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,15.6800004500,0.0000000000,0.0000000000,0,renewable_low_70pct,5
5,RegionA,469.5200000000,0.0000000000,0.6483000000,544.3200000000,614.3550000000,0.0000000000,0.0000000000,157.5000000000,544.3200000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,70.0350000000,0.0000000000,0.0000000000,0,renewable_low_70pct,5
6,RegionA,469.8200000000,0.0000000000,0.6370000000,544.3200004500,665.0000000000,0.0000000000,0.0000000000,157.5000000000,544.3200004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,120.6799995500,0.0000000000,0.0000000000,0,renewable_low_70pct,5
7,RegionA,723.2600000000,0.0000000000,0.6248000000,544.3200004500,708.4910000000,0.0000000000,0.0000000000,157.5000000000,544.3200004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,164.1709995500,0.0000000000,0.0000000000,0,renewable_low_70pct,5
8,RegionA,723.7100000000,0.0000000000,0.6126000000,544.3200000000,741.8670000000,0.0000000000,0.0000000000,157.5000000000,544.3200000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,197.5470000000,0.0000000000,0.0000000000,0,renewable_low_70pct,5
9,RegionA,724.1600000000,0.0000000000,0.6013000000,544.3199995500,762.8460000000,0.0000000000,0.0000000000,157.5000000000,544.3199995500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,218.5260004500,0.0000000000,0.0000000000,0,renewable_low_70pct,5
10,RegionA,724.6100000000,0.0000000000,0.5917000000,531.7110004500,770.0000000000,0.0000000000,0.0000000000,157.5000000000,531.7110004500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,238.2889995500,0.0000000000,0.0000000000,0,renewable_low_70pct,5
