WindowID,Method,Seed,TaskID,TaskType,SourceRegion,ExecutionRegion,ArrivalHour,StartMinute,EndMinute,Duration_min,GPU_Demand,MaxLatency_ms,LatestFinishHour
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,41059,BatchInference,RegionD,RegionF,1216,72960,73054,94,11,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,41177,AITraining,RegionE,RegionE,1197,71820,72137,317,77,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,41374,RealTimeInference,RegionB,RegionB,1190,71400,71486,86,7,20,1192
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,41420,AITraining,RegionE,RegionE,1222,73320,73488,168,90,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,41431,RealTimeInference,RegionA,RegionA,1211,72660,72883,223,1,20,1215
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,41457,BatchInference,RegionB,RegionC,1190,71400,71775,375,19,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,41472,BatchInference,RegionC,RegionC,1191,71460,71487,27,20,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,41483,AITraining,RegionD,RegionF,1195,72180,72453,273,103,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,41485,AITraining,RegionE,RegionE,1199,72000,72399,399,60,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,41638,BatchInference,RegionE,RegionE,1203,72180,72468,288,19,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,41720,AITraining,RegionD,RegionE,1214,73500,73746,246,118,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,41741,AITraining,RegionE,RegionE,1180,70800,70973,173,73,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,41769,BatchInference,RegionE,RegionE,1188,71280,71427,147,13,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,41779,BatchInference,RegionB,RegionC,1201,72060,72157,97,20,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,41801,AITraining,RegionE,RegionE,1186,71160,71347,187,82,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,41858,BatchInference,RegionB,RegionC,1203,72180,72417,237,9,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,41899,BatchInference,RegionD,RegionF,1215,72900,73036,136,18,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,41940,BatchInference,RegionE,RegionE,1208,72480,72830,350,9,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,42010,RealTimeInference,RegionB,RegionB,1216,72960,73272,312,7,20,1222
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,42023,BatchInference,RegionC,RegionC,1212,72720,72992,272,5,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,42027,BatchInference,RegionA,RegionC,1179,70740,71064,324,23,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,42162,BatchInference,RegionD,RegionD,1201,72060,72306,246,16,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,42175,BatchInference,RegionD,RegionF,1197,71820,72032,212,16,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,42205,RealTimeInference,RegionA,RegionA,1195,71700,71789,89,3,20,1197
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,42213,RealTimeInference,RegionB,RegionB,1202,72120,72277,157,2,20,1205
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,42298,RealTimeInference,RegionB,RegionB,1195,71700,71929,229,7,20,1199
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,42362,RealTimeInference,RegionA,RegionA,1221,73260,73371,111,3,20,1223
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,42593,BatchInference,RegionC,RegionC,1200,72000,72128,128,13,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,42602,AITraining,RegionF,RegionE,1194,71640,71826,186,22,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,42657,RealTimeInference,RegionA,RegionA,1203,72180,72406,226,4,20,1207
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,42707,BatchInference,RegionE,RegionE,1215,72900,73157,257,9,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,42730,AITraining,RegionD,RegionE,1183,71340,71677,337,107,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,42739,RealTimeInference,RegionC,RegionC,1211,72660,72681,21,5,20,1212
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,42749,BatchInference,RegionB,RegionC,1219,73140,73181,41,19,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,42799,BatchInference,RegionE,RegionE,1183,70980,71340,360,23,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,42809,AITraining,RegionD,RegionD,1222,73320,73719,399,25,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,42820,RealTimeInference,RegionA,RegionA,1214,72840,72950,110,4,20,1216
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,42868,BatchInference,RegionB,RegionB,1210,72600,72712,112,12,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,42877,BatchInference,RegionD,RegionF,1207,72420,72537,117,14,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,42954,AITraining,RegionD,RegionE,1196,71760,71792,32,101,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,42989,BatchInference,RegionE,RegionE,1201,72060,72365,305,13,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,43128,AITraining,RegionF,RegionE,1181,71280,71502,222,64,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,43442,AITraining,RegionF,RegionE,1176,70560,70735,175,106,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,43476,AITraining,RegionA,RegionC,1179,70740,70984,244,73,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,43637,BatchInference,RegionD,RegionF,1219,73140,73517,377,13,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,43646,AITraining,RegionF,RegionF,1213,72780,72923,143,42,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,43737,AITraining,RegionF,RegionF,1218,73417,73800,383,101,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,43752,BatchInference,RegionA,RegionB,1180,70800,70953,153,15,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,43776,BatchInference,RegionE,RegionE,1219,73140,73324,184,4,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,43799,RealTimeInference,RegionA,RegionA,1219,73140,73268,128,5,20,1222
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,43804,AITraining,RegionA,RegionA,1191,72600,72915,315,96,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,43847,AITraining,RegionE,RegionE,1185,71100,71466,366,88,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,43866,RealTimeInference,RegionB,RegionB,1217,73020,73105,85,6,20,1219
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,43940,RealTimeInference,RegionC,RegionC,1179,70740,70851,111,2,20,1181
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,43947,BatchInference,RegionE,RegionE,1218,73080,73314,234,11,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,44054,RealTimeInference,RegionA,RegionA,1188,71280,71543,263,1,20,1193
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,44058,AITraining,RegionF,RegionE,1217,73020,73203,183,35,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,44075,AITraining,RegionD,RegionF,1178,70680,70710,30,42,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,44111,AITraining,RegionF,RegionF,1195,71700,72040,340,32,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,44115,AITraining,RegionD,RegionF,1197,71820,71948,128,19,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,44217,BatchInference,RegionA,RegionB,1176,70560,70871,311,9,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,44240,BatchInference,RegionC,RegionC,1190,71400,71417,17,8,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,44284,AITraining,RegionD,RegionF,1190,71520,71733,213,18,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,44354,BatchInference,RegionF,RegionF,1193,71580,71732,152,17,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,44368,RealTimeInference,RegionA,RegionA,1178,70680,70843,163,7,20,1181
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,44451,BatchInference,RegionD,RegionD,1188,71280,71511,231,17,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,44546,AITraining,RegionD,RegionD,1223,73616,73800,184,126,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,44590,AITraining,RegionF,RegionE,1191,71820,72120,300,71,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,44692,AITraining,RegionD,RegionE,1183,70980,71043,63,45,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,44739,RealTimeInference,RegionB,RegionB,1192,71520,71648,128,2,20,1195
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,44754,AITraining,RegionF,RegionE,1193,71580,71773,193,57,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,44798,RealTimeInference,RegionB,RegionB,1217,73020,73080,60,2,20,1218
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,44803,RealTimeInference,RegionA,RegionA,1194,71640,71926,286,4,20,1199
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,44862,AITraining,RegionD,RegionE,1211,72720,72758,38,39,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,44879,AITraining,RegionF,RegionF,1194,72180,72545,365,80,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,44950,RealTimeInference,RegionC,RegionC,1200,72000,72355,355,1,20,1206
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,44999,BatchInference,RegionB,RegionB,1212,72720,72771,51,7,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,45023,BatchInference,RegionE,RegionE,1190,71400,71526,126,19,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,45042,RealTimeInference,RegionC,RegionC,1186,71160,71492,332,3,20,1192
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,45080,AITraining,RegionE,RegionE,1199,71940,72317,377,42,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,45103,RealTimeInference,RegionA,RegionA,1183,70980,71224,244,3,20,1188
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,45358,AITraining,RegionF,RegionF,1182,70920,71228,308,81,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,45387,BatchInference,RegionB,RegionC,1207,72420,72498,78,20,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,45408,AITraining,RegionE,RegionE,1187,71220,71279,59,58,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,45430,AITraining,RegionF,RegionF,1183,71100,71358,258,118,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,45467,BatchInference,RegionD,RegionE,1194,71640,71846,206,9,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,45505,AITraining,RegionD,RegionF,1176,70560,70870,310,46,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,45520,BatchInference,RegionD,RegionD,1198,71880,72041,161,14,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,45585,RealTimeInference,RegionB,RegionB,1201,72060,72126,66,3,20,1203
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,45651,AITraining,RegionE,RegionE,1191,71460,71559,99,37,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,45652,AITraining,RegionF,RegionF,1193,71580,71618,38,18,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,45666,BatchInference,RegionF,RegionF,1183,70980,71280,300,5,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,45701,AITraining,RegionD,RegionE,1203,72540,72882,342,118,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,45790,AITraining,RegionF,RegionE,1179,70740,70790,50,113,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,45831,AITraining,RegionB,RegionC,1216,72960,73052,92,45,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,45888,RealTimeInference,RegionC,RegionC,1213,72780,73170,390,7,20,1220
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,45997,AITraining,RegionD,RegionF,1217,73406,73800,394,116,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,46104,AITraining,RegionE,RegionE,1212,72720,72963,243,34,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,46141,AITraining,RegionD,RegionE,1219,73140,73354,214,31,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,46145,AITraining,RegionF,RegionF,1182,70920,71114,194,69,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,46155,BatchInference,RegionC,RegionC,1190,71400,71450,50,14,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,46179,RealTimeInference,RegionA,RegionA,1199,71940,72030,90,4,20,1201
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,46236,AITraining,RegionF,RegionE,1178,70980,71210,230,90,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,46268,RealTimeInference,RegionC,RegionC,1223,73380,73609,229,2,20,1227
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,46414,AITraining,RegionF,RegionF,1201,72060,72227,167,70,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,46438,RealTimeInference,RegionB,RegionB,1182,70920,71282,362,1,20,1189
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,46596,BatchInference,RegionD,RegionE,1199,72060,72278,218,12,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,46636,AITraining,RegionF,RegionE,1214,73560,73750,190,102,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,46690,RealTimeInference,RegionA,RegionA,1216,72960,73332,372,7,20,1223
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,46753,AITraining,RegionE,RegionE,1202,72120,72302,182,35,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,46790,RealTimeInference,RegionA,RegionA,1210,72600,72925,325,4,20,1216
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,46809,AITraining,RegionD,RegionF,1217,73020,73045,25,49,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,46847,BatchInference,RegionF,RegionF,1206,72360,72634,274,21,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,46925,RealTimeInference,RegionC,RegionC,1211,72660,72967,307,7,20,1217
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,46993,AITraining,RegionD,RegionF,1186,71160,71533,373,62,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,47002,BatchInference,RegionD,RegionE,1182,70920,71031,111,15,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,47046,AITraining,RegionD,RegionF,1213,72900,73293,393,88,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,47057,BatchInference,RegionF,RegionF,1185,71100,71261,161,8,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,47185,BatchInference,RegionC,RegionC,1215,72900,73011,111,19,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,47294,BatchInference,RegionA,RegionB,1183,71040,71361,321,16,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,47393,AITraining,RegionD,RegionE,1192,71880,72169,289,126,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,47445,AITraining,RegionC,RegionC,1210,72600,72630,30,95,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,47529,BatchInference,RegionF,RegionF,1198,71880,72158,278,9,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,47636,AITraining,RegionD,RegionD,1195,71880,72224,344,30,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,47681,AITraining,RegionB,RegionC,1195,72000,72091,91,93,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,47701,BatchInference,RegionA,RegionC,1217,73020,73362,342,18,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,47709,BatchInference,RegionB,RegionB,1193,71580,71590,10,15,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,47740,RealTimeInference,RegionA,RegionA,1222,73320,73433,113,2,20,1224
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,47754,BatchInference,RegionB,RegionC,1219,73260,73499,239,22,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,47767,BatchInference,RegionB,RegionB,1210,72600,72713,113,5,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,47950,RealTimeInference,RegionA,RegionA,1182,70920,70947,27,6,20,1183
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,47956,AITraining,RegionA,RegionC,1206,72660,72983,323,71,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,47965,RealTimeInference,RegionB,RegionB,1205,72300,72488,188,3,20,1209
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,47971,AITraining,RegionD,RegionF,1216,72960,73059,99,41,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,48022,BatchInference,RegionA,RegionB,1188,71280,71354,74,22,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,48041,AITraining,RegionF,RegionF,1202,72120,72170,50,92,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,48058,BatchInference,RegionD,RegionE,1189,71340,71363,23,7,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,48145,BatchInference,RegionE,RegionE,1218,73080,73395,315,13,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,48194,RealTimeInference,RegionA,RegionA,1195,71700,71824,124,7,20,1198
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,48218,AITraining,RegionF,RegionE,1213,73534,73800,266,73,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,48277,AITraining,RegionF,RegionF,1185,71160,71243,83,113,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,48378,RealTimeInference,RegionA,RegionA,1221,73260,73366,106,3,20,1223
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,48384,RealTimeInference,RegionA,RegionA,1208,72480,72712,232,5,20,1212
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,48412,AITraining,RegionE,RegionE,1206,72360,72682,322,107,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,48447,AITraining,RegionF,RegionF,1222,73320,73618,298,44,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,48558,AITraining,RegionF,RegionF,1189,71340,71730,390,92,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,48574,RealTimeInference,RegionA,RegionA,1181,70860,70956,96,6,20,1183
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,48609,AITraining,RegionE,RegionE,1186,71160,71217,57,106,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,48631,AITraining,RegionF,RegionF,1178,70680,71001,321,28,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,48639,RealTimeInference,RegionA,RegionA,1184,71040,71137,97,7,20,1186
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,48697,AITraining,RegionF,RegionF,1223,73413,73800,387,91,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,48745,RealTimeInference,RegionA,RegionA,1192,71520,71782,262,5,20,1197
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,48751,BatchInference,RegionB,RegionB,1203,72180,72383,203,9,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,48831,BatchInference,RegionC,RegionC,1210,72600,72934,334,13,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,48899,AITraining,RegionF,RegionE,1181,70860,71162,302,114,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,48903,BatchInference,RegionB,RegionB,1183,70980,71082,102,13,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,48922,AITraining,RegionD,RegionF,1180,70800,70844,44,112,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,48943,BatchInference,RegionC,RegionC,1177,70620,71015,395,7,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,48961,AITraining,RegionD,RegionD,1222,73320,73643,323,28,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,48963,BatchInference,RegionC,RegionC,1221,73260,73314,54,5,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,48970,BatchInference,RegionD,RegionF,1211,72840,73177,337,19,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,49008,AITraining,RegionD,RegionE,1210,72900,73146,246,31,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,49015,AITraining,RegionD,RegionD,1221,73320,73599,279,21,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,49023,RealTimeInference,RegionC,RegionC,1181,70860,71164,304,3,20,1187
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,49155,BatchInference,RegionE,RegionE,1213,72780,73139,359,9,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,49174,BatchInference,RegionD,RegionF,1211,72660,73041,381,23,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,49377,BatchInference,RegionD,RegionD,1202,72120,72456,336,18,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,49393,AITraining,RegionB,RegionC,1206,72780,72969,189,95,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,49597,BatchInference,RegionA,RegionC,1215,72900,73255,355,4,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,49697,BatchInference,RegionC,RegionC,1187,71220,71520,300,5,80,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,49727,RealTimeInference,RegionA,RegionA,1219,73140,73329,189,7,20,1223
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,49759,AITraining,RegionF,RegionF,1213,72780,73135,355,93,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,49821,AITraining,RegionD,RegionF,1196,71880,72057,177,109,150,2406
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,49948,RealTimeInference,RegionC,RegionC,1182,70920,71181,261,4,20,1187
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,20260801,49976,BatchInference,RegionF,RegionE,1217,73020,73150,130,8,80,2406
w2328_2400,rolling_shadow_price_exchange::lagrangian_balanced,20260801,56,AITraining,RegionE,RegionE,2394,143640,143880,240,19,150,2406
w2328_2400,rolling_shadow_price_exchange::lagrangian_balanced,20260801,57,BatchInference,RegionE,RegionE,2390,143400,143580,180,16,80,2406
w2328_2400,rolling_shadow_price_exchange::lagrangian_balanced,20260801,116,RealTimeInference,RegionC,RegionC,2338,140280,140519,239,6,20,2342
w2328_2400,rolling_shadow_price_exchange::lagrangian_balanced,20260801,150,RealTimeInference,RegionF,RegionF,2372,142320,142383,63,6,20,2374
w2328_2400,rolling_shadow_price_exchange::lagrangian_balanced,20260801,165,BatchInference,RegionB,RegionB,2390,143400,143505,105,18,80,2406
w2328_2400,rolling_shadow_price_exchange::lagrangian_balanced,20260801,205,BatchInference,RegionB,RegionB,2385,143100,143395,295,6,80,2406
w2328_2400,rolling_shadow_price_exchange::lagrangian_balanced,20260801,235,RealTimeInference,RegionE,RegionE,2378,142680,142708,28,2,20,2379
w2328_2400,rolling_shadow_price_exchange::lagrangian_balanced,20260801,259,AITraining,RegionE,RegionE,2331,139860,140097,237,116,150,2406
w2328_2400,rolling_shadow_price_exchange::lagrangian_balanced,20260801,279,AITraining,RegionE,RegionE,2357,141420,141430,10,88,150,2406
w2328_2400,rolling_shadow_price_exchange::lagrangian_balanced,20260801,315,BatchInference,RegionA,RegionC,2392,143520,143607,87,17,80,2406
w2328_2400,rolling_shadow_price_exchange::lagrangian_balanced,20260801,358,RealTimeInference,RegionC,RegionC,2370,142200,142544,344,1,20,2376
w2328_2400,rolling_shadow_price_exchange::lagrangian_balanced,20260801,384,BatchInference,RegionD,RegionE,2334,140040,140214,174,6,80,2406
w2328_2400,rolling_shadow_price_exchange::lagrangian_balanced,20260801,403,BatchInference,RegionD,RegionF,2382,142920,143047,127,13,80,2406
w2328_2400,rolling_shadow_price_exchange::lagrangian_balanced,20260801,438,RealTimeInference,RegionC,RegionC,2363,141780,141971,191,3,20,2367
w2328_2400,rolling_shadow_price_exchange::lagrangian_balanced,20260801,448,BatchInference,RegionC,RegionC,2329,139740,139960,220,22,80,2406
w2328_2400,rolling_shadow_price_exchange::lagrangian_balanced,20260801,470,AITraining,RegionF,RegionE,2331,139860,139876,16,70,150,2406
w2328_2400,rolling_shadow_price_exchange::lagrangian_balanced,20260801,482,RealTimeInference,RegionB,RegionB,2356,141360,141733,373,4,20,2363
w2328_2400,rolling_shadow_price_exchange::lagrangian_balanced,20260801,535,AITraining,RegionE,RegionE,2375,142500,142880,380,22,150,2406
