TaskID,TaskType,SourceRegion,ExecutionRegion,ArrivalHour,StartMinute,EndMinute,Duration_min,GPU_Demand,MaxLatency_ms,NetworkLatency_ms,LatestFinishHour,SLA_met,SchedulePhase
47435,AITraining,RegionE,RegionE,2397,143820,144211,391,28,150,5,2406,True,q1-arrival
47509,AITraining,RegionF,RegionF,2381,142860,143018,158,71,150,5,2406,True,q1-arrival
47613,BatchInference,RegionD,RegionD,2380,142800,143120,320,22,80,5,2406,True,q1-arrival
47787,BatchInference,RegionB,RegionB,2392,143520,143713,193,8,80,5,2406,True,q1-arrival
47967,BatchInference,RegionD,RegionD,2390,143400,143591,191,20,80,5,2406,True,q1-arrival
47993,RealTimeInference,RegionC,RegionC,2377,142620,142708,88,4,20,5,2379,True,q1-arrival
47997,RealTimeInference,RegionA,RegionA,2384,143040,143284,244,6,20,5,2389,True,q1-arrival
48004,RealTimeInference,RegionA,RegionA,2389,143340,143390,50,6,20,5,2390,True,q1-arrival
48007,RealTimeInference,RegionC,RegionC,2386,143160,143416,256,2,20,5,2391,True,q1-arrival
48396,RealTimeInference,RegionA,RegionA,2386,143160,143321,161,2,20,5,2389,True,q1-arrival
48528,AITraining,RegionD,RegionD,2398,143880,143971,91,36,150,5,2406,True,q1-arrival
48579,AITraining,RegionF,RegionF,2399,143940,144090,150,119,150,5,2406,True,q1-arrival
48651,BatchInference,RegionF,RegionF,2393,143580,143654,74,14,80,5,2406,True,q1-arrival
48837,AITraining,RegionD,RegionD,2396,143760,143991,231,23,150,5,2406,True,q1-arrival
49049,RealTimeInference,RegionB,RegionB,2377,142620,142718,98,3,20,5,2379,True,q1-arrival
49227,RealTimeInference,RegionC,RegionC,2396,143760,144075,315,3,20,5,2402,True,q1-arrival
49336,BatchInference,RegionB,RegionB,2382,142920,143245,325,8,80,5,2406,True,q1-arrival
49525,BatchInference,RegionB,RegionB,2399,143940,144127,187,16,80,5,2406,True,q1-arrival
49550,AITraining,RegionA,RegionA,2397,143820,143940,120,120,150,5,2406,True,q1-arrival
49575,AITraining,RegionF,RegionF,2397,143820,144013,193,27,150,5,2406,True,q1-arrival
49609,AITraining,RegionA,RegionA,2397,143820,143890,70,38,150,5,2406,True,q1-arrival
49617,RealTimeInference,RegionA,RegionA,2395,143700,143956,256,3,20,5,2400,True,q1-arrival
49640,AITraining,RegionE,RegionE,2395,143700,143943,243,54,150,5,2406,True,q1-arrival
49684,RealTimeInference,RegionB,RegionB,2391,143460,143565,105,1,20,5,2393,True,q1-arrival
49940,RealTimeInference,RegionB,RegionB,2376,142560,142653,93,6,20,5,2378,True,q1-arrival
49968,AITraining,RegionE,RegionE,2384,143040,143272,232,120,150,5,2406,True,q1-fix-and-opt
