Hour,Region,PricePeriod,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,AvailableRenewable_MW,NonAI_IT_Load_MW,AbsoluteHour,AI_IT_Load_MW,IT_Load_MW,PUE,Total_Load_MW,Q2Method,ObservedElectricityPrice_CNY_per_MWh,ObservedCarbonIntensity_tCO2_per_MWh,ObservedAvailableRenewable_MW,ScenarioPriceMultiplier,ScenarioCarbonMultiplier,ScenarioRenewableMultiplier,ChargePower_MW,DischargePower_MW,SOC_MWh,RenewableToLoad_MW,RenewableCharge_MW,GridCharge_MW,GridLoadPurchase_MW,GridPurchase_MW,GridSell_MW,Curtailment_MW,NetGridImport_MW,ChargeMode,GridImportMode,Method
4,RegionD,Valley,274.9200000000,214.4400000000,0.4352000000,800.0000000000,335.3283330000,2332,48.9400000000,384.2683330000,1.2800000000,491.8634662400,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,274.9200000000,0.4352000000,800.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,491.8634662400,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,128.1365337600,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
5,RegionD,Valley,275.0600000000,214.5500000000,0.4286000000,877.6500000000,383.3500000000,2333,47.4800000000,430.8300000000,1.2800000000,551.4624000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,275.0600000000,0.4286000000,877.6500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,551.4624000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,146.1876000000,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
6,RegionD,Valley,275.2000000000,214.6600000000,0.4208000000,950.0000000000,394.9743330000,2334,42.6066666667,437.5809996667,1.2800000000,560.1036795733,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,275.2000000000,0.4208000000,950.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,560.1036795733,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,209.8963204267,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
7,RegionD,Flat,423.6200000000,330.4200000000,0.4125000000,1012.1300000000,409.9853330000,2335,0.0100000000,409.9953330000,1.2800000000,524.7940262400,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,423.6200000000,0.4125000000,1012.1300000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,524.7940262400,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,307.3359737600,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
8,RegionD,Flat,423.8600000000,330.6100000000,0.4042000000,1059.8100000000,390.2796670000,2336,0.0000000000,390.2796670000,1.2800000000,499.5579737600,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,423.8600000000,0.4042000000,1059.8100000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,499.5579737600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,380.2520262400,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
9,RegionD,Flat,424.1000000000,330.8000000000,0.3965000000,1089.7800000000,409.4126670000,2337,0.4000000000,409.8126670000,1.2800000000,524.5602137600,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,424.1000000000,0.3965000000,1089.7800000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,524.5602137600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,385.2197862400,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
10,RegionD,Flat,424.3400000000,330.9900000000,0.3899000000,1100.0000000000,401.0393330000,2338,0.4000000000,401.4393330000,1.2800000000,513.8423462400,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,424.3400000000,0.3899000000,1100.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,513.8423462400,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,406.1576537600,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
11,RegionD,Flat,424.5900000000,331.1800000000,0.3850000000,1089.7800000000,300.2600000000,2339,0.4000000000,300.6600000000,1.2800000000,384.8448000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,424.5900000000,0.3850000000,1089.7800000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,384.8448000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,524.9352000000,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
12,RegionD,Flat,424.8500000000,331.3800000000,0.3821000000,1059.8100000000,254.0900000000,2340,0.7933333333,254.8833333333,1.2800000000,326.2506666667,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,424.8500000000,0.3821000000,1059.8100000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,326.2506666667,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,553.5593333333,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
13,RegionD,Flat,425.1100000000,331.5900000000,0.3814000000,1012.1300000000,189.0870000000,2341,0.6600000000,189.7470000000,1.2800000000,242.8761600000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,425.1100000000,0.3814000000,1012.1300000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,242.8761600000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,589.2538400000,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
14,RegionD,Flat,425.3700000000,331.7900000000,0.3829000000,950.0000000000,212.7423330000,2342,0.6346666667,213.3769996667,1.2800000000,273.1225595733,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,425.3700000000,0.3829000000,950.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,273.1225595733,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,496.8774404267,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
15,RegionD,Flat,425.6300000000,331.9900000000,0.3867000000,877.6500000000,147.9150000000,2343,0.6000000000,148.5150000000,1.2800000000,190.0992000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,425.6300000000,0.3867000000,877.6500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,190.0992000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,507.5508000000,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
16,RegionD,Flat,425.9000000000,332.2000000000,0.3925000000,800.0000000000,130.3016670000,2344,0.6000000000,130.9016670000,1.2800000000,167.5541337600,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,425.9000000000,0.3925000000,800.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,167.5541337600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,452.4458662400,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
17,RegionD,Peak,741.5400000000,482.0000000000,0.3999000000,722.3500000000,90.9700000000,2345,0.6000000000,91.5700000000,1.2800000000,117.2096000000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,617.9500000000,0.3999000000,722.3500000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,117.2096000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,425.1404000000,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
18,RegionD,Peak,742.0080000000,482.3100000000,0.4085000000,650.0000000000,96.6980000000,2346,0.2300000000,96.9280000000,1.2800000000,124.0678400000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,618.3400000000,0.4085000000,650.0000000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,124.0678400000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,345.9321600000,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
19,RegionD,Peak,742.4880000000,482.6200000000,0.4177000000,587.8700000000,134.6646670000,2347,0.0000000000,134.6646670000,1.2800000000,172.3707737600,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,618.7400000000,0.4177000000,587.8700000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,172.3707737600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,235.4992262400,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
20,RegionD,Peak,742.9680000000,482.9300000000,0.4268000000,540.1900000000,191.2553330000,2348,0.0000000000,191.2553330000,1.2800000000,244.8068262400,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,619.1400000000,0.4268000000,540.1900000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,244.8068262400,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,115.3831737600,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
21,RegionD,Peak,743.4600000000,483.2500000000,0.4354000000,510.2200000000,213.7486670000,2349,1.1000000000,214.8486670000,1.2800000000,275.0062937600,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,619.5500000000,0.4354000000,510.2200000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,275.0062937600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,55.2137062400,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
22,RegionD,Flat,384.8000000000,300.1400000000,0.4428000000,500.0000000000,170.3040000000,2350,5.5800000000,175.8840000000,1.2800000000,225.1315200000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,384.8000000000,0.4428000000,500.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,225.1315200000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,94.8684800000,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
23,RegionD,Flat,385.0500000000,300.3400000000,0.4486000000,510.2200000000,193.3106670000,2351,13.3800000000,206.6906670000,1.2800000000,264.5640537600,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,385.0500000000,0.4486000000,510.2200000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,264.5640537600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,65.6559462400,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
24,RegionD,Valley,278.2700000000,217.0500000000,0.4525000000,540.1900000000,194.5666670000,2352,61.3733333333,255.9400003333,1.2800000000,327.6032004267,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,278.2700000000,0.4525000000,540.1900000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,327.6032004267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,32.5867995733,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
25,RegionD,Valley,278.4600000000,217.2000000000,0.4541000000,587.8700000000,190.8460000000,2353,82.7800000000,273.6260000000,1.2800000000,350.2412800000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,278.4600000000,0.4541000000,587.8700000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,405.0000000000,350.2412800000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,57.6287200000,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
26,RegionD,Valley,278.6400000000,217.3400000000,0.4534000000,650.0000000000,260.6360000000,2354,108.1800000000,368.8160000000,1.2800000000,472.0844800000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,278.6400000000,0.4534000000,650.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,2.0844800000,402.7586236559,470.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
27,RegionD,Valley,278.8200000000,217.4800000000,0.4505000000,722.3500000000,313.1886670000,2355,149.5880000000,462.7766670000,1.2800000000,592.3541337600,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,278.8200000000,0.4505000000,722.3500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,50.0041337600,348.9907378925,542.3500000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
28,RegionD,Valley,279.0000000000,217.6200000000,0.4456000000,800.0000000000,370.5356670000,2356,107.0976666667,477.6333336667,1.2800000000,611.3706670933,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,279.0000000000,0.4456000000,800.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,348.9907378925,611.3706670933,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,8.6293329067,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
29,RegionD,Valley,279.1800000000,217.7600000000,0.4391000000,877.6500000000,409.8326670000,2357,83.3913333333,493.2240003333,1.2800000000,631.3267204267,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,279.1800000000,0.4391000000,877.6500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,348.9907378925,631.3267204267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,66.3232795733,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
30,RegionD,Valley,279.3600000000,217.9000000000,0.4315000000,950.0000000000,393.3286670000,2358,69.7053333333,463.0340003333,1.2800000000,592.6835204267,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,279.3600000000,0.4315000000,950.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,348.9907378925,592.6835204267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,177.3164795733,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
31,RegionD,Flat,430.0600000000,335.4500000000,0.4233000000,1012.1300000000,361.8916670000,2359,24.8903333333,386.7820003333,1.2800000000,495.0809604267,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,430.0600000000,0.4233000000,1012.1300000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,348.9907378925,495.0809604267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,337.0490395733,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
32,RegionD,Flat,430.3300000000,335.6600000000,0.4150000000,1059.8100000000,370.0646670000,2360,12.1920000000,382.2566670000,1.2800000000,489.2885337600,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,430.3300000000,0.4150000000,1059.8100000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,348.9907378925,489.2885337600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,390.5214662400,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
33,RegionD,Flat,430.6000000000,335.8700000000,0.4074000000,1089.7800000000,337.6033330000,2361,3.4000000000,341.0033330000,1.2800000000,436.4842662400,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,430.6000000000,0.4074000000,1089.7800000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,348.9907378925,436.4842662400,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,473.2957337600,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
34,RegionD,Flat,430.8600000000,336.0700000000,0.4008000000,1100.0000000000,330.0793330000,2362,0.1600000000,330.2393330000,1.2800000000,422.7063462400,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,430.8600000000,0.4008000000,1100.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,348.9907378925,422.7063462400,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,497.2936537600,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
35,RegionD,Flat,431.1200000000,336.2700000000,0.3959000000,1089.7800000000,318.4793330000,2363,0.1600000000,318.6393330000,1.2800000000,407.8583462400,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,431.1200000000,0.3959000000,1089.7800000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,348.9907378925,407.8583462400,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,501.9216537600,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
36,RegionD,Flat,431.3800000000,336.4800000000,0.3930000000,1059.8100000000,330.9233330000,2364,0.1600000000,331.0833330000,1.2800000000,423.7866662400,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,431.3800000000,0.3930000000,1059.8100000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,348.9907378925,423.7866662400,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,456.0233337600,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
37,RegionD,Flat,431.6400000000,336.6800000000,0.3923000000,1012.1300000000,302.1026670000,2365,0.1600000000,302.2626670000,1.2800000000,386.8962137600,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,431.6400000000,0.3923000000,1012.1300000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,348.9907378925,386.8962137600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,445.2337862400,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
38,RegionD,Flat,431.8900000000,336.8700000000,0.3938000000,950.0000000000,272.7020000000,2366,0.1600000000,272.8620000000,1.2800000000,349.2633600000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,431.8900000000,0.3938000000,950.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,348.9907378925,349.2633600000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,420.7366400000,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
39,RegionD,Flat,432.1300000000,337.0600000000,0.3976000000,877.6500000000,217.2416670000,2367,0.0346666667,217.2763336667,1.2800000000,278.1137070933,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,432.1300000000,0.3976000000,877.6500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,348.9907378925,278.1137070933,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,419.5362929067,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
40,RegionD,Flat,432.3700000000,337.2500000000,0.4033000000,800.0000000000,164.3106670000,2368,0.0000000000,164.3106670000,1.2800000000,210.3176537600,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,432.3700000000,0.4033000000,800.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,348.9907378925,210.3176537600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,409.6823462400,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
41,RegionD,Peak,752.7360000000,489.2800000000,0.4107000000,722.3500000000,147.2470000000,2369,0.0000000000,147.2470000000,1.2800000000,188.4761600000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,627.2800000000,0.4107000000,722.3500000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,348.9907378925,188.4761600000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,353.8738400000,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
42,RegionD,Peak,753.1440000000,489.5400000000,0.4192000000,650.0000000000,141.3440000000,2370,0.0000000000,141.3440000000,1.2800000000,180.9203200000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,627.6200000000,0.4192000000,650.0000000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,348.9907378925,180.9203200000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,289.0796800000,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
43,RegionD,Peak,753.5400000000,489.8000000000,0.4282000000,587.8700000000,160.7856670000,2371,0.0000000000,160.7856670000,1.2800000000,205.8056537600,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,627.9500000000,0.4282000000,587.8700000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,348.9907378925,205.8056537600,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,202.0643462400,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
44,RegionD,Peak,753.9120000000,490.0400000000,0.4373000000,540.1900000000,144.4313330000,2372,0.0000000000,144.4313330000,1.2800000000,184.8721062400,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,628.2600000000,0.4373000000,540.1900000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,348.9907378925,184.8721062400,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,175.3178937600,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
45,RegionD,Peak,754.2840000000,490.2800000000,0.4457000000,510.2200000000,166.7270000000,2373,0.0000000000,166.7270000000,1.2800000000,213.4105600000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,628.5700000000,0.4457000000,510.2200000000,1.2000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,348.9907378925,213.4105600000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,116.8094400000,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
46,RegionD,Flat,390.3300000000,304.4600000000,0.4530000000,500.0000000000,168.4690000000,2374,7.7200000000,176.1890000000,1.2800000000,225.5219200000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,390.3300000000,0.4530000000,500.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,348.9907378925,225.5219200000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,94.4780800000,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
47,RegionD,Flat,390.5100000000,304.6000000000,0.4586000000,510.2200000000,228.9546670000,2375,7.7200000000,236.6746670000,1.2800000000,302.9435737600,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,390.5100000000,0.4586000000,510.2200000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,348.9907378925,302.9435737600,-0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,27.2764262400,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
48,RegionD,Valley,282.1600000000,220.0800000000,0.4623000000,540.1900000000,306.7546670000,2376,5.6960000000,312.4506670000,1.2800000000,399.9368537600,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,282.1600000000,0.4623000000,540.1900000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,39.7468537600,306.2521854624,360.1900000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
49,RegionD,Valley,282.2800000000,220.1800000000,0.4637000000,587.8700000000,329.9646670000,2377,14.9600000000,344.9246670000,1.2800000000,441.5035737600,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,282.2800000000,0.4637000000,587.8700000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,33.6335737600,270.0870523871,407.8700000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
50,RegionD,Valley,282.4000000000,220.2700000000,0.4629000000,650.0000000000,348.9473330000,2378,36.1766666667,385.1239996667,1.2800000000,492.9587195733,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,282.4000000000,0.4629000000,650.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,22.9587195733,245.4002571470,470.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
51,RegionD,Valley,282.5100000000,220.3600000000,0.4598000000,722.3500000000,373.8270000000,2379,79.7200000000,453.5470000000,1.2800000000,580.5401600000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,282.5100000000,0.4598000000,722.3500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,38.1901600000,204.3355689749,542.3500000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,0.0000000000,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
52,RegionD,Valley,282.6200000000,220.4400000000,0.4547000000,800.0000000000,401.4206670000,2380,70.1093333333,471.5300003333,1.2800000000,603.5584004267,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,282.6200000000,0.4547000000,800.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,204.3355689749,603.5584004267,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,16.4415995733,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
53,RegionD,Valley,282.7200000000,220.5200000000,0.4479000000,877.6500000000,402.6560000000,2381,69.1200000000,471.7760000000,1.2800000000,603.8732800000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,282.7200000000,0.4479000000,877.6500000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,204.3355689749,603.8732800000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,93.7767200000,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
54,RegionD,Valley,282.8200000000,220.6000000000,0.4400000000,950.0000000000,364.5540000000,2382,53.4333333333,417.9873333333,1.2800000000,535.0237866667,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,282.8200000000,0.4400000000,950.0000000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,204.3355689749,535.0237866667,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,234.9762133333,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
55,RegionD,Flat,435.2400000000,339.4900000000,0.4315000000,1012.1300000000,367.4760000000,2383,20.5480000000,388.0240000000,1.2800000000,496.6707200000,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,435.2400000000,0.4315000000,1012.1300000000,1.0000000000,1.0000000000,1.0000000000,260.0000000000,0.0000000000,448.7355689749,496.6707200000,260.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,75.4592800000,-180.0000000000,1,0,Q2_candidate_plus_integrated_storage_MILP
56,RegionD,Flat,435.3700000000,339.5900000000,0.4230000000,1059.8100000000,382.3576670000,2384,16.6156666667,398.9733336667,1.2800000000,510.6858670933,surrogate_assisted_fix_and_optimize_candidate_PROBE_ONLY,435.3700000000,0.4230000000,1059.8100000000,1.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,448.7355689749,510.6858670933,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,369.1241329067,-180.0000000000,0,0,Q2_candidate_plus_integrated_storage_MILP
