WindowID,Method,Seed,TaskID,TaskType,DelaySensitivity,SourceRegion,ExecutionRegion,ArrivalHour,EarliestStartHour,StartMinute,EndMinute,Duration_min,GPU_Demand,MaxLatency_ms,NetworkLatency_ms,LatestFinishHour,DecisionBlock
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19876,AITraining,Low,RegionD,RegionE,336,336,20580,20963,383,57,150.0,22.0,2406,56
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19877,BatchInference,Medium,RegionB,RegionC,1078,1078,64680,64941,261,7,80.0,14.0,2406,179
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19878,RealTimeInference,High,RegionB,RegionB,15,15,900,933,33,1,20.0,5.0,16,2
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19879,AITraining,Low,RegionE,RegionE,498,498,29880,30256,376,61,150.0,5.0,2406,83
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19880,RealTimeInference,High,RegionC,RegionC,1587,1587,95220,95565,345,3,20.0,5.0,1593,264
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19881,RealTimeInference,High,RegionF,RegionF,1136,1136,68160,68315,155,4,20.0,5.0,1139,189
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19882,BatchInference,Medium,RegionA,RegionC,1456,1456,87360,87639,279,11,80.0,15.0,2406,242
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19883,RealTimeInference,High,RegionA,RegionA,1564,1564,93840,94125,285,2,20.0,5.0,1569,260
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19884,BatchInference,Medium,RegionC,RegionC,1443,1443,86580,86634,54,9,80.0,5.0,2406,240
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19885,AITraining,Low,RegionE,RegionE,1889,1889,113340,113644,304,16,150.0,5.0,2406,314
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19886,BatchInference,Medium,RegionD,RegionF,1110,1110,66600,66835,235,19,80.0,25.0,2406,185
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19887,RealTimeInference,High,RegionC,RegionC,874,874,52440,52608,168,7,20.0,5.0,877,145
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19888,RealTimeInference,High,RegionA,RegionA,1961,1961,117660,117748,88,6,20.0,5.0,1963,326
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19889,RealTimeInference,High,RegionA,RegionA,501,501,30060,30405,345,1,20.0,5.0,507,83
full_0000_2400,adaptive_ALNS_latency_guarded_probe,20260801,19890,AITraining,Low,RegionD,RegionF,1484,1484,89400,89692,292,116,150.0,25.0,2406,247
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19891,RealTimeInference,High,RegionB,RegionB,930,930,55800,55999,199,7,20.0,5.0,934,155
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19892,RealTimeInference,High,RegionC,RegionC,1133,1133,67980,68046,66,4,20.0,5.0,1135,188
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19893,AITraining,Low,RegionF,RegionF,1846,1846,110760,111080,320,125,150.0,5.0,2406,307
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19894,RealTimeInference,High,RegionE,RegionE,1770,1770,106200,106484,284,5,20.0,5.0,1775,295
full_0000_2400,adaptive_ALNS_latency_guarded_probe,20260801,19895,AITraining,Low,RegionC,RegionB,1914,1914,115920,116214,294,124,150.0,14.0,2406,319
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19896,RealTimeInference,High,RegionA,RegionA,377,377,22620,22873,253,6,20.0,5.0,382,62
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19897,RealTimeInference,High,RegionB,RegionB,187,187,11220,11303,83,1,20.0,5.0,189,31
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19898,AITraining,Low,RegionE,RegionE,843,843,50580,50765,185,114,150.0,5.0,2406,140
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19899,AITraining,Low,RegionE,RegionE,1239,1239,74340,74672,332,35,150.0,5.0,2406,206
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19900,RealTimeInference,High,RegionC,RegionC,1206,1206,72360,72646,286,7,20.0,5.0,1211,201
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19901,BatchInference,Medium,RegionA,RegionC,2032,2032,121920,122094,174,6,80.0,15.0,2406,338
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19902,BatchInference,Medium,RegionA,RegionC,2223,2223,133380,133701,321,22,80.0,15.0,2406,370
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19903,AITraining,Low,RegionD,RegionE,1457,1457,88080,88321,241,77,150.0,22.0,2406,242
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19904,AITraining,Low,RegionD,RegionF,1693,1693,101760,101822,62,45,150.0,25.0,2406,282
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19905,AITraining,Low,RegionE,RegionE,281,281,17160,17255,95,113,150.0,5.0,2406,46
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19906,AITraining,Low,RegionF,RegionF,2173,2173,130380,130649,269,65,150.0,5.0,2406,362
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19907,AITraining,Low,RegionF,RegionE,2074,2074,124560,124938,378,78,150.0,18.0,2406,345
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19908,RealTimeInference,High,RegionA,RegionA,1950,1950,117000,117022,22,1,20.0,5.0,1951,325
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19909,AITraining,Low,RegionD,RegionF,1652,1652,99240,99313,73,120,150.0,25.0,2406,275
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19910,RealTimeInference,High,RegionB,RegionB,535,535,32100,32348,248,3,20.0,5.0,540,89
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19911,RealTimeInference,High,RegionB,RegionB,1500,1500,90000,90048,48,2,20.0,5.0,1501,250
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19912,AITraining,Low,RegionE,RegionE,628,628,37680,37818,138,87,150.0,5.0,2406,104
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19913,BatchInference,Medium,RegionE,RegionE,1045,1045,62700,62749,49,8,80.0,5.0,2406,174
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19914,RealTimeInference,High,RegionA,RegionA,1869,1869,112140,112370,230,7,20.0,5.0,1873,311
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19915,BatchInference,Medium,RegionA,RegionB,899,899,53940,54048,108,20,80.0,12.0,2406,149
full_0000_2400,adaptive_ALNS_latency_guarded_probe,20260801,19916,AITraining,Low,RegionD,RegionF,522,522,31320,31630,310,75,150.0,25.0,2406,87
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19917,BatchInference,Medium,RegionC,RegionC,1181,1181,70860,71020,160,8,80.0,5.0,2406,196
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19918,AITraining,Low,RegionE,RegionE,184,184,11040,11394,354,61,150.0,5.0,2406,30
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19919,RealTimeInference,High,RegionC,RegionC,878,878,52680,52721,41,4,20.0,5.0,879,146
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19920,RealTimeInference,High,RegionD,RegionD,656,656,39360,39419,59,1,20.0,5.0,657,109
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19921,RealTimeInference,High,RegionA,RegionA,762,762,45720,45946,226,1,20.0,5.0,766,127
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19922,RealTimeInference,High,RegionA,RegionA,1316,1316,78960,79058,98,5,20.0,5.0,1318,219
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19923,BatchInference,Medium,RegionB,RegionB,2280,2280,136800,137118,318,11,80.0,5.0,2406,380
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19924,RealTimeInference,High,RegionB,RegionB,1798,1798,107880,107958,78,5,20.0,5.0,1800,299
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19925,RealTimeInference,High,RegionC,RegionC,1187,1187,71220,71234,14,6,20.0,5.0,1188,197
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19926,BatchInference,Medium,RegionE,RegionE,846,846,50760,50941,181,22,80.0,5.0,2406,141
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19927,AITraining,Low,RegionF,RegionF,481,481,28860,29126,266,30,150.0,5.0,2406,80
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19928,BatchInference,Medium,RegionA,RegionB,2151,2151,129060,129387,327,15,80.0,12.0,2406,358
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19929,RealTimeInference,High,RegionA,RegionA,1623,1623,97380,97409,29,6,20.0,5.0,1624,270
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19930,AITraining,Low,RegionD,RegionF,1897,1897,113820,114035,215,73,150.0,25.0,2406,316
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19931,BatchInference,Medium,RegionD,RegionF,1883,1883,113100,113400,300,16,80.0,25.0,2406,313
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19932,BatchInference,Medium,RegionE,RegionE,2033,2033,121980,122031,51,22,80.0,5.0,2406,338
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19933,BatchInference,Medium,RegionF,RegionF,26,26,1560,1923,363,15,80.0,5.0,2406,4
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19934,BatchInference,Medium,RegionA,RegionB,73,73,4380,4493,113,4,80.0,12.0,2406,12
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19935,RealTimeInference,High,RegionA,RegionA,1649,1649,98940,99167,227,7,20.0,5.0,1653,274
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19936,BatchInference,Medium,RegionB,RegionB,1683,1683,100980,101040,60,17,80.0,5.0,2406,280
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19937,BatchInference,Medium,RegionC,RegionC,1647,1647,98820,99066,246,7,80.0,5.0,2406,274
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19938,RealTimeInference,High,RegionC,RegionC,15,15,900,1066,166,7,20.0,5.0,18,2
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19939,AITraining,Low,RegionF,RegionE,1840,1840,110460,110608,148,57,150.0,18.0,2406,306
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19940,BatchInference,Medium,RegionF,RegionF,570,570,34200,34569,369,14,80.0,5.0,2406,95
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19941,RealTimeInference,High,RegionA,RegionA,2251,2251,135060,135124,64,6,20.0,5.0,2253,375
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19942,RealTimeInference,High,RegionA,RegionA,492,492,29520,29863,343,5,20.0,5.0,498,82
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19943,RealTimeInference,High,RegionB,RegionB,2206,2206,132360,132669,309,1,20.0,5.0,2212,367
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19944,RealTimeInference,High,RegionB,RegionB,495,495,29700,29724,24,4,20.0,5.0,496,82
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19945,AITraining,Low,RegionE,RegionE,870,870,52200,52527,327,60,150.0,5.0,2406,145
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19946,AITraining,Low,RegionF,RegionF,1701,1701,102120,102398,278,107,150.0,5.0,2406,283
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19947,AITraining,Low,RegionA,RegionB,675,675,40500,40514,14,120,150.0,12.0,2406,112
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19948,BatchInference,Medium,RegionA,RegionC,2275,2275,136500,136650,150,22,80.0,15.0,2406,379
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19949,BatchInference,Medium,RegionB,RegionB,1803,1803,108180,108221,41,12,80.0,5.0,2406,300
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19950,RealTimeInference,High,RegionB,RegionB,1747,1747,104820,104936,116,5,20.0,5.0,1749,291
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19951,BatchInference,Medium,RegionD,RegionF,882,882,52920,53097,177,5,80.0,25.0,2406,147
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19952,AITraining,Low,RegionF,RegionE,843,843,50880,51271,391,94,150.0,18.0,2406,140
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19953,RealTimeInference,High,RegionE,RegionE,45,45,2700,2899,199,6,20.0,5.0,49,7
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19954,BatchInference,Medium,RegionA,RegionB,1475,1475,88500,88532,32,17,80.0,12.0,2406,245
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19955,AITraining,Low,RegionD,RegionF,1764,1764,105900,105978,78,41,150.0,25.0,2406,294
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19956,AITraining,Low,RegionD,RegionE,680,680,41040,41100,60,105,150.0,22.0,2406,113
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19957,AITraining,Low,RegionE,RegionE,150,150,9000,9034,34,58,150.0,5.0,2406,25
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19958,BatchInference,Medium,RegionD,RegionD,1642,1642,98520,98890,370,5,80.0,5.0,2406,273
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19959,AITraining,Low,RegionF,RegionF,1626,1626,97560,97864,304,119,150.0,5.0,2406,271
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19960,RealTimeInference,High,RegionA,RegionA,1118,1118,67080,67460,380,1,20.0,5.0,1125,186
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19961,AITraining,Low,RegionD,RegionE,1443,1443,86820,86990,170,103,150.0,22.0,2406,240
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19962,RealTimeInference,High,RegionA,RegionA,387,387,23220,23516,296,3,20.0,5.0,392,64
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19963,RealTimeInference,High,RegionB,RegionB,828,828,49680,49896,216,7,20.0,5.0,832,138
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19964,BatchInference,Medium,RegionD,RegionD,1083,1083,64980,65054,74,15,80.0,5.0,2406,180
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19965,RealTimeInference,High,RegionC,RegionC,1392,1392,83520,83882,362,3,20.0,5.0,1399,232
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19966,AITraining,Low,RegionF,RegionF,1135,1135,68160,68393,233,72,150.0,5.0,2406,189
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19967,AITraining,Low,RegionB,RegionB,2303,2303,138180,138478,298,40,150.0,5.0,2406,383
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19968,RealTimeInference,High,RegionA,RegionA,460,460,27600,27835,235,5,20.0,5.0,464,76
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19969,AITraining,Low,RegionD,RegionE,1266,1266,76020,76040,20,87,150.0,22.0,2406,211
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19970,BatchInference,Medium,RegionC,RegionC,1439,1439,86340,86626,286,16,80.0,5.0,2406,239
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19971,RealTimeInference,High,RegionC,RegionC,630,630,37800,38159,359,3,20.0,5.0,636,105
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19972,BatchInference,Medium,RegionE,RegionE,742,742,44520,44538,18,8,80.0,5.0,2406,123
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19973,RealTimeInference,High,RegionA,RegionA,119,119,7140,7387,247,2,20.0,5.0,124,19
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19974,BatchInference,Medium,RegionA,RegionB,962,962,57720,57948,228,19,80.0,12.0,2406,160
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19975,BatchInference,Medium,RegionB,RegionB,2282,2282,136920,137078,158,21,80.0,5.0,2406,380
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19976,AITraining,Low,RegionD,RegionF,361,361,22020,22344,324,53,150.0,25.0,2406,60
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19977,BatchInference,Medium,RegionD,RegionE,77,77,4620,4646,26,7,80.0,22.0,2406,12
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19978,BatchInference,Medium,RegionE,RegionE,2290,2290,137400,137688,288,8,80.0,5.0,2406,381
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19979,AITraining,Low,RegionF,RegionE,923,923,55620,55783,163,118,150.0,18.0,2406,153
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19980,BatchInference,Medium,RegionA,RegionB,1033,1033,61980,62291,311,19,80.0,12.0,2406,172
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19981,AITraining,Low,RegionD,RegionE,2166,2166,130020,130039,19,44,150.0,22.0,2406,361
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19982,RealTimeInference,High,RegionB,RegionB,340,340,20400,20699,299,4,20.0,5.0,345,56
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19983,AITraining,Low,RegionE,RegionE,1682,1682,100920,101230,310,116,150.0,5.0,2406,280
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19984,AITraining,Low,RegionE,RegionE,1384,1384,83040,83131,91,93,150.0,5.0,2406,230
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19985,AITraining,Low,RegionF,RegionF,1432,1432,86460,86817,357,99,150.0,5.0,2406,238
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19986,BatchInference,Medium,RegionF,RegionE,2262,2262,135780,136065,285,11,80.0,18.0,2406,377
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19987,AITraining,Low,RegionC,RegionC,1524,1524,91440,91763,323,59,150.0,5.0,2406,254
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19988,AITraining,Low,RegionD,RegionF,1056,1056,63600,63954,354,35,150.0,25.0,2406,176
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19989,RealTimeInference,High,RegionB,RegionB,300,300,18000,18025,25,4,20.0,5.0,301,50
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19990,AITraining,Low,RegionE,RegionE,1010,1010,60600,60657,57,19,150.0,5.0,2406,168
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19991,BatchInference,Medium,RegionE,RegionE,2350,2350,141000,141297,297,15,80.0,5.0,2406,391
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19992,RealTimeInference,High,RegionD,RegionD,427,427,25620,25640,20,2,20.0,5.0,428,71
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19993,RealTimeInference,High,RegionA,RegionA,1679,1679,100740,101132,392,4,20.0,5.0,1686,279
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19994,RealTimeInference,High,RegionA,RegionA,1613,1613,96780,97055,275,5,20.0,5.0,1618,268
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19995,BatchInference,Medium,RegionB,RegionB,2360,2360,141600,141692,92,11,80.0,5.0,2406,393
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19996,BatchInference,Medium,RegionC,RegionC,726,726,43560,43676,116,4,80.0,5.0,2406,121
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19997,BatchInference,Medium,RegionD,RegionD,1637,1637,98220,98347,127,17,80.0,5.0,2406,272
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19998,BatchInference,Medium,RegionE,RegionE,1751,1751,105060,105105,45,9,80.0,5.0,2406,291
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,19999,AITraining,Low,RegionF,RegionE,2016,2016,121440,121829,389,103,150.0,18.0,2406,336
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20000,BatchInference,Medium,RegionA,RegionB,1999,1999,119940,120218,278,10,80.0,12.0,2406,333
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20001,BatchInference,Medium,RegionB,RegionB,2326,2326,139560,139693,133,5,80.0,5.0,2406,387
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20002,RealTimeInference,High,RegionB,RegionB,1478,1478,88680,89057,377,7,20.0,5.0,1485,246
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20003,AITraining,Low,RegionE,RegionE,1741,1741,104460,104777,317,74,150.0,5.0,2406,290
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20004,RealTimeInference,High,RegionC,RegionC,854,854,51240,51493,253,1,20.0,5.0,859,142
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20005,BatchInference,Medium,RegionF,RegionF,365,365,21900,22208,308,10,80.0,5.0,2406,60
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20006,BatchInference,Medium,RegionA,RegionC,1052,1052,63120,63463,343,11,80.0,15.0,2406,175
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20007,AITraining,Low,RegionD,RegionF,298,298,17880,18208,328,108,150.0,25.0,2406,49
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20008,AITraining,Low,RegionD,RegionE,1417,1417,85440,85481,41,116,150.0,22.0,2406,236
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20009,RealTimeInference,High,RegionB,RegionB,2274,2274,136440,136755,315,3,20.0,5.0,2280,379
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20010,RealTimeInference,High,RegionB,RegionB,2243,2243,134580,134717,137,6,20.0,5.0,2246,373
full_0000_2400,adaptive_ALNS_latency_guarded_probe,20260801,20011,AITraining,Low,RegionF,RegionF,2229,2229,133920,134223,303,127,150.0,5.0,2406,371
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20012,BatchInference,Medium,RegionF,RegionF,733,733,43980,44140,160,9,80.0,5.0,2406,122
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20013,BatchInference,Medium,RegionA,RegionB,2012,2012,120720,120984,264,17,80.0,12.0,2406,335
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20014,RealTimeInference,High,RegionA,RegionA,786,786,47160,47251,91,6,20.0,5.0,788,131
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20015,RealTimeInference,High,RegionB,RegionB,53,53,3180,3202,22,6,20.0,5.0,54,8
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20016,AITraining,Low,RegionE,RegionE,2007,2007,120420,120706,286,99,150.0,5.0,2406,334
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20017,BatchInference,Medium,RegionD,RegionF,470,470,28320,28667,347,7,80.0,25.0,2406,78
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20018,BatchInference,Medium,RegionE,RegionE,112,112,6720,6958,238,16,80.0,5.0,2406,18
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20019,RealTimeInference,High,RegionA,RegionA,384,384,23040,23267,227,5,20.0,5.0,388,64
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20020,RealTimeInference,High,RegionA,RegionA,335,335,20100,20152,52,4,20.0,5.0,336,55
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20021,RealTimeInference,High,RegionA,RegionA,435,435,26100,26420,320,2,20.0,5.0,441,72
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20022,BatchInference,Medium,RegionC,RegionC,1261,1261,75660,75837,177,13,80.0,5.0,2406,210
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20023,AITraining,Low,RegionE,RegionE,0,0,0,88,88,61,150.0,5.0,2406,0
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20024,BatchInference,Medium,RegionE,RegionE,1159,1159,69540,69795,255,13,80.0,5.0,2406,193
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20025,RealTimeInference,High,RegionE,RegionE,814,814,48840,48948,108,7,20.0,5.0,816,135
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20026,BatchInference,Medium,RegionA,RegionC,1028,1028,61680,61798,118,5,80.0,15.0,2406,171
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20027,BatchInference,Medium,RegionB,RegionC,640,640,38400,38508,108,12,80.0,14.0,2406,106
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20028,RealTimeInference,High,RegionB,RegionB,1071,1071,64260,64379,119,2,20.0,5.0,1073,178
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20029,AITraining,Low,RegionE,RegionE,52,52,3120,3457,337,115,150.0,5.0,2406,8
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20030,RealTimeInference,High,RegionC,RegionC,10,10,600,819,219,2,20.0,5.0,14,1
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20031,AITraining,Low,RegionF,RegionF,2148,2148,128880,129022,142,120,150.0,5.0,2406,358
full_0000_2400,fixed_weight_bounded_rolling_local_exchange_heuristic,20260801,20032,BatchInference,Medium,RegionA,RegionC,398,398,23880,24199,319,6,80.0,15.0,2406,66
