TaskID,ExecutionRegion_incumbent,StartMinute_incumbent,ExecutionRegion_alns,StartMinute_alns,change_type
24186,RegionB,87300,RegionB,87300,unchanged
24187,RegionE,120000,RegionE,120000,unchanged
24188,RegionE,58020,RegionE,58020,unchanged
24189,RegionD,92760,RegionD,92760,unchanged
24190,RegionC,140580,RegionC,140580,unchanged
24191,RegionB,77880,RegionB,77880,unchanged
24192,RegionE,28320,RegionE,28320,unchanged
24193,RegionF,137220,RegionF,137220,unchanged
24194,RegionB,107880,RegionB,107880,unchanged
24195,RegionF,119100,RegionF,119100,unchanged
24196,RegionF,56940,RegionF,56940,unchanged
24197,RegionF,107100,RegionF,107100,unchanged
24198,RegionC,50340,RegionC,50340,unchanged
24199,RegionE,108420,RegionE,108420,unchanged
24200,RegionF,129900,RegionF,129900,unchanged
24201,RegionE,85980,RegionE,85980,unchanged
24202,RegionE,110640,RegionE,110640,unchanged
24203,RegionE,124320,RegionE,124320,unchanged
24204,RegionC,85680,RegionC,85680,unchanged
24205,RegionE,89040,RegionE,89040,unchanged
24206,RegionC,28620,RegionC,28620,unchanged
24207,RegionB,27780,RegionB,27780,unchanged
24208,RegionE,131520,RegionE,131520,unchanged
24209,RegionE,64440,RegionE,64440,unchanged
24210,RegionF,95880,RegionF,95880,unchanged
24211,RegionA,106920,RegionA,106920,unchanged
24212,RegionA,138720,RegionA,138720,unchanged
24213,RegionB,44520,RegionB,44520,unchanged
24214,RegionC,117960,RegionC,117960,unchanged
24215,RegionD,117300,RegionD,117300,unchanged
24216,RegionE,118740,RegionE,118740,unchanged
24217,RegionA,58200,RegionA,58200,unchanged
24218,RegionC,38760,RegionC,38760,unchanged
24219,RegionA,34800,RegionA,34800,unchanged
24220,RegionB,124740,RegionB,124740,unchanged
24221,RegionF,126600,RegionF,126600,unchanged
24222,RegionE,109200,RegionE,109200,unchanged
24223,RegionF,94200,RegionF,94200,unchanged
24224,RegionA,19980,RegionA,19980,unchanged
24225,RegionE,138720,RegionE,138720,unchanged
24226,RegionE,115740,RegionE,115740,unchanged
24227,RegionC,91740,RegionC,91740,unchanged
24228,RegionE,132420,RegionE,132420,unchanged
24229,RegionC,31140,RegionC,31140,unchanged
24230,RegionF,46080,RegionF,46080,unchanged
24231,RegionC,9960,RegionC,9960,unchanged
24232,RegionD,7740,RegionD,7740,unchanged
24233,RegionB,79500,RegionB,79500,unchanged
24234,RegionE,3000,RegionE,3000,unchanged
24235,RegionD,70440,RegionD,70440,unchanged
24236,RegionF,27840,RegionF,27840,unchanged
24237,RegionC,56520,RegionC,56520,unchanged
24238,RegionB,79140,RegionB,79140,unchanged
24239,RegionF,89940,RegionF,89940,unchanged
24240,RegionC,7920,RegionC,7920,unchanged
24241,RegionD,139380,RegionD,139380,unchanged
24242,RegionC,140460,RegionC,140460,unchanged
24243,RegionE,68100,RegionE,68100,unchanged
24244,RegionA,45420,RegionA,45420,unchanged
24245,RegionC,100440,RegionC,100440,unchanged
24246,RegionB,115320,RegionB,115320,unchanged
24247,RegionB,33060,RegionB,33060,unchanged
24248,RegionC,57540,RegionC,57540,unchanged
24249,RegionC,13560,RegionC,13560,unchanged
24250,RegionB,82620,RegionB,82620,unchanged
24251,RegionA,49680,RegionA,49680,unchanged
24252,RegionB,47820,RegionB,47820,unchanged
24253,RegionD,90840,RegionD,90840,unchanged
24254,RegionE,116040,RegionE,116040,unchanged
24255,RegionE,143820,RegionE,143820,unchanged
24256,RegionF,133080,RegionF,133080,unchanged
24257,RegionA,140160,RegionA,140160,unchanged
24258,RegionC,38400,RegionC,38400,unchanged
24259,RegionF,45660,RegionF,45660,unchanged
24260,RegionE,29460,RegionE,29460,unchanged
24261,RegionE,99120,RegionE,99120,unchanged
24262,RegionC,129060,RegionC,129060,unchanged
24263,RegionB,137640,RegionB,137640,unchanged
24264,RegionB,79920,RegionB,79920,unchanged
24265,RegionF,115620,RegionF,115620,unchanged
24266,RegionE,135840,RegionE,135840,unchanged
24267,RegionB,117000,RegionB,117000,unchanged
24268,RegionC,114240,RegionC,114240,unchanged
24269,RegionF,60780,RegionF,60780,unchanged
24270,RegionA,115200,RegionA,115200,unchanged
24271,RegionB,53940,RegionB,53940,unchanged
24272,RegionE,126660,RegionE,126660,unchanged
24273,RegionE,60720,RegionE,60720,unchanged
24274,RegionE,94560,RegionE,94560,unchanged
24275,RegionE,6660,RegionE,6660,unchanged
24276,RegionF,122760,RegionF,122760,unchanged
24277,RegionE,140100,RegionE,140100,unchanged
24278,RegionC,123660,RegionC,123660,unchanged
24279,RegionC,82320,RegionC,82320,unchanged
24280,RegionB,13560,RegionB,13560,unchanged
24281,RegionF,71820,RegionF,71820,unchanged
24282,RegionF,89400,RegionF,89400,unchanged
24283,RegionC,11460,RegionC,11460,unchanged
24284,RegionB,34500,RegionB,34500,unchanged
24285,RegionE,98340,RegionE,98340,unchanged
24286,RegionB,6660,RegionB,6660,unchanged
24287,RegionE,20040,RegionE,20040,unchanged
24288,RegionC,108480,RegionC,108480,unchanged
24289,RegionF,56820,RegionF,56820,unchanged
24290,RegionC,44700,RegionC,44700,unchanged
24291,RegionE,36480,RegionE,36480,unchanged
24292,RegionC,87360,RegionC,87360,unchanged
24293,RegionB,110220,RegionB,110220,unchanged
24294,RegionE,38880,RegionE,38880,unchanged
24295,RegionF,71160,RegionF,71160,unchanged
24296,RegionC,58380,RegionC,58380,unchanged
24297,RegionA,81720,RegionA,81720,unchanged
24298,RegionF,74760,RegionF,74760,unchanged
24299,RegionE,19260,RegionE,19260,unchanged
24300,RegionE,86280,RegionE,86280,unchanged
24301,RegionE,122820,RegionE,122820,unchanged
24302,RegionE,16620,RegionE,16620,unchanged
24303,RegionC,108600,RegionC,108600,unchanged
24304,RegionC,49920,RegionC,49920,unchanged
24305,RegionF,135840,RegionF,135840,unchanged
24306,RegionE,108660,RegionE,108660,unchanged
24307,RegionC,68280,RegionC,68280,unchanged
24308,RegionF,77580,RegionF,77580,unchanged
24309,RegionC,22320,RegionC,22320,unchanged
24310,RegionF,136140,RegionF,136140,unchanged
24311,RegionC,8400,RegionC,8400,unchanged
24312,RegionE,123060,RegionE,123060,unchanged
24313,RegionE,1740,RegionE,1740,unchanged
24314,RegionE,80880,RegionE,80880,unchanged
24315,RegionE,77580,RegionE,77580,unchanged
24316,RegionA,135300,RegionA,135300,unchanged
24317,RegionA,89580,RegionA,89580,unchanged
24318,RegionB,96300,RegionB,96300,unchanged
24319,RegionF,117420,RegionF,117420,unchanged
24320,RegionC,107460,RegionC,107460,unchanged
24321,RegionF,53280,RegionF,53280,unchanged
24322,RegionC,91200,RegionC,91200,unchanged
24323,RegionA,111420,RegionA,111420,unchanged
24324,RegionF,5880,RegionF,5880,unchanged
24325,RegionC,20160,RegionC,20160,unchanged
24326,RegionB,11160,RegionB,11160,unchanged
24327,RegionE,102060,RegionE,102060,unchanged
24328,RegionF,44640,RegionF,44640,unchanged
24329,RegionA,31560,RegionA,31560,unchanged
24330,RegionF,26340,RegionF,26340,unchanged
24331,RegionC,95340,RegionC,95340,unchanged
24332,RegionE,59520,RegionE,59520,unchanged
24333,RegionE,110520,RegionE,110520,unchanged
24334,RegionC,45000,RegionC,45000,unchanged
24335,RegionF,127920,RegionF,127920,unchanged
24336,RegionB,55140,RegionB,55140,unchanged
24337,RegionB,139860,RegionB,139860,unchanged
24338,RegionF,38340,RegionF,38340,unchanged
24339,RegionB,70920,RegionB,70920,unchanged
24340,RegionF,141000,RegionF,141000,unchanged
24341,RegionD,76200,RegionD,76200,unchanged
24342,RegionA,54720,RegionA,54720,unchanged
24343,RegionC,25380,RegionC,25380,unchanged
24344,RegionB,59280,RegionB,59280,unchanged
24345,RegionB,104700,RegionB,104700,unchanged
24346,RegionE,47460,RegionE,47460,unchanged
24347,RegionF,8640,RegionF,8640,unchanged
24348,RegionF,91380,RegionF,91380,unchanged
24349,RegionC,53160,RegionC,53160,unchanged
24350,RegionA,100260,RegionA,100260,unchanged
24351,RegionF,64080,RegionF,64080,unchanged
24352,RegionE,123300,RegionE,123300,unchanged
24353,RegionC,104460,RegionC,104460,unchanged
24354,RegionF,30360,RegionF,30360,unchanged
24355,RegionB,108840,RegionB,108840,unchanged
24356,RegionA,48840,RegionA,48840,unchanged
24357,RegionF,97140,RegionF,97140,unchanged
24358,RegionC,82560,RegionC,82560,unchanged
24359,RegionE,101640,RegionE,101640,unchanged
24360,RegionC,98040,RegionC,98040,unchanged
24361,RegionF,118140,RegionF,118140,unchanged
24362,RegionC,85980,RegionC,85980,unchanged
24363,RegionE,87540,RegionE,87540,unchanged
24364,RegionC,59820,RegionC,59820,unchanged
24365,RegionE,80340,RegionE,80340,unchanged
24366,RegionF,24660,RegionF,24660,unchanged
24367,RegionC,78240,RegionC,78240,unchanged
24368,RegionB,108780,RegionB,108780,unchanged
24369,RegionC,32100,RegionC,32100,unchanged
24370,RegionB,2880,RegionB,2880,unchanged
24371,RegionC,9600,RegionC,9600,unchanged
24372,RegionB,80640,RegionB,80640,unchanged
24373,RegionF,131040,RegionF,131040,unchanged
24374,RegionE,123720,RegionE,123720,unchanged
24375,RegionB,15840,RegionB,15840,unchanged
24376,RegionA,132840,RegionA,132840,unchanged
24377,RegionB,79920,RegionB,79920,unchanged
24378,RegionE,109980,RegionE,109980,unchanged
24379,RegionC,51900,RegionC,51900,unchanged
24380,RegionE,119040,RegionE,119040,unchanged
24381,RegionC,71700,RegionC,71700,unchanged
24382,RegionC,116100,RegionC,116100,unchanged
24383,RegionF,36900,RegionF,36900,unchanged
24384,RegionB,129360,RegionB,129360,unchanged
24385,RegionB,37560,RegionB,37560,unchanged
24386,RegionE,28020,RegionE,28020,unchanged
24387,RegionD,70320,RegionD,70320,unchanged
24388,RegionA,90840,RegionA,90840,unchanged
24389,RegionA,114720,RegionA,114720,unchanged
24390,RegionF,74400,RegionF,74400,unchanged
24391,RegionE,60120,RegionE,60120,unchanged
24392,RegionC,99780,RegionC,99780,unchanged
24393,RegionE,3360,RegionE,3360,unchanged
24394,RegionF,29160,RegionF,29160,unchanged
24395,RegionC,28140,RegionC,28140,unchanged
24396,RegionA,84360,RegionA,84360,unchanged
24397,RegionF,90240,RegionF,90240,unchanged
24398,RegionE,93960,RegionE,93960,unchanged
24399,RegionE,21900,RegionE,21900,unchanged
24400,RegionD,69900,RegionD,69900,unchanged
24401,RegionA,67680,RegionA,67680,unchanged
24402,RegionB,87540,RegionB,87540,unchanged
24403,RegionB,10320,RegionB,10320,unchanged
24404,RegionB,76620,RegionB,76620,unchanged
24405,RegionE,135780,RegionE,135780,unchanged
24406,RegionE,8280,RegionE,8280,unchanged
24407,RegionF,136080,RegionF,136080,unchanged
24408,RegionC,33840,RegionC,33840,unchanged
24409,RegionA,117360,RegionA,117360,unchanged
24410,RegionB,99780,RegionB,99780,unchanged
24411,RegionE,9120,RegionE,9120,unchanged
24412,RegionE,94440,RegionE,94440,unchanged
24413,RegionF,75600,RegionF,75600,unchanged
24414,RegionC,59460,RegionC,59460,unchanged
24415,RegionB,107400,RegionB,107400,unchanged
24416,RegionE,85800,RegionE,85800,unchanged
24417,RegionF,124380,RegionF,124380,unchanged
24418,RegionB,55320,RegionB,55320,unchanged
24419,RegionF,96720,RegionF,96720,unchanged
24420,RegionE,138180,RegionE,138180,unchanged
24421,RegionA,99120,RegionA,99120,unchanged
24422,RegionB,119700,RegionB,119700,unchanged
24423,RegionB,40440,RegionB,40440,unchanged
24424,RegionF,89160,RegionF,89160,unchanged
24425,RegionE,125280,RegionE,125280,unchanged
24426,RegionF,23880,RegionF,23880,unchanged
24427,RegionB,9420,RegionB,9420,unchanged
24428,RegionE,54300,RegionE,54300,unchanged
24429,RegionA,85860,RegionA,85860,unchanged
24430,RegionB,72900,RegionB,72900,unchanged
24431,RegionE,45180,RegionE,45180,unchanged
24432,RegionE,66840,RegionE,66840,unchanged
24433,RegionF,99960,RegionF,99960,unchanged
24434,RegionA,60840,RegionA,60840,unchanged
24435,RegionE,9180,RegionE,9180,unchanged
24436,RegionB,8520,RegionB,8520,unchanged
24437,RegionC,87720,RegionC,87720,unchanged
24438,RegionC,134820,RegionC,134820,unchanged
24439,RegionC,67140,RegionC,67140,unchanged
24440,RegionC,135240,RegionC,135240,unchanged
24441,RegionF,102660,RegionF,102660,unchanged
24442,RegionB,40680,RegionB,40680,unchanged
24443,RegionC,25620,RegionC,25620,unchanged
24444,RegionF,2460,RegionF,2460,unchanged
24445,RegionF,141360,RegionF,141360,unchanged
24446,RegionF,26880,RegionF,26880,unchanged
24447,RegionC,108060,RegionC,108060,unchanged
24448,RegionA,138720,RegionA,138720,unchanged
24449,RegionF,123360,RegionF,123360,unchanged
24450,RegionC,51780,RegionC,51780,unchanged
24451,RegionC,122340,RegionC,122340,unchanged
24452,RegionC,123120,RegionC,123120,unchanged
24453,RegionF,97800,RegionF,97800,unchanged
24454,RegionC,131040,RegionC,131040,unchanged
24455,RegionF,25200,RegionF,25200,unchanged
24456,RegionB,4320,RegionB,4320,unchanged
24457,RegionB,134040,RegionB,134040,unchanged
24458,RegionE,93300,RegionE,93300,unchanged
24459,RegionF,26640,RegionF,26640,unchanged
24460,RegionC,44460,RegionC,44460,unchanged
24461,RegionD,23520,RegionD,23520,unchanged
24462,RegionB,13380,RegionB,13380,unchanged
24463,RegionB,93600,RegionB,93600,unchanged
24464,RegionF,79980,RegionF,79980,unchanged
24465,RegionE,100440,RegionE,100440,unchanged
24466,RegionF,37680,RegionF,37680,unchanged
24467,RegionA,107880,RegionA,107880,unchanged
24468,RegionA,27420,RegionA,27420,unchanged
24469,RegionB,85800,RegionB,85800,unchanged
24470,RegionB,103620,RegionB,103620,unchanged
24471,RegionC,31260,RegionC,31260,unchanged
24472,RegionE,98880,RegionE,98880,unchanged
24473,RegionC,123120,RegionC,123120,unchanged
24474,RegionC,96960,RegionC,96960,unchanged
24475,RegionA,39720,RegionA,39720,unchanged
24476,RegionF,87120,RegionF,87120,unchanged
24477,RegionF,143580,RegionF,143580,unchanged
24478,RegionE,120000,RegionE,120000,unchanged
24479,RegionF,89400,RegionF,89400,unchanged
24480,RegionA,136440,RegionA,136440,unchanged
24481,RegionA,138600,RegionA,138600,unchanged
24482,RegionE,124260,RegionE,124260,unchanged
24483,RegionE,110880,RegionE,110880,unchanged
24484,RegionC,114540,RegionC,114540,unchanged
24485,RegionC,54180,RegionC,54180,unchanged
24486,RegionA,82740,RegionA,82740,unchanged
24487,RegionC,23100,RegionC,23100,unchanged
24488,RegionB,9000,RegionB,9000,unchanged
24489,RegionC,42360,RegionC,42360,unchanged
24490,RegionF,20220,RegionF,20220,unchanged
24491,RegionE,62040,RegionE,62040,unchanged
24492,RegionF,21480,RegionF,21480,unchanged
24493,RegionC,81780,RegionC,81780,unchanged
24494,RegionA,65100,RegionA,65100,unchanged
24495,RegionC,25740,RegionC,25740,unchanged
24496,RegionC,45540,RegionC,45540,unchanged
24497,RegionF,64200,RegionF,64200,unchanged
24498,RegionE,84780,RegionE,84780,unchanged
24499,RegionE,123240,RegionE,123240,unchanged
24500,RegionC,35220,RegionC,35220,unchanged
24501,RegionF,102120,RegionF,102120,unchanged
24502,RegionE,70200,RegionE,70200,unchanged
24503,RegionE,90660,RegionE,90660,unchanged
24504,RegionE,21180,RegionE,21180,unchanged
24505,RegionF,141000,RegionF,141000,unchanged
24506,RegionA,53820,RegionA,53820,unchanged
24507,RegionF,113760,RegionF,113760,unchanged
24508,RegionE,11760,RegionE,11760,unchanged
24509,RegionC,124320,RegionC,124320,unchanged
24510,RegionE,105300,RegionE,105300,unchanged
24511,RegionC,5100,RegionC,5100,unchanged
24512,RegionF,46500,RegionF,46500,unchanged
24513,RegionB,47520,RegionB,47520,unchanged
24514,RegionB,60540,RegionB,60540,unchanged
24515,RegionF,96360,RegionF,96360,unchanged
24516,RegionD,40440,RegionD,40440,unchanged
24517,RegionE,42660,RegionE,42660,unchanged
24518,RegionF,102420,RegionF,102420,unchanged
24519,RegionA,119400,RegionA,119400,unchanged
24520,RegionB,29700,RegionB,29700,unchanged
24521,RegionB,107280,RegionB,107280,unchanged
24522,RegionC,66360,RegionC,66360,unchanged
24523,RegionC,41820,RegionC,41820,unchanged
24524,RegionE,30420,RegionE,30420,unchanged
24525,RegionE,86580,RegionE,86580,unchanged
24526,RegionA,69360,RegionA,69360,unchanged
24527,RegionA,79980,RegionA,79980,unchanged
24528,RegionC,83880,RegionC,83880,unchanged
24529,RegionE,21180,RegionE,21180,unchanged
24530,RegionE,48480,RegionE,48480,unchanged
24531,RegionC,105720,RegionC,105720,unchanged
24532,RegionB,37440,RegionB,37440,unchanged
24533,RegionA,51060,RegionA,51060,unchanged
24534,RegionF,62820,RegionF,62820,unchanged
24535,RegionB,88440,RegionB,88440,unchanged
24536,RegionD,17760,RegionD,17760,unchanged
24537,RegionC,141420,RegionC,141420,unchanged
24538,RegionF,86400,RegionF,86400,unchanged
24539,RegionC,32520,RegionC,32520,unchanged
24540,RegionE,88920,RegionE,88920,unchanged
24541,RegionB,118260,RegionB,118260,unchanged
24542,RegionF,1620,RegionF,1620,unchanged
24543,RegionE,99060,RegionE,99060,unchanged
24544,RegionF,123720,RegionF,123720,unchanged
24545,RegionB,15120,RegionB,15120,unchanged
24546,RegionE,67320,RegionE,67320,unchanged
24547,RegionE,129120,RegionE,129120,unchanged
24548,RegionB,3240,RegionB,3240,unchanged
24549,RegionE,38460,RegionE,38460,unchanged
24550,RegionE,17640,RegionE,17640,unchanged
24551,RegionD,96120,RegionD,96120,unchanged
24552,RegionA,50460,RegionA,50460,unchanged
24553,RegionB,7980,RegionB,7980,unchanged
24554,RegionF,45360,RegionF,45360,unchanged
24555,RegionE,52020,RegionE,52020,unchanged
24556,RegionF,130080,RegionF,130080,unchanged
24557,RegionC,60960,RegionC,60960,unchanged
24558,RegionF,99900,RegionF,99900,unchanged
24559,RegionA,38880,RegionA,38880,unchanged
24560,RegionB,60780,RegionB,60780,unchanged
24561,RegionB,37980,RegionB,37980,unchanged
24562,RegionF,30780,RegionF,30780,unchanged
24563,RegionE,109860,RegionE,109860,unchanged
24564,RegionF,105540,RegionF,105540,unchanged
24565,RegionC,71580,RegionC,71580,unchanged
24566,RegionC,82500,RegionC,82500,unchanged
24567,RegionF,124980,RegionF,124980,unchanged
24568,RegionB,142680,RegionB,142680,unchanged
24569,RegionE,72000,RegionE,72000,unchanged
24570,RegionE,132060,RegionE,132060,unchanged
24571,RegionF,112500,RegionF,112500,unchanged
24572,RegionC,143400,RegionC,143400,unchanged
24573,RegionE,37080,RegionE,37080,unchanged
24574,RegionF,71460,RegionF,71460,unchanged
24575,RegionF,47700,RegionF,47700,unchanged
24576,RegionC,49440,RegionC,49440,unchanged
24577,RegionF,120120,RegionF,120120,unchanged
24578,RegionC,121620,RegionC,121620,unchanged
24579,RegionA,99060,RegionA,99060,unchanged
24580,RegionB,123960,RegionB,123960,unchanged
24581,RegionC,1080,RegionC,1080,unchanged
24582,RegionE,81180,RegionE,81180,unchanged
24583,RegionC,99360,RegionC,99360,unchanged
24584,RegionF,103860,RegionF,103860,unchanged
24585,RegionA,123180,RegionA,123180,unchanged
24586,RegionA,45840,RegionA,45840,unchanged
24587,RegionB,46980,RegionB,46980,unchanged
24588,RegionB,97500,RegionB,97500,unchanged
24589,RegionC,50700,RegionC,50700,unchanged
24590,RegionC,118860,RegionC,118860,unchanged
24591,RegionB,3600,RegionB,3600,unchanged
24592,RegionB,59760,RegionB,59760,unchanged
24593,RegionB,10080,RegionB,10080,unchanged
24594,RegionB,136260,RegionB,136260,unchanged
24595,RegionE,131220,RegionE,131220,unchanged
24596,RegionC,46500,RegionC,46500,unchanged
24597,RegionE,25020,RegionE,25020,unchanged
24598,RegionB,78360,RegionB,78360,unchanged
24599,RegionE,23520,RegionE,23520,unchanged
24600,RegionF,3840,RegionF,3840,unchanged
24601,RegionB,97800,RegionB,97800,unchanged
24602,RegionE,68700,RegionE,68700,unchanged
24603,RegionF,2880,RegionF,2880,unchanged
24604,RegionA,61320,RegionA,61320,unchanged
24605,RegionB,33180,RegionB,33180,unchanged
24606,RegionD,14400,RegionD,14400,unchanged
24607,RegionB,54540,RegionB,54540,unchanged
24608,RegionE,129840,RegionE,129840,unchanged
24609,RegionF,89760,RegionF,89760,unchanged
24610,RegionD,17640,RegionD,17640,unchanged
24611,RegionA,86880,RegionA,86880,unchanged
24612,RegionB,59220,RegionB,59220,unchanged
24613,RegionE,119100,RegionE,119100,unchanged
24614,RegionE,23160,RegionE,23160,unchanged
24615,RegionE,119100,RegionE,119100,unchanged
24616,RegionC,63900,RegionC,63900,unchanged
24617,RegionF,78000,RegionF,78000,unchanged
24618,RegionC,20700,RegionC,20700,unchanged
24619,RegionA,92760,RegionA,92760,unchanged
24620,RegionC,3000,RegionC,3000,unchanged
24621,RegionE,103260,RegionE,103260,unchanged
24622,RegionC,57900,RegionC,57900,unchanged
24623,RegionF,93780,RegionF,93780,unchanged
24624,RegionB,14640,RegionB,14640,unchanged
24625,RegionC,97560,RegionC,97560,unchanged
24626,RegionB,34680,RegionB,34680,unchanged
24627,RegionC,42900,RegionC,42900,unchanged
24628,RegionC,76380,RegionC,76380,unchanged
24629,RegionE,135660,RegionE,135660,unchanged
24630,RegionF,32340,RegionF,32340,unchanged
24631,RegionA,82740,RegionA,82740,unchanged
24632,RegionA,135180,RegionA,135180,unchanged
24633,RegionD,36120,RegionD,36120,unchanged
24634,RegionF,24360,RegionF,24360,unchanged
24635,RegionC,82860,RegionC,82860,unchanged
24636,RegionC,102180,RegionC,102180,unchanged
24637,RegionA,15960,RegionA,15960,unchanged
24638,RegionA,130080,RegionA,130080,unchanged
24639,RegionC,8100,RegionC,8100,unchanged
24640,RegionB,79380,RegionB,79380,unchanged
24641,RegionF,142980,RegionF,142980,unchanged
24642,RegionE,4320,RegionE,4320,unchanged
24643,RegionF,33360,RegionF,33360,unchanged
24644,RegionC,128760,RegionC,128760,unchanged
24645,RegionA,9120,RegionA,9120,unchanged
24646,RegionF,117480,RegionF,117480,unchanged
24647,RegionE,86940,RegionE,86940,unchanged
24648,RegionC,103860,RegionC,103860,unchanged
24649,RegionF,97200,RegionF,97200,unchanged
24650,RegionC,91920,RegionC,91920,unchanged
24651,RegionA,131040,RegionA,131040,unchanged
24652,RegionA,102900,RegionA,102900,unchanged
24653,RegionF,22800,RegionF,22800,unchanged
24654,RegionE,136920,RegionE,136920,unchanged
24655,RegionE,40680,RegionE,40680,unchanged
24656,RegionE,71460,RegionE,71460,unchanged
24657,RegionA,108720,RegionA,108720,unchanged
24658,RegionA,115740,RegionA,115740,unchanged
24659,RegionB,13200,RegionB,13200,unchanged
24660,RegionE,111420,RegionE,111420,unchanged
24661,RegionC,68940,RegionC,68940,unchanged
24662,RegionC,142140,RegionC,142140,unchanged
24663,RegionF,47880,RegionF,47880,unchanged
24664,RegionE,2760,RegionE,2760,unchanged
24665,RegionF,38100,RegionF,38100,unchanged
24666,RegionB,12780,RegionB,12780,unchanged
24667,RegionF,96120,RegionF,96120,unchanged
24668,RegionC,97740,RegionC,97740,unchanged
24669,RegionD,118500,RegionD,118500,unchanged
24670,RegionA,43560,RegionA,43560,unchanged
24671,RegionE,70560,RegionE,70560,unchanged
24672,RegionC,70140,RegionC,70140,unchanged
24673,RegionE,80160,RegionE,80160,unchanged
24674,RegionE,110280,RegionE,110280,unchanged
24675,RegionF,128580,RegionF,128580,unchanged
24676,RegionE,131640,RegionE,131640,unchanged
24677,RegionC,42180,RegionC,42180,unchanged
24678,RegionA,56760,RegionA,56760,unchanged
24679,RegionB,113460,RegionB,113460,unchanged
24680,RegionB,130920,RegionB,130920,unchanged
24681,RegionC,81120,RegionC,81120,unchanged
24682,RegionC,37500,RegionC,37500,unchanged
24683,RegionB,50940,RegionB,50940,unchanged
24684,RegionA,33180,RegionA,33180,unchanged
24685,RegionF,111420,RegionF,111420,unchanged
24686,RegionE,42900,RegionE,42900,unchanged
24687,RegionF,62880,RegionF,62880,unchanged
24688,RegionC,27540,RegionC,27540,unchanged
24689,RegionE,61140,RegionE,61140,unchanged
24690,RegionC,72660,RegionC,72660,unchanged
24691,RegionC,90360,RegionC,90360,unchanged
24692,RegionC,57660,RegionC,57660,unchanged
24693,RegionE,20940,RegionE,20940,unchanged
24694,RegionE,131940,RegionE,131940,unchanged
24695,RegionE,76500,RegionE,76500,unchanged
24696,RegionC,65880,RegionC,65880,unchanged
24697,RegionB,134160,RegionB,134160,unchanged
24698,RegionA,14100,RegionA,14100,unchanged
24699,RegionC,141060,RegionC,141060,unchanged
24700,RegionB,66240,RegionB,66240,unchanged
24701,RegionE,53220,RegionE,53220,unchanged
24702,RegionF,100980,RegionF,100980,unchanged
24703,RegionC,128940,RegionC,128940,unchanged
24704,RegionA,117480,RegionA,117480,unchanged
24705,RegionC,88320,RegionC,88320,unchanged
24706,RegionE,89820,RegionE,89820,unchanged
24707,RegionE,4140,RegionE,4140,unchanged
24708,RegionE,82620,RegionE,82620,unchanged
24709,RegionC,60600,RegionC,60600,unchanged
24710,RegionD,121080,RegionD,121080,unchanged
24711,RegionB,9480,RegionB,9480,unchanged
24712,RegionB,122820,RegionB,122820,unchanged
24713,RegionE,114180,RegionE,114180,unchanged
24714,RegionC,142800,RegionC,142800,unchanged
24715,RegionD,46260,RegionD,46260,unchanged
24716,RegionA,109020,RegionA,109020,unchanged
24717,RegionA,23340,RegionA,23340,unchanged
24718,RegionF,19260,RegionF,19260,unchanged
24719,RegionB,89100,RegionB,89100,unchanged
24720,RegionE,122940,RegionE,122940,unchanged
24721,RegionC,69480,RegionC,69480,unchanged
24722,RegionF,51480,RegionF,51480,unchanged
24723,RegionA,27000,RegionA,27000,unchanged
24724,RegionC,103320,RegionC,103320,unchanged
24725,RegionF,103320,RegionF,103320,unchanged
24726,RegionE,4500,RegionE,4500,unchanged
24727,RegionC,11940,RegionC,11940,unchanged
24728,RegionD,76740,RegionD,76740,unchanged
24729,RegionB,7560,RegionB,7560,unchanged
24730,RegionA,49080,RegionA,49080,unchanged
24731,RegionB,80280,RegionB,80280,unchanged
24732,RegionB,1740,RegionB,1740,unchanged
24733,RegionD,40860,RegionD,40860,unchanged
24734,RegionC,94140,RegionC,94140,unchanged
24735,RegionF,139320,RegionF,139320,unchanged
24736,RegionA,18960,RegionA,18960,unchanged
24737,RegionB,67860,RegionB,67860,unchanged
24738,RegionB,94920,RegionB,94920,unchanged
24739,RegionF,55680,RegionF,55680,unchanged
24740,RegionC,28740,RegionC,28740,unchanged
24741,RegionF,23220,RegionF,23220,unchanged
24742,RegionC,12840,RegionC,12840,unchanged
24743,RegionE,38760,RegionE,38760,unchanged
24744,RegionA,25860,RegionA,25860,unchanged
24745,RegionB,15660,RegionB,15660,unchanged
24746,RegionF,21120,RegionF,21120,unchanged
24747,RegionF,110280,RegionF,110280,unchanged
24748,RegionE,143040,RegionE,143040,unchanged
24749,RegionB,77760,RegionB,77760,unchanged
24750,RegionB,61440,RegionB,61440,unchanged
24751,RegionB,82140,RegionB,82140,unchanged
24752,RegionB,140700,RegionB,140700,unchanged
24753,RegionD,7080,RegionD,7080,unchanged
24754,RegionF,18060,RegionF,18060,unchanged
24755,RegionA,3060,RegionA,3060,unchanged
24756,RegionA,81720,RegionA,81720,unchanged
24757,RegionB,108360,RegionB,108360,unchanged
24758,RegionB,87960,RegionB,87960,unchanged
24759,RegionB,102480,RegionB,102480,unchanged
24760,RegionC,89640,RegionC,89640,unchanged
24761,RegionF,90660,RegionF,90660,unchanged
24762,RegionA,115920,RegionA,115920,unchanged
24763,RegionC,58620,RegionC,58620,unchanged
24764,RegionC,44700,RegionC,44700,unchanged
24765,RegionC,26880,RegionC,26880,unchanged
24766,RegionC,6900,RegionC,6900,unchanged
